1972506939,DAKOTA SURGICAL LTD,911 E 20TH ST,STE 300,SIOUX FALLS,SD,571051045,6053342266,Medical Specialty,,,,,,,,,,,,,,
1770586604,WILMOT CARE CENTER,501 4TH ST,,WILMOT,SD,572792232,6059384418,Skilled Nursing Facility,,,,,,,,,,,,,,
1154324507,AVERA QUEEN OF PEACE,525 N FOSTER ST,,MITCHELL,SD,573012966,6059952000,Rural,,,,,,,,,,,,,,
1225030448,TEL-DRUG INC,4901 N 4TH AVE,,SIOUX FALLS,SD,571040444,6053734854,Pharmacy,,,,,,,,,,,,,,
1235133109,PLATTE COMMUNITY MEMORIAL HOSPITAL INC,PO BOX 200,,PLATTE,SD,573690200,6053373364,Critical Access,,,,,,,,,,,,,,
1629072400,PLATTE COMMUNITY MEMORIAL HOSPITAL INC.,PO BOX 818,,PLATTE,SD,573690818,6053373364,Rural Health,,,,,,,,,,,,,,
1699779041,ADVANCED PHYSICAL THERAPY INC.,1005 N MAIN ST,,MITCHELL,SD,573011351,6059964552,Physical Therapist,,,,,,,,,,,,,,
1669477576,ROSEBUD HEALTHCARE SYSTEMS INC.,PO BOX 310,,WHITE RIVER,SD,575790310,6052593161,Skilled Nursing Facility,,,,,,,,,,,,,,
1215932918,AVERA AT HOME,5116 S SOLBERG AVE,,SIOUX FALLS,SD,571082234,6053224597,Home Health,,,,,,,,,,,,,,
1336144021,DOUGLAS COUNTY MEMORIAL HOSPITAL,708 8TH ST,,ARMOUR,SD,573132102,6057242159,Critical Access,,,,,,,,,,,,,,
1437155132,FAMILY INSTITUTE OF THE MIDWEST,520 W 22ND ST,,SIOUX FALLS,SD,571051702,6053388003,Marriage & Family Therapist,Psychiatric/Mental Health,,,,,,,,,,,,,
1386640126,REGIONAL HEALTH NETWORK INC,1065 MONTGOMERY ST,,CUSTER,SD,577301304,6056732237,,,,,,,,,,,,,,,
1679570295,CLARK COUNTY,100 SOUTH CLOUD,,CLARK,SD,57225,6055325891,Land Transport,,,,,,,,,,,,,,
1356348809,BETHESDA HOME,129 W HIGHWAY 12,,WEBSTER,SD,572741000,6053453331,Skilled Nursing Facility,,,,,,,,,,,,,,
1992702435,CITY OF MITCHELL,612 N MAIN ST,,MITCHELL,SD,573012620,6059958479,Land Transport,,,,,,,,,,,,,,
1982601282,KESSLER PHARMACY INC,621 6TH AVE SE,,ABERDEEN,SD,574014538,6052256673,Durable Medical Equipment & Medical Supplies,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,
1033116355,SIOUX OPTICAL,1701 S MINNESOTA AVE,,SIOUX FALLS,SD,571051721,6053347725,Eyewear Supplier (Equipment - not the service),,,,,,,,,,,,,,
1598762684,HEALTHFIRST CHIROPRACTIC OF MILBANK,PO BOX 230,,MILBANK,SD,572520230,6054329561,Chiropractor,,,,,,,,,,,,,,
1043218753,SANFORD HEALTH NETWORK NORTH,PO BOX 5074,,SIOUX FALLS,SD,571175074,2186814240,Critical Access,,,,,,,,,,,,,,
1558360388,MARSHALL COUNTY MEMORIAL HOSPITAL,413 9TH ST,,BRITTON,SD,574302274,6054482253,Critical Access,,,,,,,,,,,,,,
1679572366,SANFORD HOME HEALTH,2710 W 12TH ST,,SIOUX FALLS,SD,571043701,6053284440,Hospice Care - Community Based,,,,,,,,,,,,,,
1124027586,STATE OF SOUTH DAKOTA,PO BOX 7600,,YANKTON,SD,570787600,6056683148,Psychiatric Hospital,,,,,,,,,,,,,,
1871592030,DAKOTA PLAINS SURGICAL LLP,701 8TH AVE NW,,ABERDEEN,SD,574011803,6052253300,Special Hospital,,,,,,,,,,,,,,
1093714073,SIOUXLAND SURGERY CENTER LIMITED LIABILITY PARTNERSHIP,600 N SIOUX POINT RD,,DAKOTA DUNES,SD,570495000,(605) 232-3332,Registered Nurse,Special Hospital,,,,,,,,,,,,,
1285635250,THE EYE DOCTORS PC,5116 S WESTERN AVE,,SIOUX FALLS,SD,571082677,6053387104,Optometrist,,,,,,,,,,,,,,
