1740283977,REGIONAL MEDICAL CENTER AT LUBEC,43 S LUBEC RD,,LUBEC,ME,046523620,2077331090,Federally Qualified Health Center (FQHC),,,,,,,,,,,,,,
1932102118,COASTAL MED TECH INC,25 DOUGLAS HIGHWAY,,ELLSWORTH,ME,04605,2076672508,Oxygen Equipment & Supplies,,,,,,,,,,,,,,
1922001049,CALAIS REGIONAL HOSPITAL,24 HOSPITAL LN,,CALAIS,ME,046191329,2074547521,Critical Access,,,,,,,,,,,,,,
1134122997,YARMOUTH AUDIOLOGY,163 MAIN ST,,YARMOUTH,ME,040966720,2078461380,Audiologist-Hearing Aid Fitter,,,,,,,,,,,,,,
1114920097,CARIBOU NURSING HOME INC,162 ACADEMY ST,,PRESQUE ISLE,ME,047693102,2077640145,Nursing Facility/Intermediate Care Facility,Skilled Nursing Facility,,,,,,,,,,,,,
1811990757,COASTAL MANOR CORPORATION,20 W MAIN ST,,YARMOUTH,ME,040968412,2078465013,Nursing Facility/Intermediate Care Facility,,,,,,,,,,,,,,
1528061157,TIMBERLAND MEDICAL GROUP,PO BOX 19059,,BELFAST,ME,049154085,6157788000,,,,,,,,,,,,,,,
1568465144,NORTHERN MAINE MEDICAL CENTER,194 EAST MAIN STREET,,FORT KENT,ME,047431428,2078343155,General Acute Care Hospital,,,,,,,,,,,,,,
1760485304,PARKVIEW ADVENTIST MEDICAL CENTER,329 MAINE ST,,BRUNSWICK,ME,040113310,2073732000,General Acute Care Hospital,,,,,,,,,,,,,,
1790789147,EASTERN MAINE MEDICAL CENTER,489 STATE ST,,BANGOR,ME,044016616,,General Acute Care Hospital,,,,,,,,,,,,,,
1285639393,CITY OF SANFORD,972 MAIN ST,,SANFORD,ME,040733509,2073249160,Land Transport,,,,,,,,,,,,,,
1700881638,PORTLAND ORTHOPAEDIC FOOT AND ANKLE CENTER,254 WESTERN AVE,,SOUTH PORTLAND,ME,04106,2077743338,Foot and Ankle Surgery,,,,,,,,,,,,,,
1952306524,ST. MARY'S REGIONAL MEDICAL CENTER,PO BOX 7291,,LEWISTON,ME,042437291,2077774250,Skilled Nursing Facility,,,,,,,,,,,,,,
1699771980,SEBASTICOOK VALLEY HOME CARE,49 MAIN STREET,,PITTSFIELD,ME,04967,2074873726,Home Health,,,,,,,,,,,,,,
1245236306,VNA HOME HEALTH & HOSPICE,50 FODEN RD STE 1,,SOUTH PORTLAND,ME,041061716,2077808624,Home Health,,,,,,,,,,,,,,
1689670705,AROOSTOOK DIAGNOSTIC IMAGING,PO BOX 1849,,LEWISTON,ME,042411849,2077842554,Radiology,,,,,,,,,,,,,,
1336145200,NORTHEAST NEPHROLOGY PA,417 STATE ST,STE 321,BANGOR,ME,044016638,2079738833,Nephrology,,,,,,,,,,,,,,
1740286434,SLEEP WELL INC,242 STATE STREET,,BANGOR,ME,04401,(207) 992-2660,Durable Medical Equipment & Medical Supplies,Oxygen Equipment & Supplies,,,,,,,,,,,,,
1689670242,DOWN EAST COMMUNITY HOSPITAL,11 HOSPITAL DRIVE,,MACHIAS,ME,046549758,2072553356,General Acute Care Hospital,,,,,,,,,,,,,,
1073519609,SUNRISE NURSING CARE,PO BOX 507,11 OCEAN STREET,JONESPORT,ME,046490507,2074972363,Nursing Facility/Intermediate Care Facility,,,,,,,,,,,,,,
1598762056,ELRCARE MAINE LLC,P.O. BOX 15,15 MAIN STREET,PENOBSCOT,ME,044760015,2073264344,Skilled Nursing Facility,,,,,,,,,,,,,,
1588661565,FOUNDATION FOR BLOOD RESEARCH,8 NONESUCH RD,P.O. BOX 190,SCARBOROUGH,ME,040749369,2078834131,Clinical Medical Laboratory,,,,,,,,,,,,,,
1316945090,SPURWINK SERVICES INCORPORATED,899 RIVERSIDE ST,,PORTLAND,ME,041031070,2078711200,Case Management,Mental Health (Including Community Mental Health Center),,,,,,,,,,,,,
1598763104,TRISTATE MATERNAL FETAL MEDICINE INC,PO BOX 9493,,BELFAST,ME,049159493,5138626200,Maternal & Fetal Medicine,,,,,,,,,,,,,,
1053319566,STATE OF MAINE,221 STATE STREET,STATE HOUSE STATION #11 3RD FLOOR,AUGUSTA,ME,043330011,2072872293,Psychiatric Hospital,,,,,,,,,,,,,,
1093713547,CALAIS REGIONAL HOSPITAL HOME HEALTH AGENCY,24 HOSPITAL LN,,CALAIS,ME,046191329,2074547200,Home Health,,,,,,,,,,,,,,
