0.40000,1740283795,EASTERN STAR MASONIC HOME,715 W 3RD ST,,BOONE,IA,500363930,5154325274,Custodial Care Facility,Nursing Facility/Intermediate Care Facility,Skilled Nursing Facility,,,,,,,,,,,,
0.40000,1326041369,SKIFF MEDICAL CENTER,204 N 4TH AVE EAST,,NEWTON,IA,502083135,6417925086,Home Health,,,,,,,,,,,,,,
0.40000,1942203948,LUIS F GUZMAN JR,5112 KAREN DR,,PANORA,IA,502168747,6417554402,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
0.40000,1780687939,AGAPE THERAPY CLINIC PC,211 W 6TH ST,,CEDAR FALLS,IA,506132859,3192773166,Physical Therapist,Occupational Therapist,,,,,,,,,,,,,
0.40000,1568465789,JOHN T. VOYLES AND OR HEATHER K. VOYLES,SOUTH EAST IOWA PHYSICAL THERAPY,115 S WASHINGTON ST,OTTUMWA,IA,525012531,6416828171,Physical Therapist,Physical Therapy Assistant,,,,,,,,,,,,,
0.40000,1750384624,L&B PHARMACY INC.,103 E 18TH ST,,CEDAR FALLS,IA,50613,3192771829,Durable Medical Equipment & Medical Supplies,Customized Equipment,Parenteral & Enteral Nutrition,Oxygen Equipment & Supplies,Community/Retail Pharmacy,Prosthetic/Orthotic Supplier,,,,,,,,,
0.40000,1720081524,MIDWEST RADIOLOGY AND IMAGING PC,1200 1ST AVE E,,SPENCER,IA,513014342,7122627511,Medical Specialty,,,,,,,,,,,,,,
0.40000,1730182569,HEGG MEMORIAL HOSPITAL,1202 21ST AVE,,ROCK VALLEY,IA,512471420,7124768000,Critical Access,,,,,,,,,,,,,,
0.40000,1992708531,PALO ALTO COUNTY HOSPITAL,3201 1ST ST,,EMMETSBURG,IA,505362516,7128525500,Home Health,,,,,,,,,,,,,,
0.40000,1033112669,CITY OF LA PORTE CITY,202 MAIN ST,,LA PORTE CITY,IA,506511234,3193422232,Land Transport,,,,,,,,,,,,,,
0.40000,1073516795,SPRING PARK SURGERY CENTER L L C,3319 SPRING ST,STE 202A,DAVENPORT,IA,528072125,5633556236,Ambulatory Surgical,,,,,,,,,,,,,,
0.40000,1184627689,INTERNAL MEDICINE OF KEOKUK PC,1603 MORGAN ST,STE 2,KEOKUK,IA,526323433,3195246274,Specialist,,,,,,,,,,,,,,
0.40000,1013910553,KAHL HOME FOR THE AGED & INFIRM,6701 JERSEY RIDGE ROAD,,DAVENPORT,IA,528073203,5633241621,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1598768012,LAKE MILLS AMBULANCE SERVICE,105 S 1ST AVE W,,LAKE MILLS,IA,504501510,6415925772,Land Transport,,,,,,,,,,,,,,
0.40000,1710980032,CENTRAL IOWA HEALTHCARE,3 S 4TH AVE,,MARSHALLTOWN,IA,501582924,6417545145,General Acute Care Hospital,,,,,,,,,,,,,,
0.40000,1437152709,MARSHALLTOWN MEDICAL & SURGICAL CENTER,3 SOUTH 4TH AVENUE,,MARSHALLTOWN,IA,501582998,6417545145,Anatomic Pathology & Clinical Pathology,,,,,,,,,,,,,,
0.40000,1679576946,THE CEDAR FOUNDATION INCORPORATED OF CEDAR COUNTY IOWA,1200 MULBERRY STREET,,TIPTON,IA,527721347,5638862133,Nursing Facility/Intermediate Care Facility,Skilled Nursing Facility,,,,,,,,,,,,,
0.40000,1750383055,OTTUMWA REGIONAL HEALTH CENTER INC,1 PENNSYLVANIA PL,APT 2,OTTUMWA,IA,525012171,6416843136,Home Health,,,,,,,,,,,,,,
0.40000,1275535353,CITY OF DYSART,PO BOX 212,,DYSART,IA,522240212,,Land Transport,,,,,,,,,,,,,,
0.40000,1801890892,HOSPICE OF DUBUQUE,1670 JOHN F KENNEDY RD,,DUBUQUE,IA,520025106,5635821220,Hospice Care - Community Based,,,,,,,,,,,,,,
0.40000,1053315002,GREAT RIVER MEDICAL CENTER,PO BOX 668,,WEST BURLINGTON,IA,526550668,3197683628,Hospice Care - Community Based,,,,,,,,,,,,,,
0.40000,1639173685,PHARMACY PROFESSIONALS OF WEST CENTRAL IOWA INC,400 N ELM ST,,JEFFERSON,IA,501291420,5153862164,Durable Medical Equipment & Medical Supplies,Pharmacy,Community/Retail Pharmacy,Long Term Care Pharmacy,,,,,,,,,,,
0.40000,1154325124,BCC INC,2411 CORAL COURT,SUITE 3 BAKERIS FAMILY CHIROPRACTIC,CORALVILLE,IA,52241,3195454444,Chiropractor,,,,,,,,,,,,,,
0.40000,1093719890,BARAMA DRUG OF PAULLINA INC,127 N MAIN,,PAULLINA,IA,510467758,7124483490,Pharmacy,,,,,,,,,,,,,,
0.40000,1306840152,FAITH LUTHERAN HOME,914 DAVIDSON DR,,OSAGE,IA,504611475,6417325941,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1598769382,REMEDIES INC,345 9TH STREET,,SIBLEY,IA,51249,7127543551,Pharmacy,,,,,,,,,,,,,,
0.40000,1134123011,HOSPICE,PO BOX 1150,,OTTUMWA,IA,525017150,6416820684,Hospice Care - Community Based,Hospice - Inpatient,,,,,,,,,,,,,
0.40000,1912901703,WATERLOO VISITING NURSING ASSOCIATION,2530 UNIVERSITY AVE,STE 3,WATERLOO,IA,507013304,3192356201,Home Health,,,,,,,,,,,,,,
0.40000,1538163399,MERCY HOSPITAL MEDICAL CTR,800 E 1ST ST,STE 1800,ANKENY,IA,500212077,5156437590,Pharmacy,Clinic Pharmacy,Community/Retail Pharmacy,Compounding Pharmacy,,,,,,,,,,,
0.40000,1922002591,RIVER CITIES INTERNAL MEDICINE PC,221 MAIN AVE,,CLINTON,IA,527322241,5632427522,Internal Medicine,Physician Assistant,Nurse Practitioner,,,,,,,,,,,,
0.40000,1124022595,SURGERY CENTER CEDAR RAPIDS,1075 1ST AVENUE SE,,CEDAR RAPIDS,IA,52402,3195584802,Ambulatory Surgical,,,,,,,,,,,,,,
0.40000,1003811456,PRESBYTERIAN VILLAGE,502 BUTLER ST,,ACKLEY,IA,506011730,6418473531,Nursing Facility/Intermediate Care Facility,,,,,,,,,,,,,,
0.40000,1891790150,JP SENIOR HEALTHCARE LLC,225 W LAPERLA DR,,CLARINDA,IA,516323002,7125425621,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1306841655,COUNTY OF CALHOUN COUNTY AUDITOR,501 COURT ST,,ROCKWELL CITY,IA,505791417,7122978323,Home Health,,,,,,,,,,,,,,
0.40000,1669477089,DALLAS COUNTY HOSPITAL,610 10TH ST,,PERRY,IA,502202221,5154653547,Critical Access,,,,,,,,,,,,,,
0.40000,1912902024,CC ANDERSON PC,411 ANNEX RD,,MADRID,IA,501561471,,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,,
0.40000,1346245347,COUNTY OF BLACKHAWK,1410 W DUNKERTON RD,,WATERLOO,IA,507039648,3192912509,Nursing Facility/Intermediate Care Facility,Skilled Nursing Facility,,,,,,,,,,,,,
0.40000,1386649275,SCHOOL BUS SALES CO.,4537 TEXAS ST,,WATERLOO,IA,507024525,3192961363,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
0.40000,1184629073,IOWA PHYSICIANS,405 S CLARK ST,STE 200,CARROLL,IA,514013047,7127920040,Medical Genetics - Ph.D. Medical Genetics,,,,,,,,,,,,,,
0.40000,1245235944,SIOUX VALLEY MEMORIAL HOSPITAL ASSOCIATION,300 SIOUX VALLEY DR,,CHEROKEE,IA,510121205,7122256265,Rural Health,,,,,,,,,,,,,,
