1104829159,LABORATORY CORPORATION OF AMERICA,PO BOX 2240,,BURLINGTON,NC,272162240,8002227566,Clinical Medical Laboratory,,,,,,,,,,,,,,
1841293867,ALEXANDER COUNTY,338 1ST AVE SW,,TAYLORSVILLE,NC,286812402,8286329704,Home Health,,,,,,,,,,,,,,
1902809940,LABORATORY CORPORATION OF AMERICA HOLDINGS,PO BOX 2240,,BURLINGTON,NC,272162240,8002227566,Clinical Medical Laboratory,,,,,,,,,,,,,,
1003819020,DIANON SYSTEM INC,PO BOX 2240,,BURLINGTON,NC,272162240,8002227566,Clinical Medical Laboratory,,,,,,,,,,,,,,
1447253620,COUNTY OF WARREN,544 W RIDGEWAY ST,,WARRENTON,NC,275891716,2522574081,Home Health,,,,,,,,,,,,,,
1104820430,NATIONAL GENETICS INSTITUTE,PO BOX 2240,,BURLINGTON,NC,272162240,8002227566,Clinical Medical Laboratory,,,,,,,,,,,,,,
1891798054,GREENE COUNTY HEALTH CARE INCORPORATED,7 PROFESSIONAL DR,,SNOW HILL,NC,285801332,2527478162,Federally Qualified Health Center (FQHC),,,,,,,,,,,,,,
1144223330,DARE COUNTY ADMINISTRATIVE OFFICES,PO BOX 1000,,MANTEO,NC,279541000,2524755712,Ambulance,,,,,,,,,,,,,,
1962405159,COUNTY OF HYDE OFFICE OF ACCOUNTANT,1151 MAIN STREET,PO BOX 100,SWANQUARTER,NC,278850100,2529264200,Case Management,Community Health,Dental,Family Planning - Non-Surgical,Medical Specialty,Public Health - State or Local,Primary Care,Clinical Medical Laboratory,Clinic Pharmacy,,,,,,
1093718199,CLEVELAND PHYSICAL THERAPY ASSOCIATES INC,1129 E MARION ST,,SHELBY,NC,281504843,7044710001,Physical Therapy,,,,,,,,,,,,,,
1679576763,COUNTY OF BEAUFORT,1436 HIGHLAND DR,,WASHINGTON,NC,278893222,2529461902,Public Health or Welfare,,,,,,,,,,,,,,
1124021282,TENDER TOUCH HOME CARE INC.,150 E MARKET ST,,ELKIN,NC,286213464,3365268866,Home Health,,,,,,,,,,,,,,
1255334181,BELMONT MEDICAL ASSOCIATES PLLC,1818 RICHARDSON DR,STE A,REIDSVILLE,NC,273205450,3363495040,Family Medicine,Internal Medicine,Physician Assistant,,,,,,,,,,,,
1992708747,WILMINGTON ANESTHESIOLOGISTS PLLC,PO BOX 3686,,WILMINGTON,NC,284060686,9104421100,Anesthesiology,,,,,,,,,,,,,,
1104829183,HENDERSON CLINIC FOR WOMEN PA,511 RUIN CREEK RD,STE 101,HENDERSON,NC,275365919,2524928576,Legal Medicine,,,,,,,,,,,,,,
1992708887,PHOENIX EMERGENCY MEDICINE OF BROWARD LLC,3114 CROASDAILE DR,SUITE 200,DURHAM,NC,277052508,9194251565,Emergency Medicine,,,,,,,,,,,,,,
1619970498,PHOENIX PEDIATRICS OF BROWARD LLC,3114 CROASDAILE DR,SUITE 200,DURHAM,NC,277052508,9194251565,Pediatrics,,,,,,,,,,,,,,
1669475349,POMPANO ER PEDIATRICS LLC,3114 CROASDAILE DR STE 200,POMPANO ER PEDIATRICS LLC,DURHAM,NC,277052508,9194251565,Pediatric Emergency Medicine,,,,,,,,,,,,,,
1295738953,WEAVERVILLE DRUG COMPANY,3 N MAIN ST,PO BOX 710,WEAVERVILLE,NC,287879427,8286453087,Pharmacist,,,,,,,,,,,,,,
1063415032,PARK CEDAR DENTISTRY PARTNERSHIP,10027 PARK CEDAR DR,STE 100,CHARLOTTE,NC,282108903,7047520500,Dentist,General Practice,,,,,,,,,,,,,
1679576227,SCA BILLING,123 SOUTH GRACE ST,,ROCKY MOUNT,NC,27804,2529771335,Ambulatory Surgical,,,,,,,,,,,,,,
1922001403,HAYWOOD PATHOLOGY ASSOCIATES INC,PO BOX 868,,CLYDE,NC,287210868,,Anatomic Pathology & Clinical Pathology,,,,,,,,,,,,,,
1669475117,CAROLINA EYE SURGICAL AND LASER CENTER,1002 N CHURCH ST,SUITE 200,GREENSBORO,NC,274011439,3368544441,Ophthalmology,,,,,,,,,,,,,,
1245233675,HOT SPRINGS HEALTH PROGRAM,PO BOX 69,,MARSHALL,NC,287530069,8286499566,Day Training - Developmentally Disabled Services,Home Health,,,,,,,,,,,,,
1477556876,MERIDIAN LABORATORY CORP,2401 WHITEHALL PARK DRIVE,SUITE 700,CHARLOTTE,NC,282733416,7049920708,Clinical Medical Laboratory,,,,,,,,,,,,,,
1952304339,OPEN MINDED DEVELOPMENTAL SERVICES INC,PO BOX 4427,,ROCKY MOUNT,NC,278030427,2524461411,Home Health,,,,,,,,,,,,,,
1528060852,MEDICAL ARTS PHARMACY OF CUMBERLAND COUNTY,1047 MURCHISON RD,SUITE 106,FAYETTEVILLE,NC,283017028,9103239696,Pharmacy,,,,,,,,,,,,,,
1396747689,FLESHERS FAIRVIEW HEALTH CARE,PO BOX 1160,,FAIRVIEW,NC,287301160,8286282800,Nursing Facility/Intermediate Care Facility,Skilled Nursing Facility,,,,,,,,,,,,,
1720080070,CAPE FEAR NEUROSURGERY,PO BOX 40908,ATTN: MANAGED CARE PLANNING,FAYETTEVILLE,NC,283090908,9106156949,Neurological Surgery,,,,,,,,,,,,,,
1811999154,PIEDMONT SATELLITE SERVICE CENTER INC,PO BOX 376,,GIBSONVILLE,NC,272490376,3364497357,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1104828342,ORTHOPEDIC APPLIANCE CO INC,75 VICTORIA RD,,ASHEVILLE,NC,288014419,8282546305,Prosthetic/Orthotic Supplier,,,,,,,,,,,,,,
1629070891,YOUR FOOT FRIEND INC,9395 CENTER GROVE CHURCH RD,,CLEMMONS,NC,270129157,3368895909,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1871595033,PRESBYTERIAN HOME OF HAWFIELDS INC,2502 SOUTH NC 119,,MEBANE,NC,27302,3365784728,Skilled Nursing Facility,,,,,,,,,,,,,,
1811999055,GRANVILLE HEALTH SYSTEM,PO BOX 986,,OXFORD,NC,275650986,9196936541,Rural Health,,,,,,,,,,,,,,
1639171861,CAMELOT MANOR NURSING CARE FACILITY INC,100 SUNSET ST,PO BOX 448,GRANITE FALLS,NC,28630,8283962387,Skilled Nursing Facility,,,,,,,,,,,,,,
1629070859,COCCO ENTERPRISES INC,2534 EMPIRE DR,,WINSTON SALEM,NC,271036710,3363972165,Prosthetic/Orthotic Supplier,,,,,,,,,,,,,,
1235131426,DAYSPRING FAMILY MEDICINE,250 W KINGS HWY,,EDEN,NC,272885010,3366235171,Family Medicine,,,,,,,,,,,,,,
1386646552,COUNTY OF CALDWELL,2345 MORGANTON BLVD SW,,LENOIR,NC,286454973,8284268401,Home Health,Home Infusion,,,,,,,,,,,,,
1184626350,PIEDMONT UROLOGY ASSOCIATES PA,924 COX RD,,GASTONIA,NC,280543456,7048690075,Urology,,,,,,,,,,,,,,
1215931589,CFVHS ED PHYSICIANS,PO BOX 40908,,FAYETTEVILLE,NC,283090908,9106156448,,,,,,,,,,,,,,,
1770587644,MEDICAL CENTER PHARMACY INC,805 S LONG DR,,ROCKINGHAM,NC,283794317,9109974471,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,,
1528062403,MEDICAL PARK PHARMACY OF ROCKINGHAM INC,921 S LONG DR,STE 105,ROCKINGHAM,NC,283794874,9104173490,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,,
1669476453,SOUTHEASTERN RADIOLOGY PA,3801 W MARKET ST,,GREENSBORO,NC,274071301,3368523300,Diagnostic Radiology,,,,,,,,,,,,,,
1447254388,BIO-TECH PROSTHETICS AND ORTHOTICS,314 CRUTCHFIELD ST,,DURHAM,NC,277042725,9194714994,Durable Medical Equipment & Medical Supplies,Customized Equipment,Prosthetic/Orthotic Supplier,,,,,,,,,,,,
1215931910,CAROLINA SPINE & NEUROSURGERY CENTER PA,PO BOX 25370,,ASHEVILLE,NC,288131370,8282557776,Neurological Surgery,Physical Medicine & Rehabilitation,Neurology,,,,,,,,,,,,
1235133943,TOTAL REHAB ORTHOTICS & PROSTHETICS INC,PO BOX 87067,,FAYETTEVILLE,NC,283047067,9103239016,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1326042979,BOONE PODIATRY PA,610 STATE FARM RD,STE C,BOONE,NC,286074738,8282653668,Primary Podiatric Medicine,Foot & Ankle Surgery,Foot Surgery,,,,,,,,,,,,
1356345920,MEDAC HEALTH SERVICES PA,4402 SHIPYARD BLVD,,WILMINGTON,NC,284036161,9104521400,,,,,,,,,,,,,,,
1740284298,HICKS PHARMACY,PO BOX 128,,WALNUT COVE,NC,270520128,,Durable Medical Equipment & Medical Supplies,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,
1437153160,GLOBAL NURSING,1400 BATTLEGROUND AVE,SUITE 116F,GREENSBORO,NC,274088042,3363339366,Home Health,,,,,,,,,,,,,,
1730184102,CAROLINA ADVENTIST RETIREMENT SYSTEMS INC,1075 US HIGHWAY 17 S,,ELIZABETH CITY,NC,279097628,2523383975,Skilled Nursing Facility,,,,,,,,,,,,,,
1194720466,SOUTHEASTERN REGIONAL MEDICAL CENTER,2600 N ELM ST,,LUMBERTON,NC,283583011,9102723051,Rural Health,,,,,,,,,,,,,,
1396740635,STANLY MANOR INC.,625 BETHANY RD,,ALBEMARLE,NC,280018523,7049820770,Skilled Nursing Facility,,,,,,,,,,,,,,
1457356651,COUNTY OF BURKE,700 E PARKER RD,,MORGANTON,NC,286556762,8287649150,Case Management,Community Health,Family Planning - Non-Surgical,Medical Specialty,Public Health - State or Local,Primary Care,Clinical Medical Laboratory,Clinic Pharmacy,,,,,,,
1992700124,CAROLINA MEDICAL LAB GROUP INC.,1815 BACK CREEK DR,,CHARLOTTE,NC,282132159,,Clinical Medical Laboratory,,,,,,,,,,,,,,
1154326379,DAVIE MEDICAL CENTER,329 NC HIGHWAY 801 N,,BERMUDA RUN,NC,270067905,3367518100,,,,,,,,,,,,,,,
1215932082,CHAIR CITY PHARMACY INCORPORATED,C/O STEPHEN CARSWELL,109 FINBOROUGH CT.,KERNERSVILLE,NC,272848382,3368484439,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,,
1437154481,WENDELL DRUG CO. INC.,303 N ARENDELL AVE,,ZEBULON,NC,275972605,9192697481,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,,
1386649374,CUMBERLAND COUNTY HOSPITAL SYSTEM INC,PO BOX 40908,,FAYETTEVILLE,NC,283090908,9106156949,Family Medicine,,,,,,,,,,,,,,
1528063542,CENTER FOR PAIN MANAGEMENT PLLC,PO BOX 3578,,WILMINGTON,NC,284060578,9104421200,Interventional Pain Medicine,,,,,,,,,,,,,,
1952306862,STOKES COUNTY EMS,PO BOX 20,,DANBURY,NC,270160020,3365932423,Land Transport,,,,,,,,,,,,,,
1023013836,HORNSBY REHABILITATION SERVICES INC,235 JIM BERRY RD,,FRANKLIN,NC,287348660,8283697878,Physical Therapist,,,,,,,,,,,,,,
1043215866,MOUNTAIN PHYSICAL THERAPY SERVICES INC,90 SOUTHSIDE AVE,STE 225,ASHEVILLE,NC,288014188,8282543525,Physical Therapist,,,,,,,,,,,,,,
1235134958,STANLY COUNTY IMAGING PLLC,PO BOX 2060,,ALBEMARLE,NC,280022060,,Diagnostic Radiology,,,,,,,,,,,,,,
1114922671,LONGS DRUGS OF PAMPLICO SOUTH CAROLINA INC,PO BOX 602690,,CHARLOTTE,NC,282602690,8434932311,Community/Retail Pharmacy,,,,,,,,,,,,,,
1881699379,CARE SOLUTIONS LLC,677 SPARTANBURG HWY,,HENDERSONVILLE,NC,287925762,,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1598761058,HARNETT HEALTH SYSTEM INC,PO BOX 600078,,RALEIGH,NC,276756078,9108921000,Family Medicine,Internal Medicine,Hospitalist,,,,,,,,,,,,
1992701486,BRYNN MARR HOSPITAL INC,192 VILLAGE DR,,JACKSONVILLE,NC,285467238,9105771400,Psychiatric Hospital,,,,,,,,,,,,,,
1215932736,CAROLINAS MEDICAL SUPPLY LLC,PO BOX 595,,SALISBURY,NC,281450595,,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1487659900,FOUNDATIONS HEALTH SYSTEMS CORP,901 BETHESDA ROAD,,WINSTON SALEM,NC,271033015,3367682211,Skilled Nursing Facility,,,,,,,,,,,,,,
1093711525,CABARRUS MEMORIAL HOSPITAL,920 CHURCH ST N,,CONCORD,NC,280252927,7047833000,General Acute Care Hospital,,,,,,,,,,,,,,
1033115407,PHYSICIANS EAST PA,3681 N MAIN ST,,FARMVILLE,NC,278281464,2527537141,Multi-Specialty,,,,,,,,,,,,,,
