1326041534,MURFREESBORO CONVALESCENT SERVICE,PO BOX 759,,MURFREESBORO,TN,371330759,6158903463,Ambulance,,,,,,,,,,,,,,
1033112230,ST JUDE CHILDRENS RESEARCH HOSPITAL INC,262 DANNY THOMAS PLACE MS 0515,ST JUDE CHILDRENS RESEARCH HOSPITAL,MEMPHIS,TN,381053678,9015953006,Children,Clinic Pharmacy,,,,,,,,,,,,,
1457354672,DLP CONEMAUGH MEMORIAL MEDICAL CENTER LLC,330 SEVEN SPRINGS WAY,,BRENTWOOD,TN,370274536,6159207000,Home Health,,,,,,,,,,,,,,
1598768699,MEDICAL MALL PHARMACY INC,1 MEDICAL PARK BLVD STE 106,,BRISTOL,TN,376207430,,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,,
1063415834,ADVANCED DIABETIC SERVICES,PO BOX 10327,,MURFREESBORO,TN,371290000,6158964237,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1538162334,TENNESSEE IMAGING ALLIANCE LLC,2628 N MOUNT JULIET RD,,MOUNT JULIET,TN,371228015,6157582606,Radiology - Mobile,,,,,,,,,,,,,,
1417950239,NEBRASKA HEALTH IMAGING LLC,840 CRESCENT CENTRE DR,SUITE 200,FRANKLIN,TN,370674626,6152612306,Physiological Laboratory,,,,,,,,,,,,,,
1912900663,PRINCETON DRUG,105 BROYLES DR,,JOHNSON CITY,TN,376012542,4232821178,Durable Medical Equipment & Medical Supplies,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,
1215930979,SUPER DISCOUNT DRUGS LLC,718 W MAIN ST,,LIVINGSTON,TN,385701720,9318231245,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,,
1497758478,UNIVERSITY AMBULATORY SURGICAL CENTER,1934 ALCOA HIGHWAY,BLDG D SUITE 170,KNOXVILLE,TN,37920,8653058585,Ambulatory Surgical,,,,,,,,,,,,,,
1477556306,CHARLES RETINA INSTITUTE PC,1432 KIMBROUGH RD,,GERMANTOWN,TN,381382405,9017674499,Specialist,,,,,,,,,,,,,,
1114920717,SAN MIGUEL CLINIC CORP,7100 COMMERCE WAY,SUITE 180,BRENTWOOD,TN,370272829,,Family Medicine,,,,,,,,,,,,,,
1659374155,FOLEY CLINIC CORP,7100 COMMERCE WAY,SUITE 180,BRENTWOOD,TN,370272829,6154657000,Family Medicine,,,,,,,,,,,,,,
1174526701,MCKENZIE CLINIC CORP,7100 COMMERCE WAY,SUITE 180,BRENTWOOD,TN,370272829,6154657600,Family Medicine,,,,,,,,,,,,,,
1730182437,PHARMACY SOLUTION INC,PO BOX 487,,TALBOTT,TN,378770487,8654712130,Pharmacy,,,,,,,,,,,,,,
1811990443,WILLIAMSTON CLINIC CORP,PO BOX 689022,,FRANKLIN,TN,370689022,6154657000,Family Medicine,Internal Medicine,Cardiovascular Disease,Interventional Cardiology,Orthopaedic Surgery,Surgery,Hospitalist,Physician Assistant,Nurse Practitioner,Obstetrics & Gynecology,,,,,
1750384376,COVE ASSOC JOINT VENTURE,3001 KEITH ST NW,,CLEVELAND,TN,373123713,4234735751,Skilled Nursing Facility,,,,,,,,,,,,,,
1073516621,HIDDEN VALLEY MEDICAL CENTER INC,PO BOX 689022,,FRANKLIN,TN,370689022,6154657626,Family Medicine,Internal Medicine,Pulmonary Disease,Obstetrics & Gynecology,Surgery,Hospitalist,,,,,,,,,
1609879246,CRESTVIEW HOSPITAL CORPORATION,330 FRANKLIN RD,STE 135A,BRENTWOOD,TN,370273282,6153093300,Family Medicine,,,,,,,,,,,,,,
1235132879,NORTH OKALOOSA CLINIC CORPORATION,330 FRANKLIN RD,,BRENTWOOD,TN,370273280,6153093300,Family Medicine,,,,,,,,,,,,,,
1902809544,MADISON CLINIC CORP,330 FRANKLIN RD,,BRENTWOOD,TN,370273280,6153093300,Family Medicine,,,,,,,,,,,,,,
1629071352,THERATECH INC,1109 MYATT BLVD,,MADISON,TN,371152453,6158654000,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1417950122,WHITE COUNTY PHYSICIAN SERVICES INC,7100 COMMERCE WAY,SUITE 180,BRENTWOOD,TN,370272829,,Family Medicine,Internal Medicine,Obstetrics & Gynecology,Pediatrics,,,,,,,,,,,
