0.40000,1356344378,LIFESCAN CHICAGO LLC,2242 W HARRISON ST,STE 100,CHICAGO,IL,606123515,3122433200,Radiology,,,,,,,,,,,,,,
0.40000,1679576862,ALGONQUIN FIRE PROTECTION DISTRICT,PO BOX 457,,WHEELING,IL,600900457,8475778811,Land Transport,,,,,,,,,,,,,,
0.40000,1124021308,JULIA RACKLEY PERRY MEMORIAL HOSPITAL,530 PARK AVE E,,PRINCETON,IL,613563901,8158752811,Critical Access,,,,,,,,,,,,,,
0.40000,1982607156,TRI-CITIES DIALYSIS LLC,1300 WATERFORD DR,LOWR LEVEL,AURORA,IL,605045502,6308511206,End-Stage Renal Disease (ESRD) Treatment,,,,,,,,,,,,,,
0.40000,1912900192,FOX VALLEY DIALYSIS LTD,1300 WATERFORD DR,LOWR LEVEL,AURORA,IL,605045502,6308511206,End-Stage Renal Disease (ESRD) Treatment,,,,,,,,,,,,,,
0.40000,1508869777,REHABTECH SUPPLY CORPORATION,10216 WERCH DR STE 108-109,,WOODRIDGE,IL,605174982,6307548080,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
0.40000,1407859655,DELNOR-COMMUNITY HOSPITAL,300 RANDALL RD,,GENEVA,IL,601344200,6302083000,General Acute Care Hospital,,,,,,,,,,,,,,
0.40000,1235132424,WEBER MEDICAL SYSTEMS,2289 S MOUNT PROSPECT RD,,DES PLAINES,IL,60018,8888331116,Pharmacy,,,,,,,,,,,,,,
0.40000,1598768780,LITTLE COMPANY OF MARY HOSPITAL INC,2800 W 95TH ST,,EVERGREEN PARK,IL,608052746,7084226200,General Acute Care Hospital,,,,,,,,,,,,,,
0.40000,1306849567,VILLAGE OF ARLINGTON HEIGHTS A,PO BOX 95349,,PALATINE,IL,600950349,8475778811,Land Transport,,,,,,,,,,,,,,
0.40000,1982607123,MEMORIAL HOME SERVICES,720 N BOND ST,,SPRINGFIELD,IL,627024952,2177884663,Home Health,,,,,,,,,,,,,,
0.40000,1124021266,ALVERNO LAKESIDE CORPORATION,20201 CRAWFORD AVE,,OLYMPIA FIELDS,IL,604611010,7087474000,Ambulance,,,,,,,,,,,,,,
0.40000,1598768608,DELNOR COMMUNITY HOSPITAL,964 N 5TH AVE,BUILDING C,SAINT CHARLES,IL,601741204,6305130370,Home Health,,,,,,,,,,,,,,
0.40000,1326041294,FRANKLIN WILLIAMSON BICOUNTY HEALTH DEPT,8160 EXPRESS DR,,MARION,IL,62959,6189938111,Home Health,,,,,,,,,,,,,,
0.40000,1043213911,CONDELL MEDICAL CENTER,900 GARFIELD AVE,,LIBERTYVILLE,IL,600483141,8473622900,General Acute Care Hospital,,,,,,,,,,,,,,
0.40000,1952304826,RML HEALTH PROVIDERS LIMITED PARTNERSHIP,5601 SOUTH COUNTY LINE ROAD,,HINSDALE,IL,60521,6302864220,Long Term Care Hospital,,,,,,,,,,,,,,
0.40000,1326041229,ST MARYS HOSPITAL SISTERS OF THE THIRD ORDER OF ST FRANCIS,1800 E LAKE SHORE DR,,DECATUR,IL,625213883,2174642966,General Acute Care Hospital,,,,,,,,,,,,,,
0.40000,1851394696,AFFILIATED SURGEONS OF ROCKFORD LLC,PO BOX 15730,,LOVES PARK,IL,611325730,8159643333,Vascular & Interventional Radiology,Surgery,Plastic and Reconstructive Surgery,Vascular Surgery,Colon & Rectal Surgery,Surgical,Nurse Practitioner,,,,,,,,
0.40000,1023011798,DEKALB COUNTY FINANCE OFFICE,2600 N ANNIE GLIDDEN RD,,DEKALB,IL,601151207,8157582477,Skilled Nursing Facility,Oxygen Equipment & Supplies,,,,,,,,,,,,,
0.40000,1942203914,COLES COUNTY MENTAL HEALTH ASSOCIATION INCORPORATED,750 BROADWAY AVE E,,MATTOON,IL,619384610,2172385700,Community/Behavioral Health,Mental Health (Including Community Mental Health Center),Rehabilitation - Substance Use Disorder,,,,,,,,,,,,
0.40000,1851394829,COUNTY OF HENRY,4424 US HWY 34,,KEWANEE,IL,614438319,3098520197,Home Health,Public Health - State or Local,,,,,,,,,,,,,
0.40000,1790788578,MASSAC MEMORIAL HOSPITAL,PO BOX 850,28 CHICK ST,METROPOLIS,IL,629600850,6185242176,Critical Access,,,,,,,,,,,,,,
0.40000,1699778373,COUNTY OF WHITESIDE,18929 LINCOLN RD,,MORRISON,IL,612709587,(815) 772-7411,Home Health,Public Health or Welfare,,,,,,,,,,,,,
0.40000,1922001874,MICHAEL REESE MEDICAL CENTER CORP,2929 S ELLIS AVE,,CHICAGO,IL,606163395,3127912000,General Acute Care Hospital,,,,,,,,,,,,,,
0.40000,1700889656,SEASONS HOSPICE INC,6400 SHAFER CT,STE 700,ROSEMONT,IL,600184914,8477599449,Hospice Care - Community Based,,,,,,,,,,,,,,
0.40000,1346243979,CENTRAD HEALTHCARE LLC,184 SHUMAN BLVD,STE 130,NAPERVILLE,IL,605638474,6303695840,,,,,,,,,,,,,,,
0.40000,1174526776,FAMILY MEDICAL EQUIPMENT AND SUPPLY INC,3641 N MEADOWBROOK RD,,PEORIA,IL,616041214,3096821900,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
0.40000,1801899406,CARE COLLABORATIVE HOME HEALTH SERVICES INC,439 E 31ST ST,,CHICAGO,IL,606164000,3129491010,Home Health,,,,,,,,,,,,,,
0.40000,1346243946,THE PLAID DAISY INC,1835 N KNOXVILLE AVE,,PEORIA,IL,616033027,3096860602,Prosthetic/Orthotic Supplier,,,,,,,,,,,,,,
0.40000,1558364133,RAINBOW HOSPICE AND PALLIATIVE CARE,1550 BISHOP CT,,MOUNT PROSPECT,IL,60056,8476859900,Hospice Care - Community Based,,,,,,,,,,,,,,
0.40000,1396748968,SIMPOL RESPIRATORY EQUIPMENT INC,3415 W. MADISON,SIMPOL RESPIRATORY EQUIPMENT INC.,SKOKIE,IL,600762928,8479676767,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
0.40000,1194728808,WABASH GENERAL HOSPITAL DISTRICT,1418 COLLEGE DR,,MOUNT CARMEL,IL,628632638,6182628621,Critical Access,,,,,,,,,,,,,,
