1720081326,CORDOVA DRUG CO,PO BOX 220,,CORDOVA,AK,995740220,9074243246,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,,
1679576367,1ST CHOICE HOME HEALTH CARE INC,159 E REDOUBT AVE,,SOLDOTNA,AK,996698013,9072605959,Home Health,,,,,,,,,,,,,,
1801899257,ARCTIC SLOPE NATIVE ASSOCIATION,PO BOX 29,,BARROW,AK,997230029,9078529277,Indian Health Service/Tribal/Urban Indian Health (I/T/U) Pharmacy,Pharmacy,,,,,,,,,,,,,
1528062429,CENTRAL PENINSULA GENERAL HOSPITAL INC.,250 HOSPITAL PL,,SOLDOTNA,AK,996697559,9077144404,Mental Health (Including Community Mental Health Center),Medicare Defined Swing Bed Unit,Rehabilitation - Substance Use Disorder Unit,Rural,,,,,,,,,,,
1831194562,REHABILITATION MEDICINE ASSOCIATES,PO BOX 196400,,ANCHORAGE,AK,995196400,9077626337,Rehabilitation Practitioner,,,,,,,,,,,,,,
1649275389,CABLE & MCCORMICK APC,PO BOX 200975,,ANCHORAGE,AK,995200975,9075633700,Radiography,,,,,,,,,,,,,,
1538164223,ANCHORAGE MEDICAL & SURGICAL CLINIC LLC,718 K STREET,,ANCHORAGE,AK,995013396,9072722571,Internal Medicine,,,,,,,,,,,,,,
1043216997,EASTER SEALS ALASKA,126 W 15TH AVE,,ANCHORAGE,AK,995015106,9072777325,Home Health,,,,,,,,,,,,,,
1124025507,PROVIDENCE HEALTH & SERVICES WASHINGTON,3760 PIPER ST,SUITE 1061,ANCHORAGE,AK,995084665,9072120256,Skilled Nursing Facility,,,,,,,,,,,,,,
1538166863,MARY CONRAD CENTER,9100 CENTENNIAL CIR,,ANCHORAGE,AK,995041480,9073338100,Nursing Care - Pediatric,,,,,,,,,,,,,,
1770581084,SITKA COMMUNITY HOSPITAL,209 MOLLER AVE,,SITKA,AK,998357142,9077473241,Family Medicine,Critical Access,,,,,,,,,,,,,
1679571640,HEALTH WORKS FAMILY MED CLINIC INC.,12812 OLD GLENN HWY,,EAGLE RIVER,AK,995777003,9076229675,Nurse Practitioner,,,,,,,,,,,,,,
1326047044,KODIAK ISLAND HEALTH CARE FOUNDATION,1911 E REZANOF DR.,,KODIAK,AK,99615,9074815000,Legal Medicine,Federally Qualified Health Center (FQHC),,,,,,,,,,,,,
1437158375,EYECARE EXCELLENCE PC,3450 E REZANOF DR,,KODIAK,AK,996156953,9074865504,Optometrist,,,,,,,,,,,,,,
1760483556,PROVIDENCE HEALTH & SERVICES - WASHINGTON,3200 PROVIDENCE DR,,ANCHORAGE,AK,995084615,9072126868,Durable Medical Equipment & Medical Supplies,Pharmacy,,,,,,,,,,,,,
1720080328,ALASKA BONE & JOINT INSTITUTE PC,PO BOX 241889,,ANCHORAGE,AK,995241889,9075631777,Orthopaedic Surgery,,,,,,,,,,,,,,
1184616476,IMMEDIATE CARE INC,403 W NORTHERN LIGHTS BLVD,STE 4,ANCHORAGE,AK,995032502,9072770042,Home Health,,,,,,,,,,,,,,
1366435273,INDEPENDENCE PARK MEDICAL SERVICES INC,9500 INDEPENDENCE DR,STE 900,ANCHORAGE,AK,995074615,9075221341,Multi-Specialty,,,,,,,,,,,,,,
1467445296,CITY OF KETCHIKAN-GATEWAY CENTER FOR HUMAN SERVICES,3050 5TH AVE,,KETCHIKAN,AK,999015773,9072254135,Counselor,Addiction (Substance Use Disorder),Mental Health,Professional,Clinical,,,,,,,,,,
1255325692,OPHTHALMIC ASSOCIATES A PROFESSIONAL CORPORATION,542 W 2ND AVE,,ANCHORAGE,AK,995012208,9072761617,Optometrist,Ophthalmology,,,,,,,,,,,,,
1770578296,NORTH POLE PRESCRIPTION LABORATORY INC,167 SANTA CLAUS LANE,,NORTH POLE,AK,99705,9074888555,Community/Retail Pharmacy,,,,,,,,,,,,,,
1275529109,EMERGENCY MEDICINE ASSOCIATES PC,PO BOX 80848,,FAIRBANKS,AK,997080848,8663218433,Emergency Medical Services,,,,,,,,,,,,,,
1841287885,BALLAINE PSYCHOLOGICAL SERVICES INC,1030 MEADOW MOUSE RD,,FAIRBANKS,AK,997096618,9074798933,Clinical,,,,,,,,,,,,,,
1467440875,FAMILY PRACTICE ASSOCIATES LLC,2841 DEBARR RD,STE 31,ANCHORAGE,AK,995082967,9072642000,Family Medicine,,,,,,,,,,,,,,
1518955731,WRANGELL MEDICAL CENTER,PO BOX 1081,,WRANGELL,AK,999291081,9078747000,Critical Access,,,,,,,,,,,,,,
1568450476,ALASKA EMERGENCY MEDICINE ASSOCIATES,3427 E TUDOR RD,SUITE A,ANCHORAGE,AK,995071282,9075658055,Emergency Medicine,,,,,,,,,,,,,,
1467441808,SUSITNA PROFESSIONAL PHARMACY,1751 E GARDNER WAY,STE G,WASILLA,AK,996546564,9073737933,Pharmacy,Community/Retail Pharmacy,Mail Order Pharmacy,Specialty Pharmacy,,,,,,,,,,,
1346230984,ADL INC,3427 E TUDOR RD,STE A,ANCHORAGE,AK,995071282,9075658055,Anatomic Pathology & Clinical Pathology,,,,,,,,,,,,,,
1861482903,MATANUSKA SUSITNA BOROUGH,350 E DAHLIA AVE,,PALMER,AK,996456411,,Land Transport,,,,,,,,,,,,,,
1407846520,THOMAS P SENTER APC,636 BARROW ST,,ANCHORAGE,AK,995013631,9072761315,Dermatology,,,,,,,,,,,,,,
1588655203,BOYD L WALKER OD APC,3726 LAKE ST,SUITE A,HOMER,AK,996037647,9072357745,Optometrist,,,,,,,,,,,,,,
1053302620,NINILCHIK EMERGENCY SERVICES,15763 KINGSLEY RD,P.O.BOX 39446,NINILCHIK,AK,996399759,9075671098,Land Transport,,,,,,,,,,,,,,
1083695324,PROVIDENCE HEALTH SYSTEM-WASHINGTON,1915 E REZANOF DR,,KODIAK,AK,996156602,9074869550,Institutional Pharmacy,,,,,,,,,,,,,,
1811971948,FAIRBANKS COUNSELING AND ADOPTION,PO BOX 71544,,FAIRBANKS,AK,997071544,9074564729,Voluntary or Charitable,,,,,,,,,,,,,,
1568446524,673RD MEDICAL GROUP SGSR,5955 ZEAMER AVE,,ELMENDORF AFB,AK,995063702,9079292471,Military/U.S. Coast Guard Outpatient,Military and U.S. Coast Guard Ambulatory Procedure,Military Hospital,Military/U.S. Coast Guard Pharmacy,,,,,,,,,,,
1720062524,SOUTHEAST ALASKA REGIONAL HEALTH CONSORTIUM,3100 CHANNEL DR,STE 300,JUNEAU,AK,99801,9074634074,Podiatrist,Case Management,Clinic/Center,Ambulatory Surgical,Hearing and Speech,Adult Mental Health,Adolescent and Children Mental Health,Occupational Medicine,Physical Therapy,Rehabilitation - Substance Use Disorder,Psychiatric Unit,General Acute Care Hospital,Durable Medical Equipment & Medical Supplies,Air Transport,
1942284765,SOUTH EAST ALASKA REGIONAL HEALTH CONSORTIUM,3100 CHANNEL DR STE 300,,JUNEAU,AK,998017837,9074634074,Clinic/Center,,,,,,,,,,,,,,
1073598306,SOUTH EAST ALASKA REGIONAL HEALTH CONSOTIUM - DRUG AND ALCOHOL,222 TONGASS DR,,SITKA,AK,998359416,9079662411,Rehabilitation - Substance Use Disorder,,,,,,,,,,,,,,
1821074535,NATIVE VILLAGE OF EYAK,PO BOX 1388,110 NICHOLOFT WAY,CORDOVA,AK,995741388,9074243622,Community Health,,,,,,,,,,,,,,
1376529610,THE CHILDRENS CLINIC INC,4001 DALE ST,STE 213,ANCHORAGE,AK,995085496,9075622944,Pediatrics,,,,,,,,,,,,,,
1497731590,ISC KETCHIKAN-JUNEAU DETACHMENT,709 W 9TH ST,USCG MEDICAL ROOM 627,JUNEAU,AK,998011807,,Military/U.S. Coast Guard Outpatient,,,,,,,,,,,,,,
1720064884,INTEGRATED SUPPORT COMMAND KODIAK,BUILDING N 46 CAPE SARLCHEF,,KODIAK,AK,996195002,9074875757,Clinic/Center,Dental,Military Clinical Medical Laboratory,Military/U.S. Coast Guard Pharmacy,,,,,,,,,,,
1417934928,BRIAN F SWEENEY MD APC,4120 LAUREL ST,STE 201,ANCHORAGE,AK,99508,9075622928,Gastroenterology,,,,,,,,,,,,,,
1174500045,BRIAN F SWEENEY JR MD APC,4048 LAUREL ST,SUITE 301,ANCHORAGE,AK,995085389,9075622928,Gastroenterology,,,,,,,,,,,,,,
1871573485,ALASKA EYE CARE CENTERS A PROFESSIONAL CORPORATION,1345 W 9TH AVE,,ANCHORAGE,AK,995013219,9072722557,Optometrist,,,,,,,,,,,,,,
1255302386,WILDFLOWER COURT INC,2000 SALMON CREEK LN,,JUNEAU,AK,998017801,9074638700,Skilled Nursing Facility,,,,,,,,,,,,,,
1609848514,NORTHWEST MEDICAL PROFESSIONAL CORPORATION,2841 DEBARR RD,SUITE 22,ANCHORAGE,AK,995082932,9072766301,Family Medicine,,,,,,,,,,,,,,
1053383513,BASSETT ARMY COMMUNITY HOSPITAL,1060 GAFFNEY RD,,FT WAINWRIGHT,AK,997035001,8,Military Hospital,,,,,,,,,,,,,,
1437122843,THE PETERSBURG MEDICAL CENTER,PO BOX 589,,PETERSBURG,AK,998330589,9077724291,Family Medicine,Critical Access,,,,,,,,,,,,,
1922071117,SUNSHINE COMMUNITY HEALTH CENTER INC,HC 89 BOX 8190,,TALKEETNA,AK,996769701,9077332273,Federally Qualified Health Center (FQHC),Non-Pharmacy Dispensing Site,,,,,,,,,,,,,
