1023011178,COLLABRIA CARE,414 S JEFFERSON ST,,NAPA,CA,945594515,7072589080,Hospice Care - Community Based,,,,,,,,,,,,,,
1023011053,VINE DISCOUNT PHARMACY & MEDICAL SUPPLY,1253 N VINE ST,SUITE #11,LOS ANGELES,CA,900381662,3239579446,Community/Retail Pharmacy,Specialty Pharmacy,,,,,,,,,,,,,
1134122179,EDEN MEDICAL CENTER,PO BOX 748373,,LOS ANGELES,CA,900748373,8553981633,General Acute Care Hospital,,,,,,,,,,,,,,
1386647527,ORTHOPEDIC SURGERY CENTER OF OC LLC,22 CORPORATE PLAZA #150,,NEWPORT BEACH,CA,92660,9495150708,Ambulatory Surgical,,,,,,,,,,,,,,
1821091067,ABACUS BUSINESS CORPORATION GROUP INC.,2730 N MAIN ST,,LOS ANGELES,CA,900313321,3232226688,Clinical Medical Laboratory,,,,,,,,,,,,,,
1861495863,MODERNHEALTH HOLDINGS INC,110 E HUNTINGTON DR,,MONROVIA,CA,910163415,6269321600,,,,,,,,,,,,,,,
1235132481,CYPRESS AMBULATORY SURGERY CENTER,PO BOX 5435,,SAN LUIS OBISPO,CA,934035435,8057828132,Ambulatory Surgical,,,,,,,,,,,,,,
1265435416,PAIN MANAGEMENT SPECIALISTS MEDICAL GROUP,PO BOX 4659,,SAN LUIS OBISPO,CA,934034659,8057828132,Specialist,,,,,,,,,,,,,,
1982607065,MEDICAL HOME SPECIALISTS INC,2115 CHURN CREEK RD,,REDDING,CA,960020732,5302265577,Home Health,,,,,,,,,,,,,,
1386647279,CANCER CENTER OF SANTA BARBARA,300 W PUEBLO ST,,SANTA BARBARA,CA,931054311,8056827300,Specialist,,,,,,,,,,,,,,
1487657235,ANTELOPE VALLEY HOSPITAL DISTRICT,44335 LOWTREE AVE,,LANCASTER,CA,935344167,6619495938,Home Health,,,,,,,,,,,,,,
1417950163,GRANCELL VILLAGE OF THE LOS ANGELES JEWISH HOME FOR THE AGING,7150 TAMPA AVE,,RESEDA,CA,913353700,8187743000,Nursing Facility/Intermediate Care Facility,,,,,,,,,,,,,,
1801899646,BAY EYE MEDICAL GROUP INC.,1665 DOMINICAN WAY,STE 124,SANTA CRUZ,CA,950651528,8314757012,Medical Specialty,,,,,,,,,,,,,,
1609879436,EYE CARE MEDICAL GROUP A PROFESSIONAL CORP,1665 DOMINICAN WAY,STE 122,SANTA CRUZ,CA,950651528,8314761298,Medical Specialty,,,,,,,,,,,,,,
1114920931,AMITY HOME HEALTH INC,17042 DEVONSHIRE ST,STE 220,NORTHRIDGE,CA,913251679,8188318270,Home Health,,,,,,,,,,,,,,
1417950197,MUSEUM CENTER SURGERY GROUP INC.,5757 WILSHIRE BLVD,PROMENADE 6,LOS ANGELES,CA,900363681,3239640866,Ambulatory Surgical,,,,,,,,,,,,,,
1215930995,EISENBERG VILLAGE OF THE LOS ANGELES JEWISH HOME FOR THE AGING,18855 VICTORY BLVD,,RESEDA,CA,913356445,8187743000,Nursing Facility/Intermediate Care Facility,,,,,,,,,,,,,,
1205839081,INDUSTRY CONVALESCENT HOSPITAL,555 S. EL ENCANTO ROAD,,CITY OF INDUSTRY,CA,91745,6263361274,Skilled Nursing Facility,,,,,,,,,,,,,,
1083617740,LA QUINTA PHARMACY,78150 CALLE TAMPICO,STE 103,LA QUINTA,CA,922532907,,Pharmacy,Community/Retail Pharmacy,Compounding Pharmacy,,,,,,,,,,,,
1821091596,EXPRESS CARE PHARMACY INC.,801 E BROADWAY,UNIT A,GLENDALE,CA,912054528,8182443330,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,,
1447253125,RIDGECREST REGIONAL HOSPITAL,1081 N CHINA LAKE BLVD,,RIDGECREST,CA,935553130,7604463551,Critical Access,,,,,,,,,,,,,,
1497758155,SACRAMENTO EAR NOSE & THROAT SURGICAL & MEDICAL GROUP INC,1111 EXPOSITION BLVD,BLDG 700,SACRAMENTO,CA,958154300,9167366670,Otolaryngology,,,,,,,,,,,,,,
1104829860,CALIFORNIA ENDOCURIETHERAPY MEDICAL CORPORATION,3012 SUMMIT ST,STE 2675,OAKLAND,CA,946093480,5109860690,Specialist,,,,,,,,,,,,,,
1457354318,SHARED PET IMAGING LLC,100 BAYVIEW CIR,SUITE 400,NEWPORT BEACH,CA,926602983,9492425384,Radiology - Mobile,,,,,,,,,,,,,,
1003819988,CARMEL ORTHOPEDIC & SPORTS THERAPY,245 CROSSROADS BLVD,,CARMEL,CA,939238650,8316200744,Physical Therapist,,,,,,,,,,,,,,
1639172372,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,,LOS ANGELES,CA,90048,3238668600,,,,,,,,,,,,,,,
1457354920,HMC HEALTH CARE INC,1291 S BERNARDO AVE,,SUNNYVALE,CA,940872060,4082458070,Skilled Nursing Facility,,,,,,,,,,,,,,
