1649273830,HEBERT NURSING HOME INC,180 LOG RD,,SMITHFIELD,RI,029171518,4012317016,Skilled Nursing Facility,,,,,,,,,,,,,,
1336142165,ARROWHEAD DENTAL ASSOCIATES,4995 S COUNTY TRL,,CHARLESTOWN,RI,028133182,4013646300,General Practice,,,,,,,,,,,,,,
1376546267,RADIATION ONCOLOGY ASSOCIATES INC,825 N MAIN ST,,PROVIDENCE,RI,029045707,4015219700,Radiation Oncology,,,,,,,,,,,,,,
1073516654,RADIOLOGY ASSOCIATES INC,38 HAMLET AVE,,WOONSOCKET,RI,028954423,4017620020,Diagnostic Radiology,Diagnostic Ultrasound,,,,,,,,,,,,,
1356343651,NORTHEAST ORTHOTICS AND PROSTHETICS INC,2 DUDLEY ST,STE 161,PROVIDENCE,RI,029053236,4014445477,Prosthetic/Orthotic Supplier,,,,,,,,,,,,,,
1598767766,CLAFLIN CONTINUING CARE LLC,1070 WILLETT AVE,,RIVERSIDE,RI,029152037,4014370806,Oxygen Equipment & Supplies,,,,,,,,,,,,,,
1851397137,MED-CARE AMBULANCE LLC,66 ILLINOIS AVE,,WARWICK,RI,028883010,4017381224,Land Transport,,,,,,,,,,,,,,
1437155546,SOUTH COUNTY NURSING AND REHABILITATION CENTER,740 OAK HILL RD,,NORTH KINGSTOWN,RI,028527205,4012944545,Nursing Facility/Intermediate Care Facility,,,,,,,,,,,,,,
1295731321,CODAC INC,1052 PARK AVE,,CRANSTON,RI,02910,4012755038,Addiction Medicine,Public Health or Welfare,Methadone,Primary Care,Rehabilitation - Substance Use Disorder,Rehabilitation - Substance Use Disorder Unit,,,,,,,,,
1649276726,MOUNT ST. RITA HEALTH CENTRE,15 SUMNER BROWN RD,,CUMBERLAND,RI,028641214,4013336352,Skilled Nursing Facility,,,,,,,,,,,,,,
1205832029,ANCHOR MEDICAL ASSOCIATES,1 COMMERCE ST,2ND FLOOR CENTRAL ADMINISTRATION,LINCOLN,RI,028651168,4017938392,General Practice,,,,,,,,,,,,,,
1831195551,MAJORS MEDICAL SUPPLY,PO BOX 17279,,ESMOND,RI,029170418,4012317100,Customized Equipment,,,,,,,,,,,,,,
1912903717,DOMINION DIAGNOSTICS LLC,211 CIRCUIT DRIVE,,NORTH KINGSTOWN,RI,028527440,8777349600,Clinical Medical Laboratory,,,,,,,,,,,,,,
1417954967,CEDAR CREST NURSING CENTRE INC,125 SCITUATE AVE,,CRANSTON,RI,029211838,4019448500,Skilled Nursing Facility,,,,,,,,,,,,,,
1558368878,ANTHONY'S DRUG STORE INC,219 MANTON AVE,,PROVIDENCE,RI,029093329,4013519495,Pharmacist,,,,,,,,,,,,,,
1578560827,THE ARC OF NORTHRN RI,320 MAIN ST,,WOONSOCKET,RI,028953138,4017653700,Nursing Facility/Intermediate Care Facility,,,,,,,,,,,,,,
1730186776,KENT COUNTY MEMORIAL HOSPITAL,11 KNIGHT ST,BLDG. D15,WARWICK,RI,028861281,4017320022,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1649278250,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVE,,PROVIDENCE,RI,029084728,4014562000,,,,,,,,,,,,,,,
1790783116,RIVERVIEW NURSING HOME. INC.,546 MAIN ST,,COVENTRY,RI,028167852,4018216837,Nursing Facility/Intermediate Care Facility,Skilled Nursing Facility,,,,,,,,,,,,,
1417955733,DISCOVERY HOUSE UTAH,66 PAVILION AVE,,PROVIDENCE,RI,029051522,4017802300,Rehabilitation - Substance Use Disorder,,,,,,,,,,,,,,
