1336142389,ADIRONDACK MEDICAL HEALTH CARE ASSOCIATES PLLC,PO BOX 2004,,EAST SYRACUSE,NY,130574504,3153625285,Emergency Medicine,,,,,,,,,,,,,,
1639172828,WESTFALL SURGERY CENTER LLP,1065 SENATOR KEATING BLVD.,,ROCHESTER,NY,14618,5852561330,Ambulatory Surgical,,,,,,,,,,,,,,
1376546390,JAMESTOWN IMAGING MANAGEMENT LLC,15 S MAIN ST STE 250,,JAMESTOWN,NY,147016626,7166651198,Magnetic Resonance Imaging (MRI),Radiology,,,,,,,,,,,,,
1922001155,ULTRAPEDICS LTD,355 OVINGTON AVENUE,SUITE 104,BROOKLYN,NY,112091483,7187484806,Durable Medical Equipment & Medical Supplies,Prosthetic/Orthotic Supplier,,,,,,,,,,,,,
1043213283,JEFFERSON COUNTY,531 MEADE ST,,WATERTOWN,NY,136011225,3157863770,Home Health,,,,,,,,,,,,,,
1821091919,STONEBRIGE DISTRIBUTION INC.,661 HILLSIDE RD,SUITE B,PELHAM,NY,108032723,9147389400,Durable Medical Equipment & Medical Supplies,Parenteral & Enteral Nutrition,,,,,,,,,,,,,
1689677551,TC HUDSON VALLEY AMBULANCE CORP.,1 METROTECH CTR,20TH FLOOR,BROOKLYN,NY,112013949,7187638888,Land Transport,,,,,,,,,,,,,,
1477556348,TC AMBULANCE CORPORATION,1 METROTECH CTR,20TH FLOOR,BROOKLYN,NY,112013949,7187638888,Land Transport,,,,,,,,,,,,,,
1023011822,INDIAN RIVER REHABILITATION & HEALTH CARE CENTER INC,17 MADISON ST,,GRANVILLE,NY,128321221,5186422710,Skilled Nursing Facility,,,,,,,,,,,,,,
1003819806,AT HOME CARE INCORPORATED,25 ELM ST,,ONEONTA,NY,138201959,6074327924,Home Health,,,,,,,,,,,,,,
1164425971,ST JOHNS HEALTH CARE CORPORATION,150 HIGHLAND AVENUE,,ROCHESTER,NY,14620,5857601300,Physical Therapist,Occupational Therapist,Speech-Language Pathologist,Skilled Nursing Facility,,,,,,,,,,,
1194728691,BRYLIN HOSPITALS,1263 DELAWARE AVE,,BUFFALO,NY,142092402,7168868200,Psychiatric Hospital,,,,,,,,,,,,,,
1093718728,JOHN T. MATHER MEMORIAL HOSPITAL,75 N COUNTRY RD,,PORT JEFFERSON,NY,117772190,6314731320,Psychiatric Unit,General Acute Care Hospital,Skilled Nursing Facility,,,,,,,,,,,,
1477556199,SELFHELP SPECIAL FAMILY HOME CARE INC,520 8TH AVE,5TH FLR,NEW YORK,NY,100186553,2129715471,Home Health,,,,,,,,,,,,,,
1417950072,LOCKPORT PHARMACY INC,21 MAIN ST,,LOCKPORT,NY,140943626,7164338735,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1114920774,LIFELINE AMBULANCE SERVICE INC,2593 W 13TH ST,,BROOKLYN,NY,112235812,7186458500,Land Transport,,,,,,,,,,,,,,
1144223710,MIDWOOD AMBULANCE & OXYGEN SERVICE INC,2593 W 13TH ST,,BROOKLYN,NY,112235812,7186458500,Land Transport,,,,,,,,,,,,,,
1588667125,GRAND MANOR HEALTH RELATED FACILITY INC.,700 WHITE PLAINS RD,,BRONX,NY,104732634,7185188892,Skilled Nursing Facility,,,,,,,,,,,,,,
1003819590,NIAGARA GERIATRIC CENTER,822 CEDAR AVE,,NIAGARA FALLS,NY,143011136,7162821207,Skilled Nursing Facility,,,,,,,,,,,,,,
1275536864,CALJEB PHARMACY CORP,747 MONTAUK HIGHWAY,,PATCHOGUE,NY,11772,6316542444,Indian Health Service/Tribal/Urban Indian Health (I/T/U) Pharmacy,Pharmacy,Community/Retail Pharmacy,Specialty Pharmacy,,,,,,,,,,,
1376546820,CRESETTI DRUG CORP,454 5TH AVE,,BROOKLYN,NY,112154003,7187680600,Durable Medical Equipment & Medical Supplies,Parenteral & Enteral Nutrition,Oxygen Equipment & Supplies,Pharmacy,Long Term Care Pharmacy,Prosthetic/Orthotic Supplier,,,,,,,,,
1821091372,TOMASSETTI DRUG CORP,120 7TH AVE,,BROOKLYN,NY,112151372,7188571600,Durable Medical Equipment & Medical Supplies,Pharmacy,,,,,,,,,,,,,
1396748810,MAPLE AVE PHARMACY,48 BAKERTOWN ROAD,SUITE 101,MONROE,NY,10950,8457741464,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,,
1003819418,QUENTIN MEDICAL LAB,140 58TH ST,STE 1E,BROOKLYN,NY,112202562,7184922600,Clinical Medical Laboratory,,,,,,,,,,,,,,
1992708325,IJAK-UYIRE INC,77 02 21ST AVE,,JACKSON HEIGHTS,NY,113701219,7187286878,Community/Retail Pharmacy,Long Term Care Pharmacy,,,,,,,,,,,,,
1104829530,GOUVERNEUR NURSING HOME COMPANY INC.,57 W BARNEY ST,,GOUVERNEUR,NY,136421040,3152871000,Skilled Nursing Facility,,,,,,,,,,,,,,
1316940745,EDWARD JOHN NOBLE HOSPITAL OF GOUVERNEUR NY,77 W BARNEY ST,,GOUVERNEUR,NY,136421040,3152871000,Critical Access,Rural,Pharmacy,Clinic Pharmacy,,,,,,,,,,,
1891798104,BROOKLYN COMMUNITY MEDICAL PC,2555 NOSTRAND AVE,,BROOKLYN,NY,112104730,7189518800,Specialist,,,,,,,,,,,,,,
1609879915,NORTHERN MANHATTAN NURSING HOME INC,116 E 125TH ST,,NEW YORK,NY,100351612,2124261284,Skilled Nursing Facility,,,,,,,,,,,,,,
1023010352,PRIORITY CARE PHYSICAL THERAPY PC,11 FRANKLIN PL,,WOODMERE,NY,115981216,5165690373,Physical Therapy,,,,,,,,,,,,,,
1992708283,NEIGHBORHOOD DIABETES NY,3500 SUNRISE HIGHWAY,SUITE D116,GREAT RIVER,NY,117393500,6319619954,,,,,,,,,,,,,,,
1437152725,PENN YORK MEDICAL SUPPLIES INC.,69 MAIN ST,,BINGHAMTON,NY,139052914,6077733622,Customized Equipment,,,,,,,,,,,,,,
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,PO BOX 2004,,EAST SYRACUSE,NY,130574504,3154492208,Hospitalist,,,,,,,,,,,,,,
1790787018,ORTHOTICS LTD,2 FISHER AVE,,TUCKAHOE,NY,107072604,9143378600,Customized Equipment,Prosthetic/Orthotic Supplier,,,,,,,,,,,,,
1801898192,UNITED ODD FELLOW AND REBEKAH HOME,1070 HAVEMEYER AVE,,BRONX,NY,104625310,7188636200,Skilled Nursing Facility,,,,,,,,,,,,,,
1578565719,SYRACUSE PROSTHETIC CENTER,1124 E FAYETTE ST,,SYRACUSE,NY,132101922,3154769697,Prosthetic/Orthotic Supplier,,,,,,,,,,,,,,
1588666796,R W B CORPORATION,1000 HIGH ST,,PORT CHESTER,NY,105734402,9149371200,Skilled Nursing Facility,,,,,,,,,,,,,,
1194727156,DAUGHTERS OF JACOB NURSING HOME CO,1160 TELLER AVE,,BRONX,NY,104564145,7182931500,Skilled Nursing Facility,,,,,,,,,,,,,,
1659375632,SOUTH SHORE AMBULATORY SURGERY CENTER,444 MERRICK RD,STE 400,LYNBROOK,NY,115632400,5168870890,Ambulatory Surgical,,,,,,,,,,,,,,
1124022199,DOWNSTATE CLINICAL LABORATORIES INC,2209 HILLSIDE AVE,,NEW HYDE PARK,NY,110402714,5166930401,Clinical Medical Laboratory,,,,,,,,,,,,,,
1114921004,ST TERESAS NURSING HOME INC,120 HIGHLAND AVE,,MIDDLETOWN,NY,109404713,8453421033,Skilled Nursing Facility,,,,,,,,,,,,,,
1871597898,CITYWIDE MOBILE RESPONSE CORP,1624 STILLWELL AVE,,BRONX,NY,104612214,7188291661,Ambulance,,,,,,,,,,,,,,
1558365585,ALAN ELLMAN - HARVEY LINDENBAUM DDS,770 MIDDLE COUNTRY RD,,MIDDLE ISLAND,NY,119532542,6319247997,Dentist,,,,,,,,,,,,,,
1013911056,MERCY HOME CARE & MEDICAL SUPPLY,2001 MCDONALD AVE,,BROOKLYN,NY,112232818,7183763131,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1477557320,NYU DOWNTOWN HOSPITAL,14343 41ST AVE,APT 6H,FLUSHING,NY,113551814,3479235198,General Acute Care Hospital,,,,,,,,,,,,,,
1992709778,GREAT NECK WOMEN'S MEDICAL CARE,1999 MARCUS AVE,STE 108,NEW HYDE PARK,NY,110421017,5164663663,Specialist,,,,,,,,,,,,,,
1205830973,OSTRANDER PHYSICAL THERAPY LLC,PO BOX 1244,,CAIRO,NY,124131244,5186229200,Physical Therapist,,,,,,,,,,,,,,
1821092644,COLELLA CORNER DRUG STORE INC,101 W MAIN ST,,ENDICOTT,NY,137604773,6077850431,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,,
1083618672,BUFFALO BEACON CORPORATION,3354 SHERIDAN DR,,AMHERST,NY,142261439,7168311937,Addiction (Substance Use Disorder),Methadone,,,,,,,,,,,,,
1215931811,NYU WINTHROP HOSPITAL,290 OLD COUNTRY RD,,MINEOLA,NY,115014107,5166638077,Home Health,,,,,,,,,,,,,,
1992709646,AMERICAN HOME RESPIRATORY CARE INC,2672 RIDGE RD W,,ROCHESTER,NY,146263027,5852711140,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1689678138,JIM & PHIL'S FAMILY PHARMACY LTD.,6109 5TH AVE,,BROOKLYN,NY,112204609,7184920900,,,,,,,,,,,,,,,
