0.40000,1770586943,NEW WEST ORTHOPAEDIC & SPORTS REHABILITATION LLC,2810 W 35TH ST,STE 2,KEARNEY,NE,68845,3082377388,Specialist,,,,,,,,,,,,,,
0.40000,1316940539,GRAND ISLAND SURGICAL CENTER LLC,PO BOX 5434,,GRAND ISLAND,NE,688025434,3083846400,Ambulatory Surgical,,,,,,,,,,,,,,
0.40000,1124021043,CLAY COUNTY HEALTH DEPARTMENT,209 NORTH CALVARY AVE,,CLAY CENTER,NE,689331200,4027623571,Home Health,Public Health - State or Local,,,,,,,,,,,,,
0.40000,1184627911,CENTRAL NEBRASKA REHABILITATION SERVICES LLC,PO BOX 5285,,GRAND ISLAND,NE,688025285,3083820344,Physical Therapist,,,,,,,,,,,,,,
0.40000,1447253067,HASTINGS INTERNAL MEDICINE ASSOCIATES PC,2115 N KANSAS AVE,STE 105A,HASTINGS,NE,689012640,4024632454,Clinic/Center,,,,,,,,,,,,,,
0.40000,1770586349,AMBER ENTERPRISES INC.,10004 S 152ND ST STE A,,OMAHA,NE,681383931,4028965000,Durable Medical Equipment & Medical Supplies,Community/Retail Pharmacy,,,,,,,,,,,,,
0.40000,1255334660,FRANKLIN COUNTY MEMORIAL HOSPITAL,PO BOX 315,,FRANKLIN,NE,689390315,3084256221,Medicare Defined Swing Bed Unit,Critical Access,,,,,,,,,,,,,
0.40000,1407859838,WARREN PHARMACY,312 2ND ST,,CRAWFORD,NE,693391052,3086651660,Pharmacy,,,,,,,,,,,,,,
0.40000,1225030422,COUNTY OF CHASE,921 BROADWAY,PO BOX 1299,IMPERIAL,NE,690333012,3088827520,Ambulance,,,,,,,,,,,,,,
0.40000,1972507994,DIALYSIS CENTER OF LINCOLN INC,7910 O ST,,LINCOLN,NE,685102500,4024895339,End-Stage Renal Disease (ESRD) Treatment,,,,,,,,,,,,,,
0.40000,1326042342,KUBAT PHARMACY INC,4924 CENTER ST,,OMAHA,NE,681063219,4025588888,Durable Medical Equipment & Medical Supplies,Pharmacy,Community/Retail Pharmacy,Compounding Pharmacy,Home Infusion Therapy Pharmacy,Mail Order Pharmacy,Specialty Pharmacy,,,,,,,,
0.40000,1356345318,NEBRASKA ORTHOPAEDIC HOSPITAL. LLC,2808 SOUTH 143RD PLAZA,,OMAHA,NE,681445611,4026370600,General Acute Care Hospital,Special Hospital,,,,,,,,,,,,,
0.40000,1730183369,CITY OF NORFOLK,309 N 5TH ST,,NORFOLK,NE,687014092,4028442000,Ambulance,,,,,,,,,,,,,,
0.40000,1730183385,AMBER ENTERPRISES INC,10004 S 152ND ST,SUITE A,OMAHA,NE,681383930,4028965000,Durable Medical Equipment & Medical Supplies,Community/Retail Pharmacy,,,,,,,,,,,,,
0.40000,1447254982,GLEASON-JANKY EYE PHYSICIANS PC,611 N DIERS AVE,STE 2,GRAND ISLAND,NE,688034960,3083814733,Ophthalmology,,,,,,,,,,,,,,
0.40000,1083618482,HAMILTON COUNTY,916 13TH ST,,AURORA,NE,688182408,4026945155,Land Transport,,,,,,,,,,,,,,
0.40000,1366446775,NEBRASKA ORTHOTIC & PROSTHETIC,2845 S 70TH ST,STE 2,LINCOLN,NE,685066821,4024890077,Durable Medical Equipment & Medical Supplies,Prosthetic/Orthotic Supplier,,,,,,,,,,,,,
0.40000,1710982194,ROCK COUNTY HOSPITAL,102 E. SOUTH ST,,BASSETT,NE,687145512,4026843366,Critical Access,,,,,,,,,,,,,,
0.40000,1316942543,VILLAGE OF MERNA,403 CHATHAM AVE,,BERWYN,NE,688142723,3089351569,Ambulance,,,,,,,,,,,,,,
0.40000,1477558625,CALLAWAY VOLUNTEER FIRE AND RESCUE DEPARTMENT,403 CHATHAM AVE,,BERWYN,NE,688142723,3089351569,Ambulance,,,,,,,,,,,,,,
0.40000,1700881968,HOLDREGE FAMILY VISION CLINIC PC,503 MCMILLAN ST,,HOLDREGE,NE,689492052,3089958697,Optometrist,,,,,,,,,,,,,,
0.40000,1841295094,ARNOLD RURAL FIRE DISTRICT,403 CHATHAM AVE,,BERWYN,NE,688142723,3089351569,Ambulance,Land Transport,,,,,,,,,,,,,
0.40000,1205831278,VILLAGE OF PILGER,PO BOX 306,,PILGER,NE,687680306,4023963563,Land Transport,,,,,,,,,,,,,,
0.40000,1114922259,ROCK COUNTY HOSPITAL LTC,HC 75 BOX 200,,BASSETT,NE,687149739,4026842991,Nursing Facility/Intermediate Care Facility,,,,,,,,,,,,,,
0.40000,1861497752,ANSLEY RURAL FIRE PROTECTION DIST 1,PO BOX 641880,,OMAHA,NE,681647880,4025724019,Land Transport,,,,,,,,,,,,,,
0.40000,1588669485,CITY OF SARGENT,403 CHATHAM AVE,,BERWYN,NE,688142723,3089351569,Land Transport,,,,,,,,,,,,,,
0.40000,1205831237,CARL T CURTIS HEALTH CENTER PHARMACY,PO BOX 250,,MACY,NE,680390250,4028375381,Federally Qualified Health Center (FQHC),Durable Medical Equipment & Medical Supplies,Pharmacy,,,,,,,,,,,,
0.40000,1114922143,OMAHA TRIBE OF NEBRASKA,PO BOX 250,100 INDIAN HILLS DRIVE,MACY,NE,680390250,4028375381,Clinic/Center,Ambulance,,,,,,,,,,,,,
0.40000,1912902818,BLAINE COUNTY RESCUE SQUAD,403 CHATHAM AVE,,BERWYN,NE,688142723,3089351569,Ambulance,Land Transport,,,,,,,,,,,,,
0.40000,1730184631,COMSTOCK RURAL FIRE DEPARTMENT AMBULANCE,403 CHATHAM AVE,,BERWYN,NE,68814,3089351569,Ambulance,,,,,,,,,,,,,,
0.40000,1790780237,BUTLER COUNTY HEALTH CARE CENTER,372 S 9TH ST,,DAVID CITY,NE,686322116,4023671200,Critical Access,,,,,,,,,,,,,,
0.40000,1417952995,EYE SURGICAL ASSOCIATES,PO BOX 6068,,LINCOLN,NE,685060068,4024849000,Ophthalmology,,,,,,,,,,,,,,
0.40000,1861497380,NORTHEAST NEBRASKA SURGERY CENTER LLC,301 N 27TH ST,STE 3,NORFOLK,NE,687014457,4026447262,Ambulatory Surgical,,,,,,,,,,,,,,
0.40000,1881690261,SUTTON SKIN AND EYE CLINIC PC,PO BOX 6068,,LINCOLN,NE,685060068,(402) 484-9009,Dermatology,,,,,,,,,,,,,,
0.40000,1306842604,BRODSTONE MEMORIAL HOSPITAL,PO BOX 187,,SUPERIOR,NE,689780187,4028793281,Critical Access,,,,,,,,,,,,,,
0.40000,1528064540,AME,311 MAIN ST,,OSHKOSH,NE,691546112,3087723333,Community/Retail Pharmacy,,,,,,,,,,,,,,
0.40000,1720084668,ROCK COUNTY CLINIC PHARMACY,HC 75 BOX 400,,BASSETT,NE,687149761,4026842906,Pharmacy,,,,,,,,,,,,,,
0.40000,1588660138,RVP ENTERPRISES INC.,3501 DAKOTA AVE,,SOUTH SIOUX CITY,NE,687763641,4024944273,Assisted Living Facility,Skilled Nursing Facility,,,,,,,,,,,,,
0.40000,1437155173,PARKVIEW HAVEN NURSING HOME,1203 4TH STREET,,DESHLER,NE,683400667,4023657237,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1326045998,INFINIA AT OMAHA,3110 SCOTT CIR,,OMAHA,NE,681122631,4024556636,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1871590315,CITY OF O'NEILL,401 E FREMONT ST,,ONEILL,NE,687631847,4023363640,Land Transport,,,,,,,,,,,,,,
0.40000,1174520332,CROSIER PARK PHARMACY LLC,405 E 14TH ST,,HASTINGS,NE,689013204,4024624600,Pharmacy,,,,,,,,,,,,,,
0.40000,1306843081,SKIN SPECIALISTS PC,2802 OAK VIEW DRIVE,,OMAHA,NE,681445604,4023347546,Ambulatory Surgical,,,,,,,,,,,,,,
0.40000,1427056100,COLONOSCOPY CENTER INC,9850 NICHOLAS STREET,SUITE 100,OMAHA,NE,68114,4023431122,Ambulatory Surgical,,,,,,,,,,,,,,
0.40000,1104823046,ST. JOSEPHS VILLA INC,927 N 7TH ST,,DAVID CITY,NE,68632,4023673045,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1629076302,COLON AND RECTAL SURGERY INC,9850 NICHOLAS STREET,SUITE 100,OMAHA,NE,68114,4023431122,Colon & Rectal Surgery,,,,,,,,,,,,,,
0.40000,1992703425,REGIONAL WEST PHYSICIANS CLINIC,1456 CENTER AVE,,MITCHELL,NE,693571448,3086231234,Rural Health,,,,,,,,,,,,,,
0.40000,1790783173,THE WOMEN'S CENTER OF WESTERN NE PC,3911 AVE B,SUITE 3100,SCOTTSBLUFF,NE,69361,3086353033,Obstetrics & Gynecology,,,,,,,,,,,,,,
0.40000,1154329340,CITY OF PAPILLION,146 N ADAMS ST,,PAPILLION,NE,680462422,4023398617,Land Transport,,,,,,,,,,,,,,
0.40000,1558369355,OAKLAND MEMORIAL HOSPITAL,601 E 2ND ST,,OAKLAND,NE,680451400,4026855601,Critical Access,,,,,,,,,,,,,,
0.40000,1518966308,FLORENCE HOME FOR THE AGED,7915 N 30TH ST,,OMAHA,NE,681122418,4028276000,Skilled Nursing Facility,,,,,,,,,,,,,,
