1992708929,NOVAMED MANAGEMENT SERVICES LLC,3200 DOWNWOOD CIR NW,SUITE 200,ATLANTA,GA,303271610,4043511990,Ambulatory Surgical,,,,,,,,,,,,,,
1699778563,HEMOPHILIA OF GEORGIA,8800 ROSWELL RD,STE 170,ATLANTA,GA,303501826,7705188272,,,,,,,,,,,,,,,
1013910918,BOLAND EYE CENTER PC,PO BOX 13827,,SAVANNAH,GA,314163827,9123522299,Specialist,,,,,,,,,,,,,,
1801899687,TRINITY SURGERY CENTER LLC,PO BOX 100307,,ATLANTA,GA,303840307,7273724055,Ambulatory Surgical,,,,,,,,,,,,,,
1376546341,NEUROSPORT PHYSICAL THERAPY & REHABILITATION SPECIALIST INC.,1163 JOHNSON FERRY RD,STE 100,MARIETTA,GA,300682764,7703210155,Physical Therapist,,,,,,,,,,,,,,
1699778530,WARREN COUNTY BOARD OF COMMISSIONERS,PO BOX 46,521 MAIN ST,WARRENTON,GA,308280046,7064652221,,,,,,,,,,,,,,,
1427051382,MAR MAC TRANSPORTATION SERVICES INC,PO BOX 538341,,ATLANTA,GA,303538341,8663437153,Land Transport,,,,,,,,,,,,,,
1821091463,A. G. RHODES HOME INC. AT WESLEY WOODS,1819 CLIFTON RD NE,,ATLANTA,GA,303294021,4043150900,Skilled Nursing Facility,,,,,,,,,,,,,,
1750384368,DEPARTMENT OF HUMAN SERVICES,PO BOX 1000,,WARM SPRINGS,GA,318301000,7066555598,Rehabilitation Hospital,,,,,,,,,,,,,,
1285637728,SMITH RURAL HEALTH CLINIC,PO BOX 160,,SWAINSBORO,GA,304010160,4782377517,Rural Health,,,,,,,,,,,,,,
1326041732,BACONSFIELD HOMECARE EQUIPMENT INC,1042 GRAY HWY,,MACON,GA,312111837,4787434557,Durable Medical Equipment & Medical Supplies,Prosthetic/Orthotic Supplier,,,,,,,,,,,,,
1295738540,CHILDREN & ADULT THERAPY SERVICES,226 ALCOVY ST,STE G-1,MONROE,GA,306552183,7702079043,Rehabilitation Practitioner,,,,,,,,,,,,,,
1124021506,FT GAINES HEALTHCARE LLC,101 HARTFORD RD,,FORT GAINES,GA,398513639,2297682521,Skilled Nursing Facility,,,,,,,,,,,,,,
1982607222,MEDICAL AID SUPPLY HOUSE INC,3455 PEACHTREE INDUSTRIAL BLVD,STE 980,DULUTH,GA,300966506,7706221211,Case Management,Prosthetic/Orthotic Supplier,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,
1093717357,FAMILY PRACTICE OF HABERSHAM PC,PO BOX 1779,590 HISTORIC HWY 441 N.,DEMOREST,GA,305351779,7067545511,Internal Medicine,,,,,,,,,,,,,,
1972505162,POS INC DBA ATLANTA THERAPY SERVICES,1237 SALEM GATE DRIVE,,CONYERS,GA,30013,7709223068,Contractor,,,,,,,,,,,,,,
1770585028,COMPREHENSIVE HEALTHCARE SERVICES,PO BOX 5555,,FORT OGLETHORPE,GA,307420755,7068617733,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1083616213,AUGUSTA HOSPITAL LLC,2260 WRIGHTSBORO RD,,AUGUSTA,GA,309044764,7064817000,General Acute Care Hospital,,,,,,,,,,,,,,
1841292059,HOSPITAL AUTHORITY OF COLUMBUS GA,8414 WHITESVILLE ROAD,,COLUMBUS,GA,31904,7062251100,Skilled Nursing Facility,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,
1396747580,EAST MARIETTA DRUG CO INC,1480 ROSWELL RD,,MARIETTA,GA,300623670,7709737600,Oxygen Equipment & Supplies,Pharmacy,,,,,,,,,,,,,
1639171689,ROMAN REHAB INC.,432 SHORTER AVE NW,,ROME,GA,301654272,7062358113,Customized Equipment,,,,,,,,,,,,,,
1396749149,HOSPITAL AUTHORITY OF RANDOLPH COUNTY,361 RANDOLPH ST,,CUTHBERT,GA,398406127,2297323721,Rural Health,,,,,,,,,,,,,,
1699779405,HOSPITAL AUTHORITY OF WAYNE COUNTY GEORGIA,PO BOX 565,,JESUP,GA,315980565,9124278051,Home Health,,,,,,,,,,,,,,
1558365247,DIGESTIVE HEALTHCARE OF GEORGIA,95 COLLIER RD NW,SUITE 4075,ATLANTA,GA,303091796,4046033543,Gastroenterology,,,,,,,,,,,,,,
1861496564,DIGESTIVE HEALTHCARE ENDOSCOPY CENTER,95 COLLIER RD NW,STE 4075,ATLANTA,GA,303091751,4046033543,Ambulatory Surgical,,,,,,,,,,,,,,
1386648962,A G RHODES HOME INC,350 BOULEVARD SE,,ATLANTA,GA,30312,4046886731,Administrator,Skilled Nursing Facility,Nursing Home Administrator,,,,,,,,,,,,
1427052026,SUMMIT ENDOSCOPY CENTER,95 COLLIER RD NW,STE 4075,ATLANTA,GA,303091751,4046033543,Ambulatory Surgical,,,,,,,,,,,,,,
1053315622,FRITZ ORTHOTICS & PROSTHETICS LLC,700 OGLETHORPE AVE,STE B2,ATHENS,GA,306062221,7064259000,Prosthetic/Orthotic Supplier,,,,,,,,,,,,,,
1144224767,GEORGIA DEPARTMENT OF HUMAN RESOURCES,3000 SCHATULGA RD,,COLUMBUS,GA,319073117,7065685000,Psychiatric Hospital,,,,,,,,,,,,,,
1568466035,DALLAS FAMILY PRACTICE CENTER PA,PO BOX 89,,DALLAS,GA,301320002,7704451095,Family Medicine,,,,,,,,,,,,,,
1972507481,AM-MED INC.,6584 PROFESSIONAL PL,STE D,RIVERDALE,GA,302744942,7709916001,Radiology,,,,,,,,,,,,,,
1912902263,HOSPITAL AUTHORITY OF JEFF DAVIS COUNTY GEORGIA,PO BOX 1690,,HAZLEHURST,GA,315391690,9123757781,Critical Access,,,,,,,,,,,,,,
1922003177,CARROLLTON MANOR INC,PO BOX 2398,,CARROLLTON,GA,301120044,7708341737,Skilled Nursing Facility,,,,,,,,,,,,,,
1659376630,UPSON COUNTY HOSPITAL INC,PO BOX 1059,,THOMASTON,GA,302860027,7066478111,Neurology,General Acute Care Hospital,,,,,,,,,,,,,
1679578678,GAYCO HEALTHCARE MANAGEMENT,1101 HILLCREST PKWY,STE C,DUBLIN,GA,310213578,4782728093,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
