0.40000,1740283860,BEULAH COMMUNITY NURSING HOME,118 22ND ST NE,,BEULAH,ND,585236134,7018734322,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1689677585,UPPER MISSOURI DISTRICT HEALTH UNIT,110 W BROADWAY,STE 101,WILLISTON,ND,588016056,7017746400,Public Health or Welfare,,,,,,,,,,,,,,
0.40000,1588667463,DRS. HERMAN AND MACK P.C.,1003 7TH ST NE,,DEVILS LAKE,ND,583012719,7016628191,General Practice,,,,,,,,,,,,,,
0.40000,1295738193,SISTERS OF MARY OF THE PRESENTATION LONG TERM CARE,501 19TH ST NE,,JAMESTOWN,ND,584012541,7012525660,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1922000108,HOLIDAY PROFESSIONAL PHARMACY INC.,1140 E BISMARCK EXPY,,BISMARCK,ND,585046603,7012557220,Pharmacy,,,,,,,,,,,,,,
0.40000,1528062312,MANDAN DRUG,316 W MAIN ST # 398,,MANDAN,ND,585543144,,Durable Medical Equipment & Medical Supplies,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,
0.40000,1578567996,SISTERS OF MARY OF THE PRESENTATION LONG-TERM CARE,1351 BROADWAY N,,FARGO,ND,581022638,7012777999,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1265437289,ST. JOSEPH'S HOSPITAL AND HEALTH CENTER,30 7TH ST W,,DICKINSON,ND,586014335,7014564000,Home Health,,,,,,,,,,,,,,
0.40000,1861497430,SOURIS VALLEY DENTAL GROUP,1300 37TH AVE SW,,MINOT,ND,587017240,7018525595,General Practice,,,,,,,,,,,,,,
0.40000,1720084221,LIT ENTERPRISES INC,1451 44TH AVE S,SUITE 131D,GRAND FORKS,ND,582013434,7017467378,Sleep Disorder Diagnostic,,,,,,,,,,,,,,
0.40000,1699771196,AGIO ROBA INC.,1451 44TH AVE S,SUITE 131D,GRAND FORKS,ND,582013434,7017468479,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
0.40000,1982600854,NAPOLEON CARE CENTER,PO BOX 90,,NAPOLEON,ND,585610090,7017542381,Assisted Living Facility,Skilled Nursing Facility,,,,,,,,,,,,,
0.40000,1740286616,ASHLEY MEDICAL CENTER,PO BOX 450,612 CENTER AVE NORTH,ASHLEY,ND,584130450,7012883433,Critical Access,,,,,,,,,,,,,,
0.40000,1609872431,LISBON AREA HEALTH SERVICES,905 MAIN ST,,LISBON,ND,580544334,7016835241,Critical Access,,,,,,,,,,,,,,
0.40000,1255337861,RED RIVER NEUROLOGY CLINIC,2812 17TH AVE S,STE D,GRAND FORKS,ND,582014048,7017801401,Neurology,,,,,,,,,,,,,,
0.40000,1730186529,HOUSING INDUSTRY TRAINING INC.,1007 18TH ST NW,,MANDAN,ND,585541639,7016630379,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1801893706,ST. ANDREW'S HOSPITAL,316 OHMER ST,,BOTTINEAU,ND,583181045,7012289300,Critical Access,,,,,,,,,,,,,,
0.40000,1922006519,ADVANCED DIAGNOSTIC RADIOLOGY PC,PO BOX 2537,,WILLISTON,ND,588022537,8663386472,Diagnostic Radiology,,,,,,,,,,,,,,
0.40000,1629076245,WEIR EYE CLINIC LLC,849 3RD AVE W,,DICKINSON,ND,586013810,7014832200,Optometrist,,,,,,,,,,,,,,
0.40000,1598763120,PRAIRIE ORAL SURGERY,2585 23RD AVE S,STE. A.,FARGO,ND,58104,7014784404,Oral and Maxillofacial Surgery,,,,,,,,,,,,,,
0.40000,1114925120,AMERICAN LUTHERAN HOMES INC,201 UNIVERSITY DR S,,FARGO,ND,581031775,7012393000,Rehabilitation,Skilled Nursing Facility,,,,,,,,,,,,,
0.40000,1659379436,CUSTER HEALTH,210 2ND AVE NW,,MANDAN,ND,585543124,7016673370,Public Health or Welfare,,,,,,,,,,,,,,
0.40000,1508865700,MELANIE OLTMANNS OD PC,2273 3RD AVE W,,DICKINSON,ND,586012605,7012257886,Optometrist,,,,,,,,,,,,,,
0.40000,1295734366,WESTHOPE HOME FOR THE AGED,PO BOX 366,,WESTHOPE,ND,587930366,7012456477,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1871593723,MERCY HOME CARE,1301 15TH AVE W,,WILLISTON,ND,588013821,7017747400,Home Health,,,,,,,,,,,,,,
0.40000,1497755185,LUTHER MEMORIAL HOME,750 MAIN ST E,,MAYVILLE,ND,582571606,7017863401,Assisted Living Facility,Skilled Nursing Facility,,,,,,,,,,,,,
0.40000,1801896162,TIOGA FIRE DEPARTMENT,PO BOX 451,,TIOGA,ND,588520451,7016643305,Land Transport,,,,,,,,,,,,,,
0.40000,1326049248,MAPLE MANOR CARE CENTER,1116 9TH AVE,,LANGDON,ND,582491904,7012562987,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1164423463,LUTHERAN SUNSET HOME CORPORATION,333 EASTERN AVE,,GRAFTON,ND,582371233,7013521901,Assisted Living Facility,Skilled Nursing Facility,,,,,,,,,,,,,
0.40000,1316948631,MARIAN MANOR COMMUNITY CORP,604 E ASH AVE,,GLEN ULLIN,ND,586317138,7013483107,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1871585869,MAVES OPTICAL,1101 COLUMBIA ROAD SOUTH,,GRAND FORKS,ND,58201,7017754114,Optician,,,,,,,,,,,,,,
0.40000,1871586008,BENEDICTINE LIVING COMMUNITIES INC,609 4TH AVE NE,,GARRISON,ND,58540,7014632226,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1285627521,LISBON CHIROPRACTIC CLINIC PLLC,PO BOX 255,,LISBON,ND,580540255,7016834582,Chiropractor,,,,,,,,,,,,,,
0.40000,1881687010,BEULAH VISION PC,PO BOX 699,,BEULAH,ND,585230699,7018735251,Optometrist,,,,,,,,,,,,,,
