0.40000,1982607016,CITY OF PENDLETON,911 SW COURT AVE,,PENDLETON,OR,978011912,5412761442,Land Transport,,,,,,,,,,,,,,
0.40000,1295738375,OREGON SURGICENTER LLC,2400 HARTMAN LN,STE 300,SPRINGFIELD,OR,974771198,5413431603,Ambulatory Surgical,,,,,,,,,,,,,,
0.40000,1043213143,PHILIP Y PADEN EYE CARE OPTICAL,221 W STEWART AVE,STE 110,MEDFORD,OR,975013647,5417769026,Eyewear Supplier (Equipment - not the service),,,,,,,,,,,,,,
0.40000,1104829258,AVAMERE MEDICAL SUPPLY LLC,25117 SW PARKWAY AVE,STE F,WILSONVILLE,OR,970709697,5037832483,Nursing Facility Supplies,Parenteral & Enteral Nutrition,,,,,,,,,,,,,
0.40000,1336142140,CLOYD FAMILY VISION LLC,709 S RIVERSIDE AVE,,MEDFORD,OR,975017837,5417763718,Optometrist,Durable Medical Equipment & Medical Supplies,Eyewear Supplier (Equipment - not the service),,,,,,,,,,,,
0.40000,1033112594,CITY OF SALEM,2742 25TH ST SE,,SALEM,OR,973021108,5035886271,Land Transport,,,,,,,,,,,,,,
0.40000,1033112636,OREGON PEDORTHIC SERVICES,PO BOX 608,,GRESHAM,OR,970300154,5034911723,Prosthetic/Orthotic Supplier,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,
0.40000,1497758981,RIDDLE PHARMACY LLC,PO BOX 826,,RIDDLE,OR,974690826,5418742406,Pharmacy,,,,,,,,,,,,,,
0.40000,1508869074,COUNTY OF CURRY,PO BOX 493,,GOLD BEACH,OR,974440493,5412477084,Hospice Care - Community Based,,,,,,,,,,,,,,
0.40000,1649273004,KEIZER RURAL FIRE PROTECTION DIST,661 CHEMAWA RD NE,,KEIZER,OR,973034436,5033909111,Land Transport,,,,,,,,,,,,,,
0.40000,1295738532,TURNER FIRE DISTRICT,7605 3RD ST SE,,TURNER,OR,973929411,5037432190,Land Transport,,,,,,,,,,,,,,
0.40000,1093717340,MT HOOD HOSPICE,PO BOX 1269,39641 SCENIC ST.,SANDY,OR,970551269,5036685545,Hospice Care - Community Based,,,,,,,,,,,,,,
0.40000,1295737336,JOSEPHINE COUNTY FINANCE DEPT,715 NW DIMMICK ST,,GRANTS PASS,OR,975261536,5414745325,Public Health or Welfare,Family Planning - Non-Surgical,Health Service,Public Health - State or Local,,,,,,,,,,,
0.40000,1730181926,MERRILL CLINIC,31863 HWY 70,,BONANZA,OR,976230440,5415451820,Primary Care,,,,,,,,,,,,,,
0.40000,1245234285,CENTRAL CASCADES PHYSICAL THERAPY,PO BOX 4520,,SUNRIVER,OR,977071520,5415762110,Physical Therapist,,,,,,,,,,,,,,
0.40000,1942204706,CONTINENTAL MEDICAL EQUIPMENT & SUPPLIES LLC,3000 MARKET ST NE,STE 212,SALEM,OR,973011897,5033624600,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
0.40000,1346244902,SERENDIPITY CENTER INC,PO BOX 33350,,PORTLAND,OR,972923350,5037617139,Adolescent and Children Mental Health,,,,,,,,,,,,,,
0.40000,1720082316,BROADWAY MEDICAL CLINIC LLP,4212 NE BROADWAY ST,,PORTLAND,OR,972131460,5032498787,Primary Care,,,,,,,,,,,,,,
0.40000,1770587107,ASANTE,PO BOX 4749,,MEDFORD,OR,975010227,5417895516,General Acute Care Hospital,,,,,,,,,,,,,,
0.40000,1184629339,WILLAMETTE FALLS HOSPITAL,4400 NE HALSEY ST,BUILDING 1 SUITE 129,PORTLAND,OR,972131545,5032154741,Hospice Care - Community Based,,,,,,,,,,,,,,
0.40000,1699770875,PACIFIC FAMILY DENTAL LLC,16160 SW LANGER DR,,SHERWOOD,OR,971408795,5039259595,General Practice,,,,,,,,,,,,,,
0.40000,1558366492,OPTIONS FOR SOUTHERN OREGON,1215 SW G ST,,GRANTS PASS,OR,975262544,5414762373,Case Management,Mental Health (Including Community Mental Health Center),Primary Care,Residential Treatment Facility - Mental Retardation and/or Developmental Disabilities,,,,,,,,,,,
0.40000,1801891809,ASANTE THREE RIVERS MEDICAL CENTER LLC,PO BOX 4749,,MEDFORD,OR,975010227,5417895516,General Acute Care Hospital,,,,,,,,,,,,,,
0.40000,1558366229,WALLOWA COUNTY HEALTH CARE DISTRICT,601 MEDICAL PARKWAY,,ENTERPRISE,OR,978285124,5414263111,Critical Access,,,,,,,,,,,,,,
0.40000,1497750285,EAST UMATILLA COUNTY HEALTH DISTRICT,PO BOX 640,,ATHENA,OR,978130640,,Land Transport,,,,,,,,,,,,,,
0.40000,1306842752,MID-COLUMBIA MEDICAL CENTER,1700 E 19TH ST,,THE DALLES,OR,970583317,5412967760,Rural,,,,,,,,,,,,,,
0.40000,1710983903,BURNS PAIUTE TRIBE,100 PASIGO ST,,BURNS,OR,977202442,5415737312,Health Service,,,,,,,,,,,,,,
0.40000,1649276734,ST. ANTHONY HOSPITAL,2801 ST ANTHONY WAY,,PENDLETON,OR,978013800,5412765121,Critical Access,,,,,,,,,,,,,,
0.40000,1285630335,WARM SPRINGS HEALTH AND WELLNESS CENTER,1270 KOT-NUM ROAD,,WARM SPRINGS,OR,97761,5415531196,Clinic/Center,,,,,,,,,,,,,,
0.40000,1649277260,HOSPICE OF WASHINGTON COUNTY,427 SE 8TH AVE,,HILLSBORO,OR,971234211,5036489565,Hospice Care - Community Based,,,,,,,,,,,,,,
0.40000,1831196302,PROVIDENCE HEALTH & SERVICES OREGON,PO BOX 2724,,PORTLAND,OR,972082724,5032154601,Home Health,,,,,,,,,,,,,,
0.40000,1326045626,HERESCO CHIROPRACTIC AND ASSOCIATES PC,408 NW 7TH ST,,CORVALLIS,OR,973306308,5417579933,Chiropractor,Orthopedic,,,,,,,,,,,,,
0.40000,1023015278,SAFE HARBOR PEDIATRICS RURAL CLINIC,429 SE MARLIN AVE,,WARRENTON,OR,971469649,5038617777,Rural Health,,,,,,,,,,,,,,
0.40000,1174520191,AESTHETIC SURGERY CENTER OF EUGENE INC,2550 WILLAKENZIE RD,,EUGENE,OR,974017865,5414340922,Ambulatory Surgical,,,,,,,,,,,,,,
0.40000,1164429817,LUMINA HOSPICE AND PALLIATIVE CARE,2350 NW PROFESSIONAL DR,,CORVALLIS,OR,973303881,5417579616,Hospice Care - Community Based,,,,,,,,,,,,,,
0.40000,1184621880,FOOT & ANKLE CLINIC PC,1050 SW 3RD AVE,STE 600,ONTARIO,OR,979142193,5418811319,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
0.40000,1679571384,KEEN MOBILITY COMPANY,733 SW OAK ST,SUITE 200,PORTLAND,OR,972053712,5032859090,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
0.40000,1285631036,MARYVILLE NURSING HOME,14645 SW FARMINGTON RD,,BEAVERTON,OR,970072727,5036438626,Alzheimer Center (Dementia Center),Nursing Facility/Intermediate Care Facility,Skilled Nursing Facility,,,,,,,,,,,,
0.40000,1093713729,OREGON SPORTS MEDICINE ASSOCIATES,7300 SW CHILDS RD,,TIGARD,OR,972247713,5036928700,Specialist,,,,,,,,,,,,,,
0.40000,1073511721,ROGUE COMMUNITY HEALTH,19 MYRTLE STREET,,MEDFORD,OR,975047337,5417733863,Federally Qualified Health Center (FQHC),,,,,,,,,,,,,,
0.40000,1871591347,CARROLL SMITH,PO BOX 571,,HILLSBORO,OR,971230571,5036939380,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
0.40000,1124026745,OREGON OUTPATIENT SURGERY CENTER LLC,7300 SW CHILDS RD,SUITE A,TIGARD,OR,972247713,5036128452,Ambulatory Surgical,,,,,,,,,,,,,,
0.40000,1922006576,LYONS RURAL FIRE PROTECTION DISTRICT,PO BOX 179,,LYONS,OR,973580179,5038592410,Land Transport,,,,,,,,,,,,,,
0.40000,1821096033,THERAPEUTIC LASER CENTER,115 W STEWART AVE,,MEDFORD,OR,975013607,5417727007,,,,,,,,,,,,,,,
0.40000,1871591016,ALBERT P. THOMPSON,PO BOX 655,,PACIFIC CITY,OR,971350655,5039656555,Rural Health,,,,,,,,,,,,,,
0.40000,1962400812,ROB ORR DDS PC,401 PONDEROSA,,ROSEBURG,OR,974708918,5416723936,Dentist,,,,,,,,,,,,,,
0.40000,1790783686,SUTTON DENTAL ARTS LLC,1729 W HARVARD AVE,#5,ROSEBURG,OR,974702788,5416724971,General Practice,,,,,,,,,,,,,,
0.40000,1851399695,LAKE HEALTH DISTRICT,700 S J ST,,LAKEVIEW,OR,976301623,5419472114,Medicare Defined Swing Bed Unit,Critical Access,,,,,,,,,,,,,
0.40000,1750380440,JOHNSON & CADE FAMILY PRACTICE LLC,2088 NE KIM LN,STE A,BEND,OR,977016588,5413894600,Family Medicine,,,,,,,,,,,,,,
0.40000,1578562112,SOUTH LANE COUNTY FIRE AND RESCUE,233 E HARRISON AVE,,COTTAGE GROVE,OR,974242473,5419424493,Land Transport,,,,,,,,,,,,,,
0.40000,1265431829,SALEM HEALTH,PO BOX 14001,,SALEM,OR,973095014,,Home Health,Psychiatric Unit,Rehabilitation Unit,General Acute Care Hospital,Clinical Medical Laboratory,,,,,,,,,,
0.40000,1003815416,CITY OF HUNTINGTON AMBULANCE DEPARTMENT,PO BOX 369,,HUNTINGTON,OR,979070369,5418692202,Ambulance,,,,,,,,,,,,,,
0.40000,1063411437,SEA BRITE DENTAL PC,10609 S WALTON RD,,ISLAND CITY,OR,978508488,5419632741,General Practice,,,,,,,,,,,,,,
0.40000,1285633248,ST. HELENS DENTAL CARE,575 S COLUMBIA RIVER HWY,,ST HELENS,OR,970512835,5033973326,General Practice,,,,,,,,,,,,,,
0.40000,1417956558,SOUTH COAST HOSPICE & PALLIATIVE CARE SERVICES INC,1620 THOMPSON RD,,COOS BAY,OR,974202150,5412692986,Hospice Care - Community Based,,,,,,,,,,,,,,
0.40000,1174522015,SPECTRUM ORTHOTICS & PROSTHETICS INC,1963 THOMPSON RD,,COOS BAY,OR,974202040,5412691773,Prosthetic/Orthotic Supplier,,,,,,,,,,,,,,
0.40000,1144220096,N W EYE SURGEONS P C,PO BOX 6989 MSC 18913,,PORTLAND,OR,972286989,2068587000,Ambulatory Surgical,,,,,,,,,,,,,,
0.40000,1932109840,WEST HILLS GASTROENTEROLOGY ASSOCIATES PC,9701 SW BARNES RD,#300,PORTLAND,OR,972256772,5032978081,Gastroenterology,,,,,,,,,,,,,,
0.40000,1881694792,WILLAMETTE SPINE CENTER AMBULATORY SURGERY LLC,PO BOX 1267,,PORTLAND,OR,972071267,5034852290,Ambulatory Surgical,,,,,,,,,,,,,,
0.40000,1598765406,WILLAMETTE VIEW INC.,13021 SE RIVER RD,SUITE 1000,PORTLAND,OR,972228062,5036526259,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1386644029,ASHLAND COMMUNITY HEALTHCARE SERVICES,PO BOX 4749,,MEDFORD,OR,975010227,5417894748,General Acute Care Hospital,,,,,,,,,,,,,,
0.40000,1336149954,MEDFORD NEURO CLINIC INC,2900 STATE ST,,MEDFORD,OR,975048475,5417791672,Neurological Surgery,Neurology,,,,,,,,,,,,,
0.40000,1629078274,KLAMATH TRIBAL HEALTH & FAMILY SERVICES,3949 SOUTH 6TH STREET,,KLAMATH FALLS,OR,976034746,5418821487,Federally Qualified Health Center (FQHC),,,,,,,,,,,,,,
0.40000,1457351991,COMMUNITY CANCER FOUNDATION,2880 NW STEWART PKWY,SUITE 100,ROSEBURG,OR,974711201,5416732267,Clinic/Center,Oncology - Radiation,,,,,,,,,,,,,
