1487657425,KING'S MANAGEMENT & LEASING LLC,1894 GEORGETOWN RD,,HUDSON,OH,442364058,3305281828,Physiological Laboratory,,,,,,,,,,,,,,
1548263676,GREINER FOOT CARE,3713 S HIGH ST,,COLUMBUS,OH,432074011,6144929922,Podiatrist,,,,,,,,,,,,,,
1265435499,HOSPICE OF NORTHWEST OHIO,30000 E RIVER RD,,PERRYSBURG,OH,435513429,4196614001,Hospice Care - Community Based,,,,,,,,,,,,,,
1114920329,WRIGHT STATE PHYSICIANS INC,725 UNIVERSITY BLVD,,FAIRBORN,OH,453240000,9372457100,Dermatology,Family Medicine,Geriatric Medicine,Internal Medicine,Endocrinology - Diabetes & Metabolism,Infectious Disease,Rheumatology,Obstetrics & Gynecology,Gynecologic Oncology,Orthopaedic Surgery,Pediatrics,Pediatric Gastroenterology,Plastic Surgery,Neurology,Surgery
1790788917,VISITING NURSE ASSOCIATION OF GTR. YOUNGSTOWN,518 E INDIANOLA AVE,,YOUNGSTOWN,OH,445022320,3307825606,Home Health,,,,,,,,,,,,,,
1154324275,SENIORS FIRST INC.,PO BOX 633079,,CINCINNATI,OH,452633079,5138911006,Internal Medicine,Geriatric Medicine,Medical,,,,,,,,,,,,
1003819186,CENTRAL OHIO FOOT AND ANKLE INC,393 E TOWN ST,SUITE 229,COLUMBUS,OH,432154741,6142528637,Podiatrist,,,,,,,,,,,,,,
1639172745,TRI COUNTY ORTHOPEDIC SURGEONS INCORPORATED,3244 BAILEY ST NW,,MASSILLON,OH,446463616,3308378391,Orthopaedic Surgery,Orthopaedic Surgery of the Spine,Foot & Ankle Surgery,,,,,,,,,,,,
1962405043,DRS RIVERA INC,PO BOX 932347,,CLEVELAND,OH,441930001,5138912813,Psychiatry,Geriatric Psychiatry,,,,,,,,,,,,,
1295738359,ACCU-BIL MANAGEMENT LLC,3070 PRESIDENTIAL DR,SUITE 250,FAIRBORN,OH,45324,9374264422,Home Health,,,,,,,,,,,,,,
1720081870,ORTHOPAEDIC AMBULATORY SURGICAL INTERVENTION SERVICES,4889 MUNSON ST NW,,CANTON,OH,447183614,3304989898,Ambulatory Surgical,,,,,,,,,,,,,,
1306849278,MEDCENTRAL HOMECARE AND HOSPICE,335 GLESSNER AVE,,MANSFIELD,OH,449032269,4195268442,Home Health,,,,,,,,,,,,,,
1720081581,M & R OF FREDERICKTOWN,895 HOME AVE,,AKRON,OH,443104115,8009984199,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1679576466,COLUMBUS PRESCRIPTION WEST LLC,2849 W BROAD ST,,COLUMBUS,OH,432042643,,Community/Retail Pharmacy,,,,,,,,,,,,,,
1609879477,EASTER SEALS SOUTHWESTERN OHIO,231 CLARK RD,,CINCINNATI,OH,452155539,5138219890,Voluntary or Charitable,,,,,,,,,,,,,,
1174526149,ALK INC.,478 S SANDUSKY ST,,DELAWARE,OH,430152623,7403698741,Skilled Nursing Facility,,,,,,,,,,,,,,
1821091893,DONALD MARTENS & SONS AMBULANCE SERVICE INC.,6900 LAKE ABRAMS DR,,CLEVELAND,OH,441303457,4402346000,Emergency Medical Technician - Paramedic,,,,,,,,,,,,,,
1306849245,BEECHWOOD HOME,2140 POGUE AVE,,CINCINNATI,OH,452083234,5133219294,Skilled Nursing Facility,,,,,,,,,,,,,,
1104829019,HEALING TOUCH HEALTHCARE,7031 CORPORATE WAY,SUITE 201,DAYTON,OH,454594268,9376105555,Home Health,,,,,,,,,,,,,,
1518960574,KEMPF SURGICAL APPLIANCES INC,10567 MONTGOMERY RD,,CINCINNATI,OH,452424451,5139845758,Durable Medical Equipment & Medical Supplies,Customized Equipment,Prosthetic/Orthotic Supplier,,,,,,,,,,,,
1962405605,GUARDIAN HOME HEALTH SERVICES,5576 PEARL RD,,PARMA,OH,441292542,2163449130,Home Health,,,,,,,,,,,,,,
1568465060,KAUP PHARMACY INC,PO BOX 605,,FORT RECOVERY,OH,458460605,4193752323,,,,,,,,,,,,,,,
1235132861,NORTHERN KENTUCKY FAMILY FOOT CARE INC,6200 PLEASANT AVE,STE 3,FAIRFIELD,OH,450144671,5138299333,Podiatrist,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,
1932102506,YOUNGSTOWN ORTHOPAEDIC ASSOCIATES LTD,6470 TIPPECANOE RD,,CANFIELD,OH,444067036,3307580577,Orthopaedic Surgery,,,,,,,,,,,,,,
1053314617,CHOICE PODIATRY ASSOCIATES INC,PO BOX 631912,,CINCINNATI,OH,45236,5139841911,Podiatrist,,,,,,,,,,,,,,
1033112693,ONCOLOGY-HEMATOLOGY CARE INC,5053 WOOSTER RD,,CINCINNATI,OH,452262326,5137512145,Hematology & Oncology,Medical Oncology,,,,,,,,,,,,,
1972506582,WEYRAUCH'S PHARMACY,4959 KIDRON RD,PO BOX 231,KIDRON,OH,446360231,3308570115,Pharmacy,,,,,,,,,,,,,,
1508869173,SLEEP HEALTH CENTERS LLC,1108 CITY PARK AVE,FL2,COLUMBUS,OH,432063583,6143847433,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1255334868,SALEM AREA VISITING NURSE ASSOCIATION,718 E 3RD ST,STE A,SALEM,OH,444602915,3303329986,Home Health,,,,,,,,,,,,,,
1811990302,AERATECH MEDICAL INC,3677 PEARL RD,,MEDINA,OH,442569072,3307221711,Oxygen Equipment & Supplies,,,,,,,,,,,,,,
1326041898,HEALTHMED PHARMACY,2343 CLEVELAND AVE,,COLUMBUS,OH,432111611,6142635052,Durable Medical Equipment & Medical Supplies,Pharmacy,,,,,,,,,,,,,
1477556017,MARY S. STERN HAND SURGERY FOUNDATION,538 OAK ST,STE 200,CINCINNATI,OH,452192554,5139614263,Specialist,,,,,,,,,,,,,,
1669475968,PROGRESSIVE MORNING CARE LLC,2594 E HIGH AVE,,NEW PHILADELPHIA,OH,446636737,2166616800,Skilled Nursing Facility,,,,,,,,,,,,,,
1205839610,KILBOURNE MEDICAL LABORATORIES INC,665 OHIO PIKE,,CINCINNATI,OH,452452117,5137527300,Clinical Medical Laboratory,,,,,,,,,,,,,,
1871596288,PROGRESSIVE PARMA CARE CENTER LLC,5553 BROADVIEW RD,,PARMA,OH,441341604,2166616800,Skilled Nursing Facility,,,,,,,,,,,,,,
1184627408,KELLY K. OMALIA MD INC.,6265 STATE ROUTE 45,PO BOX 280,BRISTOLVILLE,OH,444020280,3308899009,Family Medicine,,,,,,,,,,,,,,
1922001221,THE FOUNTAINVIEW,250 PARK DR,,DAYTON,OH,454101316,2166616800,Skilled Nursing Facility,,,,,,,,,,,,,,
1093718496,RIVERSIDE RADIOLOGY AND INTERVENTIONAL ASSOCIATES INC,100 E CAMPUS VIEW BLVD,STE 160,COLUMBUS,OH,432354647,6143964750,Diagnostic Radiology,,,,,,,,,,,,,,
1053314435,KIDNEY SERVICES OF WEST CENTRAL OHIO LTD,750 W HIGH ST,STE 100,LIMA,OH,458013959,4192270918,End-Stage Renal Disease (ESRD) Treatment,,,,,,,,,,,,,,
1013919331,PATHOLOGY ASSOCIATES OF ERIE INC,5700 SOUTHWYCK BLVD,,TOLEDO,OH,436141509,8002888325,Clinical Pathology,Cytopathology,Clinical Pathology/Laboratory Medicine,,,,,,,,,,,,
1174525471,CITY OF LEBANON,50 S BROADWAY ST,,LEBANON,OH,450361745,5139323060,Land Transport,,,,,,,,,,,,,,
1487656773,CRESTMONT NURSING HOME NORTH CORP.,24340 SPERRY DR,,WESTLAKE,OH,441451565,4406172103,Nursing Facility/Intermediate Care Facility,,,,,,,,,,,,,,
1831191121,CRYSTAL CARE CENTER OF ASHLAND INC,1251 E MAIN ST,,ASHLAND,OH,448052810,4192819595,Skilled Nursing Facility,,,,,,,,,,,,,,
1376545657,REMEDI SENIORCARE OF OHIO LLC,962 S DORSET RD,ATTENTION FINANCE,TROY,OH,453734705,8002324239,Pharmacy,Long Term Care Pharmacy,,,,,,,,,,,,,
1720080005,CANTON ORTHOTIC LABORATORY INC,811 12TH ST NW,,CANTON,OH,447031927,3304542081,Prosthetic/Orthotic Supplier,,,,,,,,,,,,,,
1972507200,ASHTABULA REGIONAL HOME HEALTH SERVICES,PO BOX 1428,,ASHTABULA,OH,440051428,4409924663,Home Health,,,,,,,,,,,,,,
