1295738243,MEDFUND LLC,240 N WASHINGTON BLVD,,SARASOTA,FL,342365945,9419253490,Magnetic Resonance Imaging (MRI),,,,,,,,,,,,,,
1922001965,HORIZON MRI OF MCKINNEY LLC,240 N WASHINGTON BLVD,,SARASOTA,FL,342365945,9419253490,Magnetic Resonance Imaging (MRI),,,,,,,,,,,,,,
1861495897,HORIZON MRI OF DALLAS LLC,240 N WASHINGTON BLVD,,SARASOTA,FL,342365945,9419253490,Magnetic Resonance Imaging (MRI),,,,,,,,,,,,,,
1124021316,ENGLEWOOD EMERGENCY PHYSICIANS PA,PO BOX 552142,,TAMPA,FL,336550001,8004768646,Emergency Medicine,,,,,,,,,,,,,,
1134122146,COUNTY OF PASCO OFFICE CLERK BOARD OF COUNTY COMMISSIONERS,P. O. BOX 31911,,TAMPA,FL,336313911,8139292729,Land Transport,,,,,,,,,,,,,,
1568465573,GOROVOY M D EYE SPECIALISTS P A,12381 S CLEVELAND AVE,STE 300,FORT MYERS,FL,339073852,2399391444,Ophthalmology,,,,,,,,,,,,,,
1760485940,FIRST RESPONSE MEDICAL CORP,10240 SW 56TH ST,STE 112C,MIAMI,FL,331657070,3054129393,Oxygen Equipment & Supplies,,,,,,,,,,,,,,
1841293859,ATLANTIC ORTHOPAEDIC GROUP PA,1341 MEDICAL PARK DR,STE 201,MELBOURNE,FL,329013235,3217689914,Specialist,,,,,,,,,,,,,,
1912900143,E STREET ENDOSCOPY LLC,616 E ST,,CLEARWATER,FL,337563342,7274470888,Ambulatory Surgical,,,,,,,,,,,,,,
1992708101,HORIZON THREE LLC,240 N WASHINGTON BLVD,,SARASOTA,FL,342365945,9419253490,Magnetic Resonance Imaging (MRI),,,,,,,,,,,,,,
1538162714,FLORIDA NEUROLOGY PA,755 STIRLING CENTER PLACE,,LAKE MARY,FL,32746,4073331718,Specialist,,,,,,,,,,,,,,
1881697035,BRANDON MEDICAL WELLNESS CENTER,807 S PARSONS AVE,,BRANDON,FL,335116063,8136848141,Chiropractor,Family Medicine,Occupational Therapist,,,,,,,,,,,,
1871596015,BEACHES OPEN MRI OF BOYNTON BEACH LLC,1700 W WOOLBRIGHT RD,STE 3,BOYNTON BEACH,FL,334266346,5617323909,Specialist,,,,,,,,,,,,,,
1902809122,PRIMECARE AT TWIN LAKES LLC,1890 LPGA BLVD,SUITE 130,DAYTONA BEACH,FL,321177130,3862742212,Urgent Care,,,,,,,,,,,,,,
1104829316,LAKE HEALTH CARE CENTER INC,910 MOUNT HOMER RD,,EUSTIS,FL,327266258,3523578615,Chiropractor,Family Medicine,Podiatrist,,,,,,,,,,,,
1801899000,WESTVIEW MANOR HEALTH CARE ASSOCIATES INC,3073 HORSESHOE DR S,SUITE 102,NAPLES,FL,341046144,2399633400,Skilled Nursing Facility,,,,,,,,,,,,,,
1336142538,ATRIUM CARE AND REHABILITATION,9960 ATRIUM WAY,,JACKSONVILLE,FL,32225,9047244004,Skilled Nursing Facility,,,,,,,,,,,,,,
1831192970,GREENE REHAB SERVICES PA,333 S. TAMIAMI TRL,SUITE 207,VENICE,FL,342852424,9414842471,Physical Therapy,Rehabilitation,,,,,,,,,,,,,
1487657516,HELEN B BENTLEY FAMILY HEALTH CENTER,3090 SW 37TH AVE,,MIAMI,FL,331334311,3054474950,Federally Qualified Health Center (FQHC),,,,,,,,,,,,,,
1083617195,DYABETIMED LLC,9045 LA FONTANA BLVD,STE C7A,BOCA RATON,FL,334345637,8668070024,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1295738391,CAREMED RESPIRATORY SERVICES INC.,1911 US HWY 301 NORTH,#340,TAMPA,FL,33619,8136217799,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1174526271,ORLANDO SURGERY CENTER II LTD,2000 N ORANGE AVE,,ORLANDO,FL,328045533,4078972000,Ambulatory Surgical,,,,,,,,,,,,,,
1265435333,BLUE RIDGE NURSING CENTER OF MARTINSVILLE AND HENRY COUNTY INC.,3073 HORSESHOE DR S,STE 102,NAPLES,FL,341046144,2399633400,Skilled Nursing Facility,,,,,,,,,,,,,,
1164425229,FIRST IMAGE OPTICAL,17562 HIGHWAY 441,,MOUNT DORA,FL,327576711,3527352020,Eyewear Supplier (Equipment - not the service),,,,,,,,,,,,,,
1053314112,GULFCOAST SURGERY CENTER PA,4947 CLARK RD,,SARASOTA,FL,342333252,9419249282,Ambulatory Surgical,,,,,,,,,,,,,,
1295738367,EMERGENCY MEDICAL SPECIALISTS OF JACKSONVILLE,PO BOX 863026,,ORLANDO,FL,328863026,8002888325,Emergency Medicine,,,,,,,,,,,,,,
1811990963,FIRST COAST EYEWEAR INC,2001 COLLEGE ST,,JACKSONVILLE,FL,322043703,9043555555,Eyewear Supplier (Equipment - not the service),,,,,,,,,,,,,,
1629071774,UNIVERSITY IMAGED GUIDED THERAPHY CENTERS,3848 NW 8TH AVE,STE 200,BOCA RATON,FL,334316437,5613629191,Specialist,,,,,,,,,,,,,,
1184627978,NOVAMED SURGERY CENTER OF ORLANDO LLC,801 N ORANGE AVE,SUITE 630,ORLANDO,FL,328011026,4076500051,Ambulatory Surgical,,,,,,,,,,,,,,
1497758312,TEN BROECK JACKSONVILLE LLC,6300 BEACH BLVD,,JACKSONVILLE,FL,322162708,9047249202,Psychiatric Hospital,,,,,,,,,,,,,,
1194728014,NATIONAL P E T SCAN BROWARD LLC,6622 SOUTHPOINT DR S,SUITE 360,JACKSONVILLE,FL,322168014,9043588441,Radiology,,,,,,,,,,,,,,
1518960426,ESCAMBIA CO BOARD OF COUNTY COMMISS,6575 N W ST,,PENSACOLA,FL,325051714,8504716507,Land Transport,,,,,,,,,,,,,,
1710980693,ADVANCED MEDICAL SUPPLY INC.,1915 WELBY WAY,STE 4,TALLAHASSEE,FL,323084595,8504223777,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1225031040,HORIZON PASADENA LLC,240 N WASHINGTON BLVD,,SARASOTA,FL,342365945,9419253490,Magnetic Resonance Imaging (MRI),,,,,,,,,,,,,,
1740283720,COMPREHENSIVE BREAST CARE CENTERS,1380 NE MIAMI GARDENS DR,STE 105,NORTH MIAMI BEACH,FL,331794708,3059443132,Radiology - Mammography,,,,,,,,,,,,,,
1164425930,ROBERT MORGAN EDUCATIONAL CENTER,18180 SW 122ND AVE,,MIAMI,FL,331772407,3052539920,Public Health or Welfare,,,,,,,,,,,,,,
1255334074,RENEWAL MEDICAL SPECIALISTS,6655 VIA REGINA,,BOCA RATON,FL,334333920,9549149199,Medical Specialty,,,,,,,,,,,,,,
1780687582,HORIZON OPEN MRI OF PLANO LLC,240 N WASHINGTON BLVD,,SARASOTA,FL,342365945,9419253490,Magnetic Resonance Imaging (MRI),,,,,,,,,,,,,,
