0.40000,1881697811,LINDSBORG COMMUNITY HOSPITAL ASSOCIATION,605 W LINCOLN ST,,LINDSBORG,KS,674562328,7852273308,Critical Access,,,,,,,,,,,,,,
0.40000,1770586976,COUNTY OF FRANKLIN,1418 S MAIN ST,STE 1,OTTAWA,KS,660673544,7852293530,Public Health or Welfare,,,,,,,,,,,,,,
0.40000,1629071816,CITY OF WELLINGTON,317 SOUTH WASHINGTON,,WELLINGTON,KS,67152,6203262811,Emergency Medical Technician - Basic,,,,,,,,,,,,,,
0.40000,1003819251,COUNTY OF NORTON,801 N NORTON AVE,,NORTON,KS,676541432,7858775745,Public Health or Welfare,,,,,,,,,,,,,,
0.40000,1558364752,COUNTY OF ELLSWORTH,1603 N AYLWARD AVE,,ELLSWORTH,KS,674392541,7854724488,Public Health - State or Local,,,,,,,,,,,,,,
0.40000,1922001015,TREGO COUNTY LEMKE MEMORIAL HOSPITAL,320 N 13TH ST,,WAKEENEY,KS,676722002,7857432182,Critical Access,,,,,,,,,,,,,,
0.40000,1477556645,COMPLETE MEDICAL HOMECARE,14309 W 95TH ST,,LENEXA,KS,662155210,8005051625,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
0.40000,1881697043,HAYS MEDICAL CENTER INC,2220 CANTERBURY DR,,HAYS,KS,676012370,7856235000,General Acute Care Hospital,,,,,,,,,,,,,,
0.40000,1043213184,C AND H HEALTHCARE LLC,10315 JOHNSON DR,,SHAWNEE,KS,662033065,9136318200,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1063415172,CITY OF EMPORIA,PO BOX 928,,EMPORIA,KS,668010928,6203434232,Emergency Medical Technician - Paramedic,,,,,,,,,,,,,,
0.40000,1760485841,GESSLER DRUG CO INC,1834 MARC AVE,,ANDOVER,KS,670029435,3167332136,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,,
0.40000,1609879469,LIGHTHOUSE HOSPICE PARTNERS LLC,12900 FOSTER,SUITE 400,OVERLAND PARK,KS,660622696,9138142800,Hospice Care - Community Based,,,,,,,,,,,,,,
0.40000,1427051242,BEHAVIORAL HEALTH CENTER,714 S HILLSIDE ST,,WICHITA,KS,672113002,3166607411,Public Health or Welfare,,,,,,,,,,,,,,
0.40000,1669475539,AXTELL ORTHOPEDICS PA,800 MEDICAL CENTER DRIVE,SUITE 240,NEWTON,KS,67114,3162839977,Specialist,,,,,,,,,,,,,,
0.40000,1396748265,STATE OF KANSAS,500 STATE HOSPITAL DRIVE,,OSAWATOMIE,KS,660641813,9137557000,Psychiatric Hospital,,,,,,,,,,,,,,
0.40000,1003819764,HOSPICE SERVICES OF NORTHWEST KANSAS INC,424 8TH ST,PO BOX 116,PHILLIPSBURG,KS,676612513,7855432900,Hospice Care - Community Based,,,,,,,,,,,,,,
0.40000,1366445355,SLEEPCAIR INC,14333 W 95TH ST,,LENEXA,KS,662155210,9134388200,Durable Medical Equipment & Medical Supplies,Oxygen Equipment & Supplies,,,,,,,,,,,,,
0.40000,1124021084,DOUGLAS E BALL OD PA,3120 N PLUM ST,,HUTCHINSON,KS,675022918,6206622355,Optometrist,Eyewear Supplier (Equipment - not the service),,,,,,,,,,,,,
0.40000,1548263155,OSBORNE COUNTY MEMORIAL HOSPITAL,PO BOX 70,,OSBORNE,KS,674730070,7853462121,Critical Access,,,,,,,,,,,,,,
0.40000,1073516787,CLAY CENTER FAMILY PHYSICIANS PA,609 LIBERTY ST,,CLAY CENTER,KS,674321564,7856322181,Health Service,,,,,,,,,,,,,,
0.40000,1629071246,KOECHNER PHARMACIES LLC,101 S 6TH ST,,HIAWATHA,KS,664342306,7857422125,Durable Medical Equipment & Medical Supplies,Community/Retail Pharmacy,Compounding Pharmacy,Long Term Care Pharmacy,,,,,,,,,,,
0.40000,1639172323,CLAY CENTER FAMILY PHYSICIANS,609 LIBERTY ST,,CLAY CENTER,KS,674321564,7856322181,Health Service,,,,,,,,,,,,,,
0.40000,1407859119,COTTONWOOD PEDIATRICS PA,PO BOX 725,,NEWTON,KS,671140725,3162833627,Pediatrics,,,,,,,,,,,,,,
0.40000,1720082050,SPECTRUM HEALTH FOUNDATION,2915 STRONG AVE,,KANSAS CITY,KS,661062144,9138312979,Oxygen Equipment & Supplies,,,,,,,,,,,,,,
0.40000,1215930896,CLOUD COUNTY HEALTH CENTER INC,1100 HIGHLAND DR,FL 3,CONCORDIA,KS,669013923,7852434272,Rural Health,,,,,,,,,,,,,,
0.40000,1487657938,RIDGWAY DRUG,PO BOX 407,,OSBORNE,KS,674730407,7853462136,Pharmacy,,,,,,,,,,,,,,
0.40000,1770586125,RMJB HEALTH INC,1020 ELMHURST BLVD,,CONCORDIA,KS,669013900,7852434414,Community/Retail Pharmacy,,,,,,,,,,,,,,
0.40000,1467455741,COUNTY OF CHEYENNE,125 WEST US HIGHWAY 36,PO BOX 453,SAINT FRANCIS,KS,677560453,7853328888,Land Transport,,,,,,,,,,,,,,
0.40000,1437152766,KIOWA DISTRICT HOSPITAL,1002 S 4TH ST,,KIOWA,KS,670701825,6208254131,Critical Access,,,,,,,,,,,,,,
0.40000,1346243680,LAWRENCE SURGERY CENTER LLC,1112 W 6TH ST,STE 220,LAWRENCE,KS,660442249,7858320588,Ambulatory Surgical,,,,,,,,,,,,,,
0.40000,1609878925,COUNTY OF MARION,202 S 3RD ST,SUITE B,MARION,KS,668611659,6203823271,Land Transport,,,,,,,,,,,,,,
0.40000,1184628455,TECHS INC,PO BOX 109,,HOLTON,KS,664360109,7853641911,Land Transport,,,,,,,,,,,,,,
0.40000,1184628166,FRAESE DRUG COMPANY INC,PO BOX 2458,,HUTCHINSON,KS,675042458,6202009325,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,,
0.40000,1760486690,COFFEY COUNTY MEDICAL CENTER,PO BOX 289,,BURLINGTON,KS,668390289,6203645395,Family Medicine,Orthopaedic Surgery,,,,,,,,,,,,,
0.40000,1932103876,MICHAEL J KEEFER O.D. P.A.,PO BOX 130,,BELLEVILLE,KS,669350130,7855272965,Optometrist,,,,,,,,,,,,,,
0.40000,1841294600,WESTVIEW MANOR HEALTH CARE ASSOCIATES INC,1007 JOHNSTOWN AVE,,SALINA,KS,674013021,7858237107,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1609870484,US X-RAY LLC,11201 STRANG LINE ROAD,,LENEXA,KS,662154040,9133859729,Portable X-ray and/or Other Portable Diagnostic Imaging Supplier,,,,,,,,,,,,,,
0.40000,1285638858,CENTER FOR INDEPENDENT LIVIND FOR SW KS,111 W GRANT AVE,,GARDEN CITY,KS,678465412,6202761900,Case Management,,,,,,,,,,,,,,
0.40000,1437153038,CITY OF LAWRENCE,1911 STEWART AVE,,LAWRENCE,KS,660462516,7858307000,Land Transport,,,,,,,,,,,,,,
0.40000,1184628646,KINGS CAMP INC,PO BOX 215,,GODDARD,KS,670520215,3167942913,Residential Treatment Facility - Mental Retardation and/or Developmental Disabilities,,,,,,,,,,,,,,
0.40000,1003810466,REBOUND PHYSICAL THERAPY INC.,5220 SW 17TH ST,SUITE 130,TOPEKA,KS,666042458,7852715533,Physical Therapist,Orthopedic,,,,,,,,,,,,,
0.40000,1457355885,COUNTY OF STAFFORD,636 E. 4TH,,ST. JOHN,KS,67576,6205493765,Ambulance,Land Transport,,,,,,,,,,,,,
0.40000,1952305377,AMERICAN MEDICAL EQUIPMENT INC,1401 W 4TH ST,,COFFEYVILLE,KS,673373305,6202518257,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
0.40000,1972507390,CITY OF KINGMAN,PO BOX 168,,KINGMAN,KS,670680168,6205325624,Land Transport,,,,,,,,,,,,,,
0.40000,1346245701,GEARY COUNTY HOSPITAL,1310 W ASH ST,SUITE B,JUNCTION CITY,KS,664413466,7857622653,Home Health,,,,,,,,,,,,,,
0.40000,1710982046,JOINT CITY COUNTY BOARD OF HEALTH,125 W ELM ST,,SALINA,KS,674012315,7858266602,Public Health or Welfare,,,,,,,,,,,,,,
0.40000,1326043613,CITY OF INDEPENDENCE,120 N 6TH ST,,INDEPENDENCE,KS,673013759,6203322528,Land Transport,,,,,,,,,,,,,,
0.40000,1033114277,SEDAN CITY HOSPITAL,PO BOX C,,SEDAN,KS,673610427,6207253115,Critical Access,,,,,,,,,,,,,,
0.40000,1326043423,CITY OF LINN,PO BOX 66,,LINN,KS,669530066,7853485360,Land Transport,,,,,,,,,,,,,,
0.40000,1447255633,MENNONITE BOARD OF MISSIONS AND CHARITIES OF KANSAS INC,200 W CEDAR ST,,HESSTON,KS,670628100,6203274261,Skilled Nursing Facility,,,,,,,,,,,,,,
