0.40000,1316940216,PROFESSIONAL HOME HEALTH CARE DE SANTA FE Y LOS ALAMOS,10 CALLE MEDICO,,SANTA FE,NM,875054724,5059828581,Home Health,,,,,,,,,,,,,,
0.40000,1912900754,ANESTHESIA ASSOCIATES OF NEW MEXICO P C,1720 LOUISIANA BLVD NE,STE 401,ALBUQUERQUE,NM,871107020,5052604300,Specialist,,,,,,,,,,,,,,
0.40000,1427051002,CLAYTON HEALTH SYSTEMS INC,PO BOX 489,300 WILSON STREET,CLAYTON,NM,884150489,5753742585,Critical Access,,,,,,,,,,,,,,
0.40000,1316940026,SANTA FE COUNTY,35 CAMINO JUSTICIA,,SANTA FE,NM,875088501,5059923071,Land Transport,,,,,,,,,,,,,,
0.40000,1235132820,SIERRA HEALTH CARE INC,1400 N SILVER ST,,TRUTH OR CONSEQUENCES,NM,879011957,5758947855,Nursing Facility/Intermediate Care Facility,,,,,,,,,,,,,,
0.40000,1487657862,FILLMORE EYE CLINIC ASC,1124 10TH ST,,ALAMOGORDO,NM,883106414,5754341200,Ambulatory Surgical,,,,,,,,,,,,,,
0.40000,1013910348,BASIN HOME HEALTH INC.,200 N ORCHARD AVE,,FARMINGTON,NM,874016225,5053258231,Home Health,Hospice Care - Community Based,,,,,,,,,,,,,
0.40000,1396748661,ZUNI HOME HEALTH CARE AGENCY,PO BOX 339,,ZUNI,NM,873270339,5057825544,Home Health,,,,,,,,,,,,,,
0.40000,1912900259,ALLERGY & ASTHMA CENTER OF THE SOUTHWEST,1141 MALL DR,STE A-B,LAS CRUCES,NM,880118194,5755222400,Allergy & Immunology,,,,,,,,,,,,,,
0.40000,1346242575,NEW MEXICO HEART INSTITUTE P A,502 ELM ST NE,,ALBUQUERQUE,NM,871022512,5058411000,Cardiovascular Disease,Thoracic Surgery (Cardiothoracic Vascular Surgery),,,,,,,,,,,,,
0.40000,1912901265,PATHWAYS INC.,2551 COORS NW,,ALBUQUERQUE,NM,87120,5053383320,Case Management,,,,,,,,,,,,,,
0.40000,1780686907,ZUNI MEDICAL SUPPLY ENTERPRISE,PO BOX 339,,ZUNI,NM,873270339,5057822434,Durable Medical Equipment & Medical Supplies,Oxygen Equipment & Supplies,,,,,,,,,,,,,
0.40000,1073517058,ROOSEVELT COUNTY SPECIAL HOSPITAL DISTRICT,PO BOX 868,,PORTALES,NM,881300868,5753591800,General Acute Care Hospital,,,,,,,,,,,,,,
0.40000,1780689034,EL CENTRO FAMILY HEALTH,538 N PASEO DE ONATE,P.O. BOX 158,ESPANOLA,NM,875322618,5057537218,Federally Qualified Health Center (FQHC),,,,,,,,,,,,,,
0.40000,1548265713,MILAGRO MEDICAL GROUP PC,314 W HOUGHTON ST,,SANTA FE,NM,875058849,5055778282,Hospitalist,,,,,,,,,,,,,,
0.40000,1821093378,CALMAR INC.,5010 LOMAS BLVD NE,,ALBUQUERQUE,NM,871106342,5052561610,,,,,,,,,,,,,,,
0.40000,1730185158,PODIATRY ASSOCIATES OF NEW MEXICO LTD,8300 CARMEL AVE NE,STE 501,ALBUQUERQUE,NM,871223125,5057971001,Foot & Ankle Surgery,,,,,,,,,,,,,,
0.40000,1952307126,MED FLIGHT AIR AMBULANCE INC,2301 YALE BLVD SE,STE D3,ALBUQUERQUE,NM,871064355,5058424433,Air Transport,,,,,,,,,,,,,,
0.40000,1326044512,INFECTIOUS DISEASES AND INTERNAL MEDICINE,500 WALTER ST NE,STE 104,ALBUQUERQUE,NM,871022541,5058483730,Specialist,,,,,,,,,,,,,,
0.40000,1356347439,RENAL MEDICINE ASSOCIATES LTD.,3821 MASTHEAD ST NE,,ALBUQUERQUE,NM,871094679,5059987400,Specialist,,,,,,,,,,,,,,
0.40000,1063418960,WOMENS SPECIALISTS OF NEW MEXICO LTD,201 CEDAR ST SE,STE 5640,ALBUQUERQUE,NM,87106,5058436168,Obstetrics & Gynecology,,,,,,,,,,,,,,
0.40000,1376540781,GERIATRICS ASSOCIATES PC,8210 LOUISIANA BLVD NE,SUITE C,ALBUQUERQUE,NM,871131760,5058581222,Geriatric Medicine,,,,,,,,,,,,,,
0.40000,1609873900,LOWELLS PHARMACY LLC,612 N 13TH ST,STE A,ARTESIA,NM,882101112,5757466681,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,,
0.40000,1750388963,DULCE HEALTH CENTER,500 NORTH MUNDO,,DULCE,NM,87528,5057593291,Public Health - Federal,General Acute Care Hospital,,,,,,,,,,,,,
0.40000,1619974763,DR. BRIAN DELAHOUSSAYE,PO BOX 1420,,LAS CRUCES,NM,880041420,5055326054,Health Maintenance Organization,,,,,,,,,,,,,,
0.40000,1972500957,LA VIDA LLENA,10701 MONTGOMERY BLVD NE,SUITE F,ALBUQUERQUE,NM,871113816,5059234834,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1114924024,SOUTHWEST NEUROSURGICAL ASSOCIATES PC,8080 ACADEMY RD NE,SUITE B,ALBUQUERQUE,NM,871111159,5052440080,Neurological Surgery,,,,,,,,,,,,,,
0.40000,1306843180,HIDALGO MEDICAL SERVICES,530 DE MOSS ST,HIDALGO MEDICAL SERVICES,LORDSBURG,NM,880452618,5755428384,Federally Qualified Health Center (FQHC),,,,,,,,,,,,,,
0.40000,1275531535,ENMU-ROSWELL,PO BOX 6000,,ROSWELL,NM,882026000,5056247233,Nurse Practitioner,,,,,,,,,,,,,,
0.40000,1538167689,LIN-MAR DURABLE MEDICAL EQUIPMENT,PO BOX 1379,,HOBBS,NM,882411379,5059377070,Oxygen Equipment & Supplies,,,,,,,,,,,,,,
0.40000,1730188426,ROYCE E. JONES & JOHN D. CALEY PTR,105 WRANGLER WAY,,CLOVIS,NM,881019361,5736865550,Nurse Anesthetist - Certified Registered,,,,,,,,,,,,,,
0.40000,1346249968,GUADALUPE COUNTY,117 CAMINO DE VIDA,100,SANTA ROSA,NM,884352874,5754723417,General Acute Care Hospital,,,,,,,,,,,,,,
0.40000,1780683292,WOMEN'S MEDICAL CENTER LLP,2000 W 21ST ST,SUITE A-1,CLOVIS,NM,881014087,5057628055,Obstetrics & Gynecology,,,,,,,,,,,,,,
0.40000,1588663694,CECIL C SANDOVAL DDS PA,601 DALIES AVE,,BELEN,NM,870023615,5058648912,Dentist,,,,,,,,,,,,,,
0.40000,1891794731,CARLSBAD MENTAL HEALTH CENTER,914 N CANAL ST,,CARLSBAD,NM,882205110,5058854836,Addiction (Substance Use Disorder),Mental Health,Professional,Clinical,Marriage & Family Therapist,,,,,,,,,,
0.40000,1245239185,MJRX II LLC,1445 WYOMING BLVD NE,,ALBUQUERQUE,NM,871123849,5052994496,Community/Retail Pharmacy,Long Term Care Pharmacy,,,,,,,,,,,,,
0.40000,1710987680,CITY OF ARTESIA,PO BOX 1310,,ARTESIA,NM,88211,5757462122,Land Transport,,,,,,,,,,,,,,
0.40000,1568462497,JEFFREY S SOLLINS MD PC,7510 MONTGOMERY BLVD NE,SUITE 203,ALBUQUERQUE,NM,871091500,5058555545,Internal Medicine,,,,,,,,,,,,,,
0.40000,1891795589,BLOOMFIELD CHIROPRACTOR CENTER INC,308 N 1ST ST,,BLOOMFIELD,NM,874135305,5056321111,Chiropractor,,,,,,,,,,,,,,
0.40000,1366442865,TURQUOISE TRAIL PHYSICAL THERAPY AND REHABILITATION,PO BOX 29269,,SANTA FE,NM,875929269,5059842032,Rehabilitation,,,,,,,,,,,,,,
0.40000,1629078126,TURQUOISE TRAIL PHYSICAL THERAPY,PO BOX 29269,,SANTA FE,NM,875929269,,Rehabilitation,,,,,,,,,,,,,,
0.40000,1477554855,INTEGRATED CONCEPTS,3807 ACADEMY PARKWAY S NE,,ALBUQUERQUE,NM,871094410,5053459299,Durable Medical Equipment & Medical Supplies,Pharmacy,,,,,,,,,,,,,
0.40000,1114928298,ZIA FAMILY MEDICINE PC,PO BOX 1560,,LAS CRUCES,NM,880041560,5056478366,Family Medicine,,,,,,,,,,,,,,
0.40000,1265434807,SOUTHWEST HEALTHCARE ASSOCIATES LLC,PO BOX 1560,,LAS CRUCES,NM,880041560,5756478366,Internal Medicine,,,,,,,,,,,,,,
0.40000,1598757668,PAUL FEIL MD PC,2437 S TELSHOR BLVD,,LAS CRUCES,NM,880115049,5755222777,Internal Medicine,Pulmonary Disease,Sleep Medicine,,,,,,,,,,,,
0.40000,1942292149,IMMEDICARE CARE CLINIC PC,721 MECHEM DR,SIERRA MALL,RUIDOSO,NM,883456911,5056305300,Family Medicine,,,,,,,,,,,,,,
0.40000,1215929435,SRIRENGAM MURALIDHASAN MD LLC,PO BOX 1560,,LAS CRUCES,NM,880041560,5756478366,Family Medicine,,,,,,,,,,,,,,
0.40000,1649262502,KARE INC,100 LLANO ST,,AZTEC,NM,874102172,5053346411,Pharmacist,,,,,,,,,,,,,,
0.40000,1447242250,PRECISION EYE CENTER,8000 PASEO DEL NORTE NE,BUILDING E,ALBUQUERQUE,NM,871222983,5052911711,Optometrist,,,,,,,,,,,,,,
0.40000,1154313773,CITY OF LOVINGTON,213 S. LOVE ST,PO BOX 1269,LOVINGTON,NM,882601269,5753962359,Ambulance,,,,,,,,,,,,,,
0.40000,1780677039,CIBOLA GENERAL HOSPITAL CORPORATION,1016 E ROOSEVELT AVE,,GRANTS,NM,870202118,5052875300,Critical Access,,,,,,,,,,,,,,
0.40000,1033102314,DRS. GUTOWSKI & SONNENMOSER,159 MESCALERO TRL STE 1,,RUIDOSO,NM,883456089,5752575029,Optometrist,,,,,,,,,,,,,,
0.40000,1912990151,DERMATOLOGY CONSULTANTS OF ALBUQUERQUE PC,8316 KASEMAN CT NE,,ALBUQUERQUE,NM,871107639,5052925850,Dermatology,,,,,,,,,,,,,,
0.40000,1295728301,LUNG & SLEEP ASSOCIATES OF LAS CRUCES LLC,205 W BOUTZ RD,BLDG 1,LAS CRUCES,NM,880053262,5755327000,Internal Medicine,Critical Care Medicine,Pulmonary Disease,,,,,,,,,,,,
0.40000,1730172735,MUGLIN LLC,711 W ALAMEDA ST,,ROSWELL,NM,882034403,5056234448,Internal Medicine,,,,,,,,,,,,,,
0.40000,1871586081,ARROYO FOOT & ANKLE CLINIC INC,780 S WALNUT ST,STE 3,LAS CRUCES,NM,880011425,5055253980,Podiatrist,,,,,,,,,,,,,,
0.40000,1487647434,X PRESS CARE LLP,2021 W 21ST ST,PO BOX 5025,CLOVIS,NM,881025025,5057627331,Urgent Care,,,,,,,,,,,,,,
0.40000,1306839253,CITY OF SANTA ROSA,141 S 5TH ST,PO BOX 429,SANTA ROSA,NM,884352369,5054723404,Land Transport,,,,,,,,,,,,,,
0.40000,1164415782,ROBERT MULLAN DPM INC,1400 EL PASEO RD,,LAS CRUCES,NM,880016018,5755222776,Podiatrist,,,,,,,,,,,,,,
0.40000,1508859976,RICHARD BALL MD PC,6100 PAN AMER E FWY,SUITE 455,ALBUQUERQUE,NM,871093460,5058231145,Orthopaedic Surgery,,,,,,,,,,,,,,
0.40000,1760476139,NEUROLOGY ASSOCIATES OF MESILLA VALLEY PC,3855 FOOTHILLS DRIVE,,LAS CRUCES,NM,88011,5755328561,Neurology,,,,,,,,,,,,,,
0.40000,1669466900,CLOVIS VISION ASSOCIATES PA,PO BOX 700,,CLOVIS,NM,881020700,5757635522,Optometrist,,,,,,,,,,,,,,
0.40000,1306830450,SAN MIGUEL CLINIC CORP DBA NORTHERN NEW MEXICO UROLOGY,2301 7TH ST,,LAS VEGAS,NM,877014966,5054544000,Urology,,,,,,,,,,,,,,
0.40000,1447245667,MIMBRES PROFESSIONAL ANESTHESIA SERVICE,2311 RANCH CLUB RD,,SILVER CITY,NM,880617807,5053884782,Nurse Anesthetist - Certified Registered,,,,,,,,,,,,,,
0.40000,1487649638,SILVER ANESTHESIA SERVICES INC,1405 N FLORIDA ST,,SILVER CITY,NM,880614225,5053881376,Nurse Anesthetist - Certified Registered,,,,,,,,,,,,,,
0.40000,1700871993,LCT INC,62002 NBU20,,ESPANOLA,NM,875322711,5057478639,Nurse Anesthetist - Certified Registered,,,,,,,,,,,,,,
0.40000,1710972567,JOHN MCNEILL DDS PC,2401 E 30TH ST,BLDG 2,FARMINGTON,NM,874018986,5053262611,Oral and Maxillofacial Surgery,,,,,,,,,,,,,,
0.40000,1922094770,NM DEPARTMENT OF HEALTH,72 GALL HARRIS,,ROSWELL,NM,882038116,5753473410,Community/Behavioral Health,Rehabilitation - Substance Use Disorder Unit,Rehabilitation Hospital,Special Hospital,,,,,,,,,,,
0.40000,1316933344,SF SPORTS MED & REHAB INC,104 OLD LAS VEGAS HWY,,SANTA FE,NM,875058199,5059924995,Physical Therapist,,,,,,,,,,,,,,
0.40000,1386630242,VILLAGE OF CAUSEY,116 MAIN ST,BOX 79,CAUSEY,NM,881139717,5052734249,Emergency Medical Technician - Intermediate,,,,,,,,,,,,,,
0.40000,1043207285,DAVID N EWING MD PC,2741 INDIAN SCHOOL RD NE,,ALBUQUERQUE,NM,871062653,5052556002,Psychiatry,,,,,,,,,,,,,,
0.40000,1720075880,ACTIVE SOLUTIONS THERAPY SERV INC,PO BOX 896,,EDGEWOOD,NM,870150896,5052867838,Orthopedic,,,,,,,,,,,,,,
0.40000,1407843311,FAMILY DIMENSIONS INC.,1201 EUBANK BLVD NE,SUITE 6,ALBUQUERQUE,NM,871125386,5052921554,Professional,Clinical,Marriage & Family Therapist,,,,,,,,,,,,
0.40000,1598753246,NEW MEXICO EAR NOSE & THROAT SPECIALISTS PC,401 EDITH BLVD NE,,ALBUQUERQUE,NM,871022509,5052438030,Otolaryngology,,,,,,,,,,,,,,
0.40000,1639167497,TOWN OF TATUM,PO BOX 156,,TATUM,NM,882670156,5053984633,Ambulance,,,,,,,,,,,,,,
0.40000,1346238110,OTERO COUNTY COUNCIL ON ALCOHOL ABUSE AND ALCOHOLISM,PO BOX 1561,,ALAMOGORDO,NM,883111561,5054378942,Substance Abuse Rehabilitation Facility,,,,,,,,,,,,,,
0.40000,1073501508,MEDICAL ASSOCIATES OF NORTHERN NEW MEXICO,3917 WEST RD,SUITE A,LOS ALAMOS,NM,875442275,5056618900,Family Medicine,Internal Medicine,Cardiovascular Disease,,,,,,,,,,,,
0.40000,1164410528,OMNISLEEP LLC,6500 JEFFERSON ST NE,SUITE 100,ALBUQUERQUE,NM,871093489,5058438758,Neurology,Specialist/Technologist,Respiratory Therapist - Certified,Respiratory Therapist - Registered,Specialist/Technologist - Other,Sleep Disorder Diagnostic,Durable Medical Equipment & Medical Supplies,,,,,,,,
0.40000,1215925417,FORT BAYARD MEDICAL CENTER,PO BOX 36219,,FT BAYARD,NM,880366219,5055373302,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1417945494,PHARMACY CAPITAL LLC,717 ENCINO PL NE,STE 1,ALBUQUERQUE,NM,871022611,5052433777,Pharmacy,Community/Retail Pharmacy,Compounding Pharmacy,,,,,,,,,,,,
0.40000,1891783767,MONTGOMERY HEALTH OFFICES,200 W LEA ST,,HOBBS,NM,882405110,5053917477,Community Health,,,,,,,,,,,,,,
0.40000,1477542041,SUMMIT REHABILITATION LLC,722 E FLORIDA ST,,DEMING,NM,880305310,5055462555,Physical Therapist,,,,,,,,,,,,,,
0.40000,1306835970,STEVENS CHIROPRACTIC CENTER LLC,PO BOX 1518,,DEMING,NM,880311518,5055462555,Chiropractor,,,,,,,,,,,,,,
0.40000,1114916319,NEW MEXICO BEHAVIORAL HEALTH INSTITUTE,3695 HOT SPRINGS BLVD,,LAS VEGAS,NM,877019549,5054542190,Nursing Facility/Intermediate Care Facility,,,,,,,,,,,,,,
0.40000,1891784088,VASPRO INC,10400 ACADEMY RD NE,SUITE 340,ALBUQUERQUE,NM,871111229,5052981558,Nurse Practitioner,,,,,,,,,,,,,,
0.40000,1881683084,NATIONAL CLINICAL TECHNOLOGY,10400 ACADEMY RD NE,SUITE 230,ALBUQUERQUE,NM,871111229,5052981558,Technician - Other,,,,,,,,,,,,,,
0.40000,1750370847,CHILDREN'S TREATMENT CENTER,6611 GULTON CT NE,,ALBUQUERQUE,NM,871094407,5052963965,Community/Behavioral Health,Community Based Residential Treatment Facility - Mental Illness,,,,,,,,,,,,,
0.40000,1215927215,EAST MOUNTAIN EYE CLINIC PC,PO BOX 400,,EDGEWOOD,NM,870150400,5052862020,,,,,,,,,,,,,,,
0.40000,1659361418,DERMATOLOGY CENTER PC,2525 S TELSHOR BLVD,BUILDING 15 SUITE 200,LAS CRUCES,NM,880119148,5055223636,Dermatology,,,,,,,,,,,,,,
0.40000,1316937964,KIDSKARE P.C.,1405 S VALLEY DR STE 200,,LAS CRUCES,NM,880053132,5755325437,General Practice,,,,,,,,,,,,,,
0.40000,1982694469,HORIZON HOME HEALTH SERVICES INC,727 E UTE ST,,FARMINGTON,NM,874019122,5053262525,Home Health,,,,,,,,,,,,,,
