1437152626,BREWER MEDICAL SERVICES INC,2724 N JACKSON HWY,,SHEFFIELD,AL,356603431,2563899393,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1891798930,UCHEE PINES LIFESTYLE CENTER,30 UCHEE PINES ROAD,#75,SEALE,AL,368755715,3348554763,Specialist,,,,,,,,,,,,,,
1275536385,ALABAMA EYE & CATARACT CENTER PC,1201 11TH AVE S,STE 501,BIRMINGHAM,AL,352053423,2059300930,Specialist,,,,,,,,,,,,,,
1437152212,NEWMANS MEDICAL SERVICES INC.,3500 COTTAGE HILL RD,,MOBILE,AL,366096589,2514711541,Land Transport,,,,,,,,,,,,,,
1568465110,CHATTAHOOCHEE VALLEY HOSPITAL SOCIETY,4800 48TH ST,,VALLEY,AL,368543666,3347561436,Skilled Nursing Facility,,,,,,,,,,,,,,
1609879220,CULLMAN COUNTY MEDICAL CLINIC INC,1910 CHEROKEE AVE. SW,,CULLMAN,AL,35055,2567393500,,,,,,,,,,,,,,,
1801899463,PILCHER-MCBRYDE DRUG COMPANY,PO BOX 1168,,SELMA,AL,367021168,3348757208,,,,,,,,,,,,,,,
1558364802,MOBILE INFIRMARY ASSOCIATION,PO BOX 2144,,MOBILE,AL,366522144,2514354700,General Acute Care Hospital,,,,,,,,,,,,,,
1437151792,CARL AND ASSOCIATES INC,7856 WESTSIDE PARK DR,STE C,MOBILE,AL,366958539,2516338090,Durable Medical Equipment & Medical Supplies,Pharmacy,,,,,,,,,,,,,
1588666846,ALABAMA OXYGEN AND MEDICAL EQUIPMENT,930 KEITH AVE,,ANNISTON,AL,362074763,2562407215,Oxygen Equipment & Supplies,,,,,,,,,,,,,,
1598769838,JUSTICE REXALL DRUG STORE INC,406 MEDICAL PARK DR,,ATMORE,AL,365023016,2513683189,Oxygen Equipment & Supplies,,,,,,,,,,,,,,
1548262850,PROFESSIONAL HEALTH CARE SERVICES INC,PO BOX 1137,,FAIRHOPE,AL,365331137,2519284922,Durable Medical Equipment & Medical Supplies,Parenteral & Enteral Nutrition,Oxygen Equipment & Supplies,,,,,,,,,,,,
1326040379,FLORENCE MRI DIAGNOSTIC,552 W ALABAMA ST,,FLORENCE,AL,356306005,2567642910,Specialist,,,,,,,,,,,,,,
1568466597,JANE PEARSON MD PA,2660 10TH AVE S,STE 520,BIRMINGHAM,AL,352051605,2059390196,Neurology,,,,,,,,,,,,,,
1346244399,LAKESIDE HOSPICE INC.,PO BOX 544,,PELL CITY,AL,351250544,2058841111,Hospice Care - Community Based,,,,,,,,,,,,,,
1992709943,AMERICAN HOMECARE HOSPICE INC,3235 OLD SYLACAUGA HWY,,SYLACAUGA,AL,351507831,2562459212,Hospice Care - Community Based,,,,,,,,,,,,,,
1205830999,ORANGE BEACH FAMILY PHARMACY,25299 A CANAL ROAD #6,,ORANGE BEACH,AL,36561,2519812255,Durable Medical Equipment & Medical Supplies,Pharmacy,,,,,,,,,,,,,
1821092230,BOAZ DISCOUNT DRUGS INC,PO BOX 573,,BOAZ,AL,359570573,2565936546,,,,,,,,,,,,,,,
1225032659,COMPLETE PATIENT SERVICES LLC,4333 BOULEVARD PARK N,,MOBILE,AL,366093422,2514600300,Durable Medical Equipment & Medical Supplies,Pharmacy,,,,,,,,,,,,,
1154326445,TOWN OF ARITION RESCUE SQUAD,PO BOX 183,,ARITON,AL,363110183,3347622399,Land Transport,,,,,,,,,,,,,,
1629073713,LIFE CARE HOSPICE,2108 ALABAMA HIGHWAY 157,,CULLMAN,AL,35058,2567341170,Hospice Care - Community Based,,,,,,,,,,,,,,
1891790861,EPISCOPAL FOUNDATION OF JEFFERSON COUNTY ST. MARTIN'S IN THE PINES,4941 MONTEVALLO RD,,BIRMINGHAM,AL,352102418,2059561831,Skilled Nursing Facility,,,,,,,,,,,,,,
1063417533,WORDS PLUS INC,749 COUNTY ROAD 54,,BREMEN,AL,350334227,8008698521,Customized Equipment,,,,,,,,,,,,,,
1316942808,ALABAMA WHEELCHAIR SPECIALISTS INC,410 10TH AVE S,STE B,BIRMINGHAM,AL,352054524,2053223250,Customized Equipment,,,,,,,,,,,,,,
1972509453,RESURRECTION LIFE CENTER,1240 COUNTY ROAD 39,,DEATSVILLE,AL,360222536,3342630618,Skilled Nursing Facility,,,,,,,,,,,,,,
1669478152,CORNERSTONE FITNESS AND WELLNESS,PO DRAWER 1200,110 BAKER AVE,CLANTON,AL,35046,2052806450,Physical Therapist,Occupational Therapist,,,,,,,,,,,,,
1962408310,USA HEALTHCARE LTC LLC,401 ARNOLD ST NE,,CULLMAN,AL,350551919,2567394409,Skilled Nursing Facility,,,,,,,,,,,,,,
1104822550,USA HEALTHCARE ADAMS LLC,1555 HILLABEE ST,,ALEXANDER CITY,AL,350102346,2563290847,Skilled Nursing Facility,,,,,,,,,,,,,,
1942206461,GREENE COUNTY AMBULANCE SERVICES,PO BOX 431,,EUTAW,AL,354620431,2053724934,Land Transport,,,,,,,,,,,,,,
1245236645,USA HEALTHCARE FALKVILLE LLC,10 WEST THIRD STREET,,FALKVILLE,AL,356225041,2567845291,Skilled Nursing Facility,,,,,,,,,,,,,,
1568468833,USA HEALTHCARE MORGAN LLC,PO BOX 1821,,DECATUR,AL,356021821,2563405745,Skilled Nursing Facility,,,,,,,,,,,,,,
1811993181,USA HEALTHCARE WOODLAND VILLAGE LLC,1900 OLIVE ST SW,,CULLMAN,AL,350557202,2567391430,Skilled Nursing Facility,,,,,,,,,,,,,,
1881690154,HALEYVILLE HEALTH CARE CENTER INC,2201 11TH AVE,PO BOX 160,HALEYVILLE,AL,355651613,2054869478,Skilled Nursing Facility,,,,,,,,,,,,,,
1992701262,USA HEALTHCARE CULLMAN LLC,1607 MAIN AVE NE,,CULLMAN,AL,350555920,2567348745,Skilled Nursing Facility,,,,,,,,,,,,,,
1710983762,USA HEALTHCARE WOODLAND HAUS LLC,1900 OLIVE ST SW,,CULLMAN,AL,350557202,2567392988,Assisted Living Facility,,,,,,,,,,,,,,
1740286541,TURENNE PHARMEDCO INC.,355 INDUSTRIAL PARK BLVD,,MONTGOMERY,AL,361175550,3342440200,Parenteral & Enteral Nutrition,,,,,,,,,,,,,,
1669478236,D & J OPTICAL INC,578 ANDREWS AVE,,OZARK,AL,363603702,3347749396,Optometrist,,,,,,,,,,,,,,
1609872290,MAIN AND ASSOCIATES INC,745 SOUTHERN SPRINGS RD,,UNION SPRINGS,AL,360896643,3347385590,Skilled Nursing Facility,,,,,,,,,,,,,,
1215934872,BONNERS INC.,207 GILMER AVE,,TALLASSEE,AL,360781209,3342835625,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1043217375,WHEAT NURSING HOME INC,703 17TH ST NW,,ALICEVILLE,AL,354421426,2053736307,Skilled Nursing Facility,,,,,,,,,,,,,,
1205833456,NUSHOP LLC,6046 HIGHWAY 53,,HARVEST,AL,357499538,2568582288,Community/Retail Pharmacy,,,,,,,,,,,,,,
1821095167,PATHOLOGY LABORATORY ASSOCIATES P.A.,PO BOX 160105,,MOBILE,AL,366161105,2513420030,Clinical Medical Laboratory,,,,,,,,,,,,,,
1306843305,ETHER BUNNY INC,PO BOX 969,,MAGNOLIA SPRINGS,AL,365550969,2519655393,Anesthesiology,Pain Medicine,,,,,,,,,,,,,
1063419141,MERCY MEDICAL,PO BOX 1090,,DAPHNE,AL,365261090,2516214250,Rehabilitation Hospital,Skilled Nursing Facility,,,,,,,,,,,,,
1881691954,GODBEE MEDICAL DISTRIBUTORS,PO BOX 530156,,BIRMINGHAM,AL,352530156,8658069997,Durable Medical Equipment & Medical Supplies,Parenteral & Enteral Nutrition,Oxygen Equipment & Supplies,,,,,,,,,,,,
1417954488,MARBLE CITY PHARMACY INC,264 W FORT WILLIAMS ST,,SYLACAUGA,AL,351502432,2562454446,Pharmacist,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,
1184621120,NEW HORIZONS WELLNESS CENTER,300 N EDWARDS ST,,ENTERPRISE,AL,363302508,3343474343,Primary Care,,,,,,,,,,,,,,
1831196591,DURABLE MEDICAL EQUIPMENT RENTAL & SALES INC,244 WOODBRIDGE LN,,BIRMINGHAM,AL,352427112,2059911006,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1780681452,SECURE HEALTH SYSTEMS,974 PLANTATION WAY,,MONTGOMERY,AL,361172286,3342701342,Parenteral & Enteral Nutrition,Oxygen Equipment & Supplies,,,,,,,,,,,,,
1851399596,BRYAN PHARMACY INC.,736 GLOVER AVE.,,ENTERPRISE,AL,363302018,3343475111,Durable Medical Equipment & Medical Supplies,Pharmacy,,,,,,,,,,,,,
1316945975,MCGUFFEY HEALTHCARE L.L.C,2301 RAINBOW DR,,GADSDEN,AL,359015517,2565433467,Skilled Nursing Facility,,,,,,,,,,,,,,
1073511465,BORDEN COMPANY LLC,3190 AL HIGHWAY 157,,CULLMAN,AL,350580686,2567347535,Community/Retail Pharmacy,,,,,,,,,,,,,,
1083612295,MARTHA JO CHRISTIAN MD PC,1716 TEMPLE AVE N,,FAYETTE,AL,355551309,2059322497,Internal Medicine,,,,,,,,,,,,,,
