17705,05452,ESSEX JUNCTION,VT,44.49,-73.11
16970,05701,RUTLAND,VT,43.60,-72.97
16845,05401,BURLINGTON,VT,44.48,-73.22
15655,05403,SOUTH BURLINGTON,VT,44.44,-73.21
13766,05446,COLCHESTER,VT,44.53,-73.15
13551,05641,BARRE,VT,44.20,-72.50
12191,05478,SAINT ALBANS,VT,44.81,-73.08
12180,05201,BENNINGTON,VT,42.87,-73.18
12127,05301,BRATTLEBORO,VT,42.86,-72.57
11914,05468,MILTON,VT,44.63,-73.11
10117,05602,MONTPELIER,VT,44.26,-72.57
9087,05495,WILLISTON,VT,44.43,-73.07
8454,05408,BURLINGTON,VT,44.48,-73.27
7482,05156,SPRINGFIELD,VT,43.28,-72.47
6966,05753,MIDDLEBURY,VT,44.00,-73.15
6872,05819,SAINT JOHNSBURY,VT,44.41,-71.97
6810,05482,SHELBURNE,VT,44.38,-73.23
6347,05488,SWANTON,VT,44.92,-73.12
6028,05001,WHITE RIVER JUNCTION,VT,43.65,-72.32
5570,05855,NEWPORT,VT,44.93,-72.20
5546,05443,BRISTOL,VT,44.13,-73.08
5309,05404,WINOOSKI,VT,44.49,-73.18
5143,05465,JERICHO,VT,44.50,-72.98
5045,05491,VERGENNES,VT,44.16,-73.25
5006,05661,MORRISVILLE,VT,44.55,-72.59
4770,05733,BRANDON,VT,43.80,-73.08
4536,05851,LYNDONVILLE,VT,44.53,-72.00
4344,05672,STOWE,VT,44.46,-72.68
4322,05676,WATERBURY,VT,44.33,-72.75
4309,05461,HINESBURG,VT,44.33,-73.12
4192,05450,ENOSBURG FALLS,VT,44.90,-72.80
4130,05454,FAIRFAX,VT,44.67,-73.02
4067,05346,PUTNEY,VT,42.97,-72.52
4032,05143,CHESTER,VT,43.26,-72.59
4027,05477,RICHMOND,VT,44.40,-73.00
3991,05060,RANDOLPH,VT,43.92,-72.67
3880,05663,NORTHFIELD,VT,44.15,-72.65
3743,05255,MANCHESTER CENTER,VT,43.17,-73.04
3543,05101,BELLOWS FALLS,VT,43.13,-72.45
3525,05089,WINDSOR,VT,43.48,-72.42
3516,05445,CHARLOTTE,VT,44.30,-73.25
3514,05743,FAIR HAVEN,VT,43.59,-73.27
3317,05055,NORWICH,VT,43.72,-72.30
3132,05777,WEST RUTLAND,VT,43.59,-73.04
3089,05091,WOODSTOCK,VT,43.62,-72.51
2911,05250,ARLINGTON,VT,43.06,-73.15
2816,05489,UNDERHILL,VT,44.53,-72.97
2786,05679,WILLIAMSTOWN,VT,44.12,-72.53
2719,05673,WAITSFIELD,VT,44.18,-72.82
2569,05033,BRADFORD,VT,43.99,-72.12
2481,05764,POULTNEY,VT,43.51,-73.23
2481,05763,PITTSFORD,VT,43.70,-73.03
2465,05655,HYDE PARK,VT,44.59,-72.61
2458,05068,SOUTH ROYALTON,VT,43.82,-72.52
2441,05464,JEFFERSONVILLE,VT,44.64,-72.82
2370,05735,CASTLETON,VT,43.62,-73.18
2331,05656,JOHNSON,VT,44.63,-72.67
