34338,26003,WHEELING,WV,40.07,-80.69
30980,26554,FAIRMONT,WV,39.48,-80.14
22694,26508,MORGANTOWN,WV,39.63,-79.94
22090,24740,PRINCETON,WV,37.36,-81.10
21971,26301,CLARKSBURG,WV,39.28,-80.33
21630,25801,BECKLEY,WV,37.78,-81.18
21506,26101,PARKERSBURG,WV,39.26,-81.54
19627,25177,SAINT ALBANS,WV,38.37,-81.81
18324,26062,WEIRTON,WV,40.40,-80.56
18123,25526,HURRICANE,WV,38.43,-82.01
16568,26505,MORGANTOWN,WV,39.63,-79.94
15882,25705,HUNTINGTON,WV,38.41,-82.43
15809,25701,HUNTINGTON,WV,38.41,-82.43
15203,24701,BLUEFIELD,WV,37.26,-81.21
14223,26201,BUCKHANNON,WV,38.98,-80.22
14198,25404,MARTINSBURG,WV,39.46,-77.96
13677,25414,CHARLES TOWN,WV,39.28,-77.85
13319,26104,PARKERSBURG,WV,39.26,-81.54
13220,26501,MORGANTOWN,WV,39.63,-79.94
13109,25314,CHARLESTON,WV,38.35,-81.63
12774,26041,MOUNDSVILLE,WV,39.92,-80.74
12642,26330,BRIDGEPORT,WV,39.29,-80.25
11961,25302,CHARLESTON,WV,38.35,-81.63
11523,26241,ELKINS,WV,38.92,-79.85
11496,25704,HUNTINGTON,WV,38.41,-82.43
11492,25427,HEDGESVILLE,WV,39.55,-77.99
11193,25312,CHARLESTON,WV,38.35,-81.63
10936,25401,MARTINSBURG,WV,39.46,-77.96
10597,25313,CHARLESTON,WV,38.35,-81.63
10474,26726,KEYSER,WV,39.43,-78.98
10329,26105,VIENNA,WV,39.32,-81.53
10129,25411,BERKELEY SPRINGS,WV,39.55,-78.21
10035,25425,HARPERS FERRY,WV,39.32,-77.74
9969,25309,CHARLESTON,WV,38.35,-81.63
9894,25504,BARBOURSVILLE,WV,38.40,-82.29
9792,25403,MARTINSBURG,WV,39.46,-77.96
8929,25405,MARTINSBURG,WV,39.46,-77.96
8712,25071,ELKVIEW,WV,38.43,-81.47
8680,25428,INWOOD,WV,39.35,-78.05
8122,26354,GRAFTON,WV,39.34,-80.01
7952,25901,OAK HILL,WV,37.98,-81.14
7915,26452,WESTON,WV,39.04,-80.46
7866,25419,FALLING WATERS,WV,39.55,-77.89
7601,25560,SCOTT DEPOT,WV,38.44,-81.89
7505,25541,MILTON,WV,38.43,-82.13
7497,25064,DUNBAR,WV,38.36,-81.73
7427,25311,CHARLESTON,WV,38.35,-81.63
7221,26070,WELLSBURG,WV,40.28,-80.60
7139,24901,LEWISBURG,WV,37.80,-80.43
7120,25143,NITRO,WV,38.41,-81.83
7112,25271,RIPLEY,WV,38.82,-81.70
7052,26155,NEW MARTINSVILLE,WV,39.66,-80.85
6954,26651,SUMMERSVILLE,WV,38.28,-80.84
6736,25550,POINT PLEASANT,WV,38.85,-82.13
6639,25430,KEARNEYSVILLE,WV,39.38,-77.88
6483,25304,CHARLESTON,WV,38.35,-81.63
6341,25508,CHAPMANVILLE,WV,37.97,-82.01
6275,25303,CHARLESTON,WV,38.35,-81.63
6261,26164,RAVENSWOOD,WV,38.95,-81.76
6154,25413,BUNKER HILL,WV,39.32,-78.05
6065,25840,FAYETTEVILLE,WV,38.05,-81.10
5622,26037,FOLLANSBEE,WV,40.33,-80.59
5558,25276,SPENCER,WV,38.80,-81.35
5489,26181,WASHINGTON,WV,39.24,-81.67
