55006,44060,MENTOR,OH,41.69,-81.33
53655,44256,MEDINA,OH,41.13,-81.86
53645,45011,HAMILTON,OH,39.39,-84.56
50414,44035,ELYRIA,OH,41.37,-82.10
49757,43123,GROVE CITY,OH,39.87,-83.07
47781,43081,WESTERVILLE,OH,40.12,-82.91
47635,43026,HILLIARD,OH,40.03,-83.14
47334,43055,NEWARK,OH,40.06,-82.42
46918,44077,PAINESVILLE,OH,41.72,-81.24
46417,43130,LANCASTER,OH,39.72,-82.59
46082,45140,LOVELAND,OH,39.26,-84.27
44446,43230,COLUMBUS,OH,39.98,-82.98
44349,45840,FINDLAY,OH,41.04,-83.64
44285,44130,CLEVELAND,OH,41.47,-81.67
44080,45040,MASON,OH,39.36,-84.30
43697,45069,WEST CHESTER,OH,39.33,-84.40
43290,45013,HAMILTON,OH,39.39,-84.56
43129,43068,REYNOLDSBURG,OH,39.95,-82.79
42226,45424,DAYTON,OH,39.77,-84.19
42159,43701,ZANESVILLE,OH,39.95,-82.01
41201,45601,CHILLICOTHE,OH,39.33,-82.98
40239,44107,LAKEWOOD,OH,41.48,-81.80
40206,45044,MIDDLETOWN,OH,39.50,-84.37
39261,43302,MARION,OH,40.58,-83.12
39028,43228,COLUMBUS,OH,39.98,-82.98
38659,44646,MASSILLON,OH,40.78,-81.52
38407,45238,CINCINNATI,OH,39.09,-84.51
38397,43015,DELAWARE,OH,40.29,-83.08
38144,44212,BRUNSWICK,OH,41.24,-81.82
37746,45014,FAIRFIELD,OH,39.33,-84.54
36984,43229,COLUMBUS,OH,39.98,-82.98
35102,44691,WOOSTER,OH,40.81,-81.93
34716,45231,CINCINNATI,OH,39.09,-84.51
34296,44720,NORTH CANTON,OH,40.81,-81.37
34054,43017,DUBLIN,OH,40.11,-83.13
33999,43207,COLUMBUS,OH,39.98,-82.98
33970,44124,CLEVELAND,OH,41.47,-81.67
33898,44224,STOW,OH,41.17,-81.43
33749,43065,POWELL,OH,40.16,-83.06
33524,43147,PICKERINGTON,OH,39.89,-82.76
33427,43235,COLUMBUS,OH,39.98,-82.98
33328,44203,BARBERTON,OH,41.01,-81.60
33030,44134,CLEVELAND,OH,41.47,-81.67
32996,44870,SANDUSKY,OH,41.45,-82.71
32615,43232,COLUMBUS,OH,39.98,-82.98
31679,43551,PERRYSBURG,OH,41.55,-83.62
31255,44111,CLEVELAND,OH,41.47,-81.67
30782,45385,XENIA,OH,39.68,-83.94
30728,44094,WILLOUGHBY,OH,41.64,-81.40
30596,43204,COLUMBUS,OH,39.98,-82.98
30338,43224,COLUMBUS,OH,39.98,-82.98
29943,43615,TOLEDO,OH,41.66,-83.58
29817,45342,MIAMISBURG,OH,39.63,-84.27
29798,44118,CLEVELAND,OH,41.47,-81.67
29475,44095,EASTLAKE,OH,41.65,-81.43
29290,44122,BEACHWOOD,OH,41.47,-81.50
29208,45373,TROY,OH,40.04,-84.21
29015,44070,NORTH OLMSTED,OH,41.41,-81.92
28831,44512,YOUNGSTOWN,OH,41.09,-80.64
28830,44109,CLEVELAND,OH,41.47,-81.67
28782,43016,DUBLIN,OH,40.11,-83.13
28762,44145,WESTLAKE,OH,41.45,-81.92
28472,45211,CINCINNATI,OH,39.09,-84.51
28365,44120,CLEVELAND,OH,41.47,-81.67
28271,43221,COLUMBUS,OH,39.98,-82.98
28221,45324,FAIRBORN,OH,39.80,-84.01
28184,44105,CLEVELAND,OH,41.47,-81.67
28018,43560,SYLVANIA,OH,41.71,-83.70
27844,45036,LEBANON,OH,39.42,-84.21
27776,44133,NORTH ROYALTON,OH,41.31,-81.74
27699,44102,CLEVELAND,OH,41.47,-81.67
27359,44266,RAVENNA,OH,41.15,-81.24
27043,43110,CANAL WINCHESTER,OH,39.84,-82.82
27012,45150,MILFORD,OH,39.17,-84.28
26537,43082,WESTERVILLE,OH,40.12,-82.91
26491,45458,DAYTON,OH,39.77,-84.19
26480,44121,CLEVELAND,OH,41.47,-81.67
26429,44312,AKRON,OH,41.08,-81.52
26285,44601,ALLIANCE,OH,40.91,-81.11
26034,44039,NORTH RIDGEVILLE,OH,41.38,-82.01
25942,44240,KENT,OH,41.14,-81.36
25904,45244,CINCINNATI,OH,39.09,-84.51
25854,45503,SPRINGFIELD,OH,39.92,-83.79
25765,43613,TOLEDO,OH,41.66,-83.58
25714,43420,FREMONT,OH,41.35,-83.11
25565,45103,BATAVIA,OH,39.07,-84.18
25319,44281,WADSWORTH,OH,41.02,-81.73
25269,44805,ASHLAND,OH,40.86,-82.31
25141,45365,SIDNEY,OH,40.28,-84.16
25024,43213,COLUMBUS,OH,39.98,-82.98
25019,45215,CINCINNATI,OH,39.09,-84.51
24977,45459,DAYTON,OH,39.77,-84.19
24974,45005,FRANKLIN,OH,39.55,-84.30
24745,44004,ASHTABULA,OH,41.87,-80.79
24694,43040,MARYSVILLE,OH,40.23,-83.37
24573,44221,CUYAHOGA FALLS,OH,41.16,-81.52
24571,44146,BEDFORD,OH,41.39,-81.53
24474,44129,CLEVELAND,OH,41.47,-81.67
24370,43537,MAUMEE,OH,41.57,-83.65
24242,43512,DEFIANCE,OH,41.28,-84.36
24062,43614,TOLEDO,OH,41.66,-83.58
23900,44685,UNIONTOWN,OH,40.97,-81.40
23360,45230,CINCINNATI,OH,39.09,-84.51
23354,43612,TOLEDO,OH,41.66,-83.58
23293,44515,YOUNGSTOWN,OH,41.09,-80.64
23288,43062,PATASKALA,OH,40.00,-82.67
23285,44136,STRONGSVILLE,OH,41.31,-81.83
23264,44236,HUDSON,OH,41.24,-81.45
23235,43119,GALLOWAY,OH,39.93,-83.19
23191,45239,CINCINNATI,OH,39.09,-84.51
23129,44883,TIFFIN,OH,41.11,-83.17
23068,44125,CLEVELAND,OH,41.47,-81.67
22932,45240,CINCINNATI,OH,39.09,-84.51
22829,45429,DAYTON,OH,39.77,-84.19
22574,44139,SOLON,OH,41.38,-81.44
22364,45042,MIDDLETOWN,OH,39.50,-84.37
22227,45248,CINCINNATI,OH,39.09,-84.51
22196,43050,MOUNT VERNON,OH,40.39,-82.47
22159,43220,COLUMBUS,OH,39.98,-82.98
22126,44128,CLEVELAND,OH,41.47,-81.67
22116,44052,LORAIN,OH,41.44,-82.18
21668,43209,COLUMBUS,OH,39.98,-82.98
21481,45241,CINCINNATI,OH,39.09,-84.51
21472,44143,CLEVELAND,OH,41.47,-81.67
21455,43402,BOWLING GREEN,OH,41.37,-83.64
21382,43214,COLUMBUS,OH,39.98,-82.98
21307,45750,MARIETTA,OH,39.42,-81.44
21303,45431,DAYTON,OH,39.77,-84.19
21277,44903,MANSFIELD,OH,40.76,-82.52
21192,43085,COLUMBUS,OH,39.98,-82.98
21189,44460,SALEM,OH,40.90,-80.85
21106,44708,CANTON,OH,40.81,-81.37
21001,45356,PIQUA,OH,40.14,-84.25
20885,44663,NEW PHILADELPHIA,OH,40.48,-81.44
20806,44024,CHARDON,OH,41.57,-81.20
20772,45236,CINCINNATI,OH,39.09,-84.51
20720,44313,AKRON,OH,41.08,-81.52
20669,45247,CINCINNATI,OH,39.09,-84.51
20638,45066,SPRINGBORO,OH,39.56,-84.23
20577,45039,MAINEVILLE,OH,39.31,-84.22
20522,43035,LEWIS CENTER,OH,40.18,-82.99
20486,44135,CLEVELAND,OH,41.47,-81.67
20459,44514,YOUNGSTOWN,OH,41.09,-80.64
20328,44012,AVON LAKE,OH,41.49,-82.01
20309,45242,CINCINNATI,OH,39.09,-84.51
20252,44406,CANFIELD,OH,41.02,-80.76
20075,45420,DAYTON,OH,39.77,-84.19
19999,44483,WARREN,OH,41.23,-80.81
19944,44857,NORWALK,OH,41.24,-82.61
19913,45662,PORTSMOUTH,OH,38.75,-82.95
19658,44484,WARREN,OH,41.23,-80.81
19429,44319,AKRON,OH,41.08,-81.52
19356,45255,CINCINNATI,OH,39.09,-84.51
19317,43219,COLUMBUS,OH,39.98,-82.98
19287,45331,GREENVILLE,OH,40.10,-84.62
19267,44138,OLMSTED FALLS,OH,41.36,-81.90
19234,43004,BLACKLICK,OH,40.02,-82.80
19185,44001,AMHERST,OH,41.40,-82.23
19061,44131,INDEPENDENCE,OH,41.38,-81.64
18953,45251,CINCINNATI,OH,39.09,-84.51
18845,43113,CIRCLEVILLE,OH,39.60,-82.93
18614,45102,AMELIA,OH,39.02,-84.21
18552,45322,ENGLEWOOD,OH,39.86,-84.30
18481,43605,TOLEDO,OH,41.66,-83.58
18408,44067,NORTHFIELD,OH,41.34,-81.52
18342,44137,MAPLE HEIGHTS,OH,41.40,-81.56
18299,45133,HILLSBORO,OH,39.20,-83.61
18295,44087,TWINSBURG,OH,41.32,-81.45
18256,44116,ROCKY RIVER,OH,41.47,-81.85
18096,45805,LIMA,OH,40.74,-84.11
18060,45440,DAYTON,OH,39.77,-84.19
18024,44108,CLEVELAND,OH,41.47,-81.67
17899,44144,CLEVELAND,OH,41.47,-81.67
