0.40000,1477556231,UNIVERSITY OPHTHALMOLOGY ASSOCIATES,2500 N STATE ST,STE B329,JACKSON,MS,392164500,6018153931,Ophthalmology, , , , , , , , , , , , , , 
0.40000,1285637090,CUNNINGHAM PHYSICAL MEDICINE,880 GREENLEAF RD, ,COLDWATER,MS,386188133,9012912400,Physical Medicine & Rehabilitation, , , , , , , , , , , , , , 
0.40000,1265435010,SOUTHERN EYE CENTER P.A. II,1420 S 28TH AVE, ,HATTIESBURG,MS,394023107,6012643937,Medical Specialty, , , , , , , , , , , , , , 
0.40000,1801899679,PIONEER HEALTH SERVICES OF NEWTON COUNTY,9421 EASTSIDE DRIVE EXTENTION, ,NEWTON,MS,39345,6018491682,Rural Health, , , , , , , , , , , , , , 
0.40000,1588667281,COPIAH COUNTY MEDICAL CENTER,PO BOX 889, ,HAZLEHURST,MS,39083,6015747000,General Acute Care Hospital,Critical Access, , , , , , , , , , , , , 
0.40000,1407859986,BYRONS DRUG STORE INC,196 SGT S PRENTISS DR,UNIT B,NATCHEZ,MS,391204737,6014428623,Pharmacy,Community/Retail Pharmacy, , , , , , , , , , , , , 
0.40000,1104829597,HOGAN SURGICAL CENTER,351 COWAN RD, ,GULFPORT,MS,395072019,2288961120,Ambulatory Surgical, , , , , , , , , , , , , , 
0.40000,1275536690,HOGAN EYE CLINIC,351 COWAN RD, ,GULFPORT,MS,395072019,2288961120,Ophthalmology, , , , , , , , , , , , , , 
0.40000,1720081052,LAKEVIEW CORPORATION,16411 ROBINSON RD, ,GULFPORT,MS,395034879,2288313001,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1114929296,HULLS PHARMACY INC,2000 24TH AVE, ,MERIDIAN,MS,393013120,6016930033,Community/Retail Pharmacy, , , , , , , , , , , , , , 
0.40000,1952305815,HICKORY FLAT CLINIC ASSOCIATION INC,PO BOX 128, ,HICKORY FLAT,MS,386330128,6623336387,Rural Health, , , , , , , , , , , , , , 
0.40000,1982608691,SOUTHERN FAMILY MEDICINE,603 S HOLLY AVE, ,COLLINS,MS,394283801,6017659393,Medical Specialty, , , , , , , , , , , , , , 
0.40000,1598769044,COVINGTON COUNTY HOSPITAL,P.O. BOX 2499, ,COLLINS,MS,394282499,6017653180,Rural Health, , , , , , , , , , , , , , 
0.40000,1235133968,CLAIBORNE COUNTY FAMILY HEALTH CENTER,2045 HIGHWAY 61 N,P O BOX 741,PORT GIBSON,MS,391504262,6014373049,Federally Qualified Health Center (FQHC),Primary Care, , , , , , , , , , , , , 
0.40000,1649275736,JOSE L MADARA JR M D PA,102 HOTEL ST, ,BOONEVILLE,MS,388293303,6627287711,Surgery, , , , , , , , , , , , , , 
0.40000,1972508604,RIGHT WAY MEDS,PO BOX 10, ,HOLLY SPRINGS,MS,386350010,6622528913,Pharmacy,Long Term Care Pharmacy,Specialty Pharmacy, , , , , , , , , , , , 
0.40000,1932104619,REHAB AT WORK PLLC,65 DUTCH LN, ,COLUMBUS,MS,397025523,6622414545,Physical Therapist,Occupational Therapist, , , , , , , , , , , , , 
0.40000,1932104650,TYSON DRUGS INC,530 J M ASH DR, ,HOLLY SPRINGS,MS,386353238,6622521011,Durable Medical Equipment & Medical Supplies,Pharmacy,Community/Retail Pharmacy, , , , , , , , , , , , 
0.40000,1285639906,TYSON DRUG INC,41 S CENTER ST, ,POTTS CAMP,MS,386599531,6623337782,Pharmacy,Community/Retail Pharmacy, , , , , , , , , , , , , 
0.40000,1568468080,ELLISVILLE STATE SCHOOL,1101 HWY 11 S, ,ELLISVILLE,MS,394374444,6014779384,Clinic/Center, , , , , , , , , , , , , , 
0.40000,1467457986,PRIORITY MEDICAL SUPPLY INC,PO BOX 6370, ,LAUREL,MS,394404123,6016492212,Durable Medical Equipment & Medical Supplies,Oxygen Equipment & Supplies, , , , , , , , , , , , , 
0.40000,1952307308,SERGIO G GONZALEZ MD PA,119 SOUTH 12TH AVENUE, ,LAUREL,MS,394404322,6014259763,Dermatopathology,General Practice, , , , , , , , , , , , , 
0.40000,1770589095,BURNHAM MCKINNEY PHARMACIES INC,PO BOX 8647, ,MOSS POINT,MS,395620010,2284753411,Home Infusion,Durable Medical Equipment & Medical Supplies,Parenteral & Enteral Nutrition,Oxygen Equipment & Supplies,Pharmacy,Community/Retail Pharmacy,Compounding Pharmacy,Home Infusion Therapy Pharmacy, , , , , , , 
0.40000,1588660674,MAGNOLIA MEDICAL CENTER,PO BOX 1797, ,OCEAN SPRINGS,MS,395661797,2288725551,Internal Medicine, , , , , , , , , , , , , , 
0.40000,1619973542,SOUTH CENTRAL REGIONAL MEDICAL CENTER,1220 JEFFERSON ST, ,LAUREL,MS,394404355,6013996103,General Acute Care Hospital, , , , , , , , , , , , , , 
0.40000,1164428868,JACKSON EYE ASSOCIATES PLLC,P O BOX 23665,STE 403,JACKSON,MS,392253665,6013532020,Ophthalmology, , , , , , , , , , , , , , 
0.40000,1518963123,MIDSOUTH PAIN TREATMENT CENTER,PO BOX 245, ,SOUTHAVEN,MS,386710003,6623499990,Ambulatory Surgical, , , , , , , , , , , , , , 
0.40000,1619974961,PHARM NET INC,403 SUMMIT ST, ,WINONA,MS,389672113,6622831331,Pharmacy,Community/Retail Pharmacy, , , , , , , , , , , , , 
0.40000,1740287028,SOUTHERN PULMONARY CARE SERVICES INC,PO BOX 41, ,PONTOTOC,MS,388630041,6624893116,Pharmacist,Oxygen Equipment & Supplies, , , , , , , , , , , , , 
0.40000,1861499089,HELPING HANDS HOSPICE,242 THAGGARD RD, ,CARTHAGE,MS,390519517,6012676830,Hospice Care - Community Based, , , , , , , , , , , , , , 
0.40000,1730186982,MISSISSIPPI DISCOUNT DRUGS OF CLINTON INC,224 CLINTON BLVD, ,CLINTON,MS,390565126,6019245212,Durable Medical Equipment & Medical Supplies,Pharmacy,Community/Retail Pharmacy, , , , , , , , , , , , 
0.40000,1659378610,DELTA HEALTH CENTER INC,702 MARTIN LUTHER KING ST,POST OFFICE BOX 900,MOUND BAYOU,MS,387620900,6627412151,Federally Qualified Health Center (FQHC), , , , , , , , , , , , , , 
0.40000,1578560371,COMPLETE HOME CARE INC,3207 MULLINS DR, ,CORINTH,MS,388348571,6622863700,Durable Medical Equipment & Medical Supplies, , , , , , , , , , , , , , 
0.40000,1689671588,NORTH MISSISSIPPI HEMATOLOGY & ONCOLOGY ASSOCIATES LTD,961 SOUTH GLOSTER STREET, ,TUPELO,MS,388016343,6628449166,Hematology & Oncology, , , , , , , , , , , , , , 
0.40000,1144227901,AARON E HENRY COMMUNITY HEALTH,510 HIGHWAY 322,P O BOX 1216,CLARKSDALE,MS,386144717,6626244292,Federally Qualified Health Center (FQHC), , , , , , , , , , , , , , 
0.40000,1427056001,INTERNAL MEDICINE RURAL HEALTH CLINIC OF NEW ALBANY PA,300 OXFORD RD, ,NEW ALBANY,MS,386523117,6625348166,Family Medicine, , , , , , , , , , , , , , 
