0.40000,1699778829,CHIPPEWA VALLEY ORTHOPEDICS AND SPORTS MEDICINE CLINIC SC,1200 OAKLEAF WAY,SUITE A,ALTOONA,WI,547202245,7158321400,Neurological Surgery,Orthopaedic Surgery,Interventional Pain Medicine,Foot & Ankle Surgery,Magnetic Resonance Imaging (MRI),Durable Medical Equipment & Medical Supplies,Physician Assistant, , , , , , , , 
0.40000,1841293768,COUNTY OF LINCOLN,801 N SALES ST,SUITE 201,MERRILL,WI,544521633,7155361019,Land Transport, , , , , , , , , , , , , , 
0.40000,1588667406,COUNTY OF DUNN,3001 US HIGHWAY 12 EAST,SUITE 160,MENOMONIE,WI,547513045,7152321116,Mental Health,Professional,Cognitive & Behavioral,Marriage & Family Therapist,Psychiatric/Mental Health,Psychiatry,Mental Health (Including Community Mental Health Center), , , , , , , , 
0.40000,1669475331,CITY OF NEW BERLIN,6400 INDUSTRIAL LOOP, ,GREENDALE,WI,531292452,2625675171,Emergency Medical Technician - Basic, , , , , , , , , , , , , , 
0.40000,1891798864,CITY OF RIPON,100 JACKSON ST, ,RIPON,WI,549711312,9207484926,Ambulance, , , , , , , , , , , , , , 
0.40000,1437152204,WINNEBAGO COUNTY,725 BUTLER AVE, ,OSHKOSH,WI,549018149,9202376300,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1245233212,COUNTY OF DANE,1100 E VERONA AVE, ,VERONA,WI,535938717,6088456601,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1952304727,SURGICAL SPECIALIST OF GREEN BAY INC.,720 S. VANBUREN ST,SUITE 202,GREEN BAY,WI,54301,9204387155,Specialist, , , , , , , , , , , , , , 
0.40000,1588667349,BELOIT HEALTH SYSTEM INC,1969 WEST HART ROAD, ,BELOIT,WI,53511,6083645281,Hospice Care - Community Based, , , , , , , , , , , , , , 
0.40000,1841293800,BAY AREA NEPHROLOGY S.C.,2020 RIVERSIDE DR,SUITE 200,GREEN BAY,WI,543012300,9204339920,Nephrology, , , , , , , , , , , , , , 
0.40000,1568465490,COUNTY OF RICHLAND,181 W SEMINARY ST, ,RICHLAND CENTER,WI,535812368,6086476474,Ambulance, , , , , , , , , , , , , , 
0.40000,1649273350,MANAWA COMMUNITY NURSING CENTER INC.,400 E 4TH ST, ,MANAWA,WI,549499227,9205962566,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1598768137,MD GROUP LLC,333 LOWVILLE RD, ,RIO,WI,539609437,9209926800,Durable Medical Equipment & Medical Supplies,Pharmacy,Community/Retail Pharmacy, , , , , , , , , , , , 
0.40000,1902809494,MEDICAL EQUIPMENT SPECIALISTS LLC,3838 S 35TH ST, ,MILWAUKEE,WI,532211067,4142825451,Oxygen Equipment & Supplies, , , , , , , , , , , , , , 
0.40000,1740283225,ELMWOOD NURSING HOME INC,232 SPRINGER AVE, ,ELMWOOD,WI,547408806,7156392911,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1558364034,COUNTY OF MONROE,315 W OAK ST STE B, ,SPARTA,WI,546562150,6082698666,Home Health,Primary Care, , , , , , , , , , , , , 
0.40000,1740283308,OAK PARK NURSING AND REHAB CENTER LLC,718 JUPITER DRIVE, ,MADISON,WI,537182950,6086638600,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1659374213,WALKABOUT ORTHOTICS & PROSTHETICS,402 N 28TH AVE, ,WAUSAU,WI,544014107,7158498703,Customized Equipment, , , , , , , , , , , , , , 
0.40000,1366445793,COUNTY OF LA CROSSE,3501 PARK LANE DR, ,LA CROSSE,WI,546017747,6087894800,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1689677999,PARK PHARMACY INC,138 2ND AVE N, ,PARK FALLS,WI,545521214,7157623248,Pharmacy,Long Term Care Pharmacy, , , , , , , , , , , , , 
0.40000,1003819491,COUNTY OF PORTAGE,825 WHITING AVE, ,STEVENS POINT,WI,544815246,7153461375,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1790788099,DOVE INC,1416 CUMMING AVE,STE 2B,SUPERIOR,WI,548803757,7153923133,Home Health, , , , , , , , , , , , , , 
0.40000,1487657789,ORANGE CROSS AMBULANCE INC,1919 ASHLAND AVENUE, ,SHEBOYGAN,WI,530816127,9206940347,Ambulance,Land Transport, , , , , , , , , , , , , 
0.40000,1801898127,PROMINENT HEALTH CARE INC,6263 N GREEN BAY AVE, ,GLENDALE,WI,532093823,4143510543,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1487656765,PRAIRIE NURSING FACILITY LLC,700 S. FREMONT STREET, ,PRAIRIE DU CHIEN,WI,53821,6083268471,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1932101136,VILLA MARIA HEALTH AND REHAB CENTER LLC,300 VILLA DR, ,HURLEY,WI,545341523,7155613200,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1588666747,COMMUNITY DENTAL,716 W ADAMS ST, ,BLACK RIVER FALLS,WI,546159108,7152849409,General Practice, , , , , , , , , , , , , , 
0.40000,1467454678,BENZER WI 2LLC,220 FRENCH ST, ,PESHTIGO,WI,541571218,7155824237,Pharmacy,Community/Retail Pharmacy, , , , , , , , , , , , , 
0.40000,1336143395,INDEPENDENCEFIRST,600 W. VIRGINIA ST.,SUITE 400,MILWAUKEE,WI,532040000,4142917520,Home Health, , , , , , , , , , , , , , 
0.40000,1063416097,LAKEVIEW PHARMACY OF RACINE INC,517 WISCONSIN AVE, ,RACINE,WI,534031050,2626328215,Pharmacy,Long Term Care Pharmacy, , , , , , , , , , , , , 
0.40000,1306840350,VB ANESTHESIA,259 N. PARK AVE., ,FOND DU LAC,WI,549353540,9209212379,Registered Nurse,Nurse Practitioner,Nurse Anesthetist - Certified Registered, , , , , , , , , , , , 
0.40000,1750385597,ANESTHESIA SERVICES OF THE FOX VALLEY SC,3420 JACKSON ST,STE E,OSHKOSH,WI,549018145,9204262211,Anesthesiology, , , , , , , , , , , , , , 
0.40000,1891799755,UROLOGY SPECIALISTS S.C.,2350 W VILLARD AVE,STE 301,MILWAUKEE,WI,532095084,4145273000,Specialist,Physician Assistant, , , , , , , , , , , , , 
0.40000,1346244001,CHIROPRACTIC CLINIC SC,1219 MAIN ST W, ,ASHLAND,WI,548061202,7156824033,Chiropractor, , , , , , , , , , , , , , 
0.40000,1699779355,LAKE SIDE SURGICAL ASSOCIATES SC,PO BOX 678, ,STURGEON BAY,WI,542350678,9207461060,Specialist, , , , , , , , , , , , , , 
0.40000,1346244993,MERITER HEALTH ENTERPRISES INC.,36 S BROOKS ST, ,MADISON,WI,537151304,6084173869,Clinical Medical Laboratory, , , , , , , , , , , , , , 
0.40000,1245234897,COVENANT CARE LLC,PO BOX 398, ,FALL CREEK,WI,547420398,7158772411,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1548264260,MANITOWOC HEALTH CARE CENTER LLC,2021 S ALVERNO RD, ,MANITOWOC,WI,542209208,9206834100,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1912901562,REGAL HOME HEALTH SERVICES,5600 W BROWN DEER RD,STE 107,BROWN DEER,WI,532232346,4143557801,Home Health, , , , , , , , , , , , , , 
0.40000,1710981436,PHYSICAL THERAPY CENTER SC,PO BOX 851, ,SAINT CROIX FALLS,WI,540240851,7154839221,Physical Therapist, , , , , , , , , , , , , , 
0.40000,1134123573,VILLA MARINA HEALTH AND REHABILITATION CENTER INC,300 VILLA DRIVE, ,HURLEY,WI,545341523,7155613200,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1568466910,MIDDLE RIVER HEALTH CARE CENTER INC,300 VILLA DRIVE, ,HURLEY,WI,545341523,7155613200,Skilled Nursing Facility, , , , , , , , , , , , , , 
