0.40000,1619970795,SWEET MEDICAL CENTER INC,PO BOX 309, ,CHINOOK,MT,595230309,4063572403,Federally Qualified Health Center (FQHC), , , , , , , , , , , , , , 
0.40000,1023011590,WIBAUX COUNTY NURSING HOME OF WIBAUX MONTANA,712 WIBAUX ST S, ,WIBAUX,MT,593539022,4067962429,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1881697209,MARIAS HEALTHCARE SERVICES INC,670 PARK AVE, ,SHELBY,MT,594741663,4064343100,Federally Qualified Health Center (FQHC), , , , , , , , , , , , , , 
0.40000,1730183609,CITY OF KALISPELL,PO BOX 1997, ,KALISPELL,MT,599031997,4067587760,Land Transport, , , , , , , , , , , , , , 
0.40000,1902800857,DISCOVERY CARE CENTRE LTD,601 N 10TH ST, ,HAMILTON,MT,598402060,4063632273,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1326042078,BARRETT HOSPITAL DEVELOPMENT CORPORATION,600 MT HWY 91 SOUTH, ,DILLON,MT,597253597,4066833000,Critical Access, , , , , , , , , , , , , , 
0.40000,1619972106,MONTANA HEART INSTITUTE,2900 12TH AVE N,STE 204E,BILLINGS,MT,591010164,4062375001,Interventional Cardiology, , , , , , , , , , , , , , 
0.40000,1669478319,BILLINGS SURGICAL GROUP,2900 12TH AVENUE N #305E, ,BILLINGS,MT,591017592,4062456982,Medical Specialty, , , , , , , , , , , , , , 
0.40000,1144226986,PHYSICAL THERAPY DOWN UNDER INC,820 2ND ST W, ,HAVRE,MT,595013476,4062654805,Physical Therapy, , , , , , , , , , , , , , 
0.40000,1831196393,GALLATIN COUNTY,1221 DURSTON RD, ,BOZEMAN,MT,597152725,4065823300,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1760489272,PRAIRIE COUNTY HOSPITAL DISTRICT,PO BOX 156, ,TERRY,MT,593490156,4066355511,Critical Access,Skilled Nursing Facility, , , , , , , , , , , , , 
0.40000,1922007756,FLATHEAD COUNTY HOME HEALTH,736 S MAIN ST, ,KALISPELL,MT,599015342,4067516800,Home Health, , , , , , , , , , , , , , 
0.40000,1649279183,IMMANUEL LUTHERAN CORPORATION,185 CRESTLINE AVE, ,KALISPELL,MT,599013573,4067529622,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1922007202,ANESTHESIA ASSOCIATES OF GREAT FALLS LLC,401 15TH AVE S,SUITE 109,GREAT FALLS,MT,594054334,4067276311,Anesthesiology, , , , , , , , , , , , , , 
0.40000,1467452102,SHERIDAN MEMORIAL HOSPITAL ASSOCIATION,440 W LAUREL AVE, ,PLENTYWOOD,MT,592541526,4067653700,Critical Access, , , , , , , , , , , , , , 
0.40000,1588664270,KALISPELL HEALTHCARE 1 LLC,171 HERITAGE WAY, ,KALISPELL,MT,599013145,4067550800,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1730189432,MILES CITY HEALTHCARE LLC,2300 WILSON ST, ,MILES CITY,MT,593015078,4068742687,Occupational Therapist,Speech-Language Pathologist,Skilled Nursing Facility, , , , , , , , , , , , 
0.40000,1437159035,EASTER SEALS- GOODWILL NORTHERN ROCKY MOUNTAIN INC,4400 CENTRAL AVE, ,GREAT FALLS,MT,594051641,4067713712,Home Health, , , , , , , , , , , , , , 
0.40000,1831199314,AMERICAN LUTHERAN CHURCH VALLEY VIEW HOME,1225 PERRY LN, ,GLASGOW,MT,592301532,4062282461,Adult Day Care,Assisted Living Facility,Nursing Facility/Intermediate Care Facility, , , , , , , , , , , , 
0.40000,1336149517,EASTER SEALS-GOODWILL NORTHERN ROCKY MOUNTAIN INC,4400 CENTRAL AVE, ,GREAT FALLS,MT,594051641,4067713727,Hospice Care - Community Based, , , , , , , , , , , , , , 
0.40000,1366442717,MICHAEL HAMBLOCK,3718 E LAKE DR,SUITE A,BUTTE,MT,597014314,4064947050,Physical Therapist, , , , , , , , , , , , , , 
0.40000,1184624264,CITY OF HAVRE,520 4TH ST, ,HAVRE,MT,595013650,4062685651,Land Transport, , , , , , , , , , , , , , 
0.40000,1801897780,GREAT FALLS CLINIC LLP,1400 29TH ST S, ,GREAT FALLS,MT,594055353,4064542171,Optician,Multi-Specialty, , , , , , , , , , , , , 
0.40000,1447251327,GREAT FALLS CLINIC SURGERY CENTER LLC,1509 29TH ST S, ,GREAT FALLS,MT,594055363,4067713500,Ambulatory Surgical, , , , , , , , , , , , , , 
0.40000,1427059070,NORTHERN MONTANA HOSPITAL,PO BOX 1231, ,HAVRE,MT,595011231,4062621302,Registered Nurse,Anesthesiology,Emergency Medicine,Anatomic Pathology & Clinical Pathology,General Acute Care Hospital, , , , , , , , , , 
0.40000,1073514428,PLENTYWOOD DRUG INC.,119 N MAIN ST, ,PLENTYWOOD,MT,592541817,4067651810,Durable Medical Equipment & Medical Supplies,Parenteral & Enteral Nutrition,Community/Retail Pharmacy,Long Term Care Pharmacy, , , , , , , , , , , 
