0.40000,1083617013,MANCHESTER COMMUNITY HEALTH CENTER,145 HOLLIS ST, ,MANCHESTER,NH,031011325,6036269500,Federally Qualified Health Center (FQHC), , , , , , , , , , , , , , 
0.40000,1366445090,COUNTY OF CHESHIRE,33 WEST ST, ,KEENE,NH,034313355, ,Nursing Facility/Intermediate Care Facility,Skilled Nursing Facility, , , , , , , , , , , , , 
0.40000,1144223702,LITTLETON HOSPITAL ASSOCIATION,PO BOX 160, ,LITTLETON,NH,03561,6034449000,Critical Access, , , , , , , , , , , , , , 
0.40000,1194728741,NURSES PRN INC,PO BOX 122, ,MERRIMACK,NH,030540122,6034249479,Home Health, , , , , , , , , , , , , , 
0.40000,1114920568,RANNIE WEBSTER FOUNDATION,795 WASHINGTON RD, ,RYE,NH,038702318,6039648144,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1215930680,TOWN OF NEWPORT,15 SUNAPEE ST, ,NEWPORT,NH,037731462,6038631877, , , , , , , , , , , , , , , 
0.40000,1437151651,HOME HEALTH & HOSPICE CARE,7 EXECUTIVE PARK DR, ,MERRIMACK,NH,030544058,6038822941,Home Health, , , , , , , , , , , , , , 
0.40000,1700880739,CAROL A BRODY,102 COURT ST, ,LACONIA,NH,032463635,6035285020,Home Health, , , , , , , , , , , , , , 
0.40000,1073517934,TOWN OF DERRY,PO BOX 9565, ,MANCHESTER,NH,031089565,6034326751,Ambulance, , , , , , , , , , , , , , 
0.40000,1831194083,FARLEYS REXALL PHARMACY INC,PO BOX 27, ,PLYMOUTH,NH,032640027,6035361086,Pharmacist, , , , , , , , , , , , , , 
0.40000,1851396006,DR SULS FAMILY & SPORTS MEDICINE,601 RIVERWAY PL UNIT 6, ,BEDFORD,NH,031106767,6036222112,Family Medicine,Sports Medicine, , , , , , , , , , , , , 
0.40000,1770588444,COMMUNITY COUNCIL OF NASHUA NH,7 PROSPECT ST., ,NASHUA,NH,030603990,6038896147,Specialist, , , , , , , , , , , , , , 
0.40000,1114922788,COOS COUNTY INSTITUTION,PO BOX 10, ,WEST STEWARTSTOWN,NH,035970010,6032463321,Nursing Facility/Intermediate Care Facility, , , , , , , , , , , , , , 
0.40000,1619972296,NEWFOUND AREA NURSING ASSOCIATION,214 LAKE ST, ,BRISTOL,NH,032223572,6037442733,Home Health, , , , , , , , , , , , , , 
0.40000,1639175110,FANARIAN ENTERPRISES LLC,246 PLEASANT ST,STE 100,CONCORD,NH,033012548,6032264848,Pharmacy,Community/Retail Pharmacy, , , , , , , , , , , , , 
0.40000,1982600128,BEDFORD PHARMACY CORP.,209 ROUTE 101,101 PLAZA,BEDFORD,NH,031105440,6034723919,Pharmacist, , , , , , , , , , , , , , 
0.40000,1659377869,COOS COUNTY NURSING HOME,PO BOX 416, ,BERLIN,NH,035700416,6037522343,Nursing Facility/Intermediate Care Facility, , , , , , , , , , , , , , 
0.40000,1922004043,NORTH CONWAY AMBULANCE INC.,PO BOX 2787, ,NORTH CONWAY,NH,038602787,6033565248,Land Transport, , , , , , , , , , , , , , 
0.40000,1720084841,VALLEY TRANSFER INC.,PO BOX 2787, ,NORTH CONWAY,NH,038602787,6033565248,Land Transport, , , , , , , , , , , , , , 
0.40000,1134125040,COUNTY OF MERRIMACK,325 DANIEL WEBSTER HWY, ,BOSCAWEN,NH,033032410,6037962165,General Practice,Skilled Nursing Facility, , , , , , , , , , , , , 
0.40000,1629074224,ANESTHESIA CARE GROUP PC,88 MCGREGOR ST,STE. 303,MANCHESTER,NH,031023750,6036479325,Anesthesiology, , , , , , , , , , , , , , 
0.40000,1295732527,CAREPLUS SEACOAST,PO BOX 2154, ,MERRIMACK,NH,030542154,6034248331,Land Transport, , , , , , , , , , , , , , 
0.40000,1578560249,WEST TREATMENT CENTER,1361 ELM ST,SUITE 207,MANCHESTER,NH,031011324,6036344446,Community Based Residential Treatment Facility - Mental Illness,Substance Abuse Rehabilitation Facility, , , , , , , , , , , , , 
0.40000,1053319517,GRAFTON COUNTY,3855 DARTMOUTH COLLEGE HWY, ,NORTH HAVERHILL,NH,037744909,6037876971,General Practice,Skilled Nursing Facility, , , , , , , , , , , , , 
0.40000,1770581597,GOLDEN CROSS AMBULANCE INC,1 LINCOLN HTS, ,CLAREMONT,NH,037432317,6035426660,Ambulance, , , , , , , , , , , , , , 
0.40000,1861491334,STATE OF NEW HAMPSHIRE,36 CLINTON ST, ,CONCORD,NH,033012359,6032715847,Psychiatric Hospital,Psychiatric Residential Treatment Facility, , , , , , , , , , , , , 
0.40000,1336148634,JORDAN FAMILY EYECARE,8 LILAC MALL, ,ROCHESTER,NH,038671350,6033356666,Optometrist, , , , , , , , , , , , , , 
0.40000,1033118104,WENTWORTH DOUGLASS HOSPITAL,789 CENTRAL AVENUE, ,DOVER,NH,038202526,6037402400,General Acute Care Hospital, , , , , , , , , , , , , , 
0.40000,1912906959,LAKES REGION VISITING NURSE ASSOCIATION,186 WAUKEWAN ST, ,MEREDITH,NH,032536023,6032796611,Home Health, , , , , , , , , , , , , , 
0.40000,1396744413,AFFILIATES IN PODIATRY,248 PLEASANT ST,STE 203,CONCORD,NH,033012588,6032255281,Podiatrist,Durable Medical Equipment & Medical Supplies, , , , , , , , , , , , , 
0.40000,1437158433,EXETER HOSPITAL INC,7 HOLLAND WAY,SECOND FLOOR,EXETER,NH,038332937,6035807936,General Acute Care Hospital, , , , , , , , , , , , , , 
0.40000,1972503779,GOOD SHEPHERD REHABILITATION AND NURSING CENTER,20 PLANTATION DR, ,JAFFREY,NH,034526631,6035328762,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1831199488,UPPER CONNECTICUT VALLEY HOME HEALTH,181 CORLISS LN, ,COLEBROOK,NH,035763207,6032374971,Home Health, , , , , , , , , , , , , , 
0.40000,1841290939,COUNTY OF HILLSBOROUGH,400 MAST RD, ,GOFFSTOWN,NH,030452427,6036275540,Nursing Facility/Intermediate Care Facility, , , , , , , , , , , , , , 
0.40000,1760482830,EXETER WOMEN'S CARE PA,9 BUZELL AVE,STE 5,EXETER,NH,038332522,6037787755,Obstetrics & Gynecology, , , , , , , , , , , , , , 
0.40000,1649271156,ROSS FUNERAL HOME INC,PO BOX 632, ,LITTLETON,NH,035610632,6034445377,Land Transport, , , , , , , , , , , , , , 
0.40000,1174524680,BRENDA D BERKAL DMD PC,4 BIRCH ST, ,DERRY,NH,030382136,6034344090,Dentist, , , , , , , , , , , , , , 
0.40000,1831191659,ELLIOT PHYSICIANS NETWORK,1070 HOLT AVE,UNIT 1 SUITE 2200,MANCHESTER,NH,031095603,6036634900,Family Medicine,Internal Medicine,Geriatric Medicine,Pediatrics,Urgent Care, , , , , , , , , , 
0.40000,1437151040,SAFETY RESOURCES GROUP EMS INC,250 COMMERCIAL ST,SUITE 1014,MANCHESTER,NH,031011142,6036249119,Land Transport,Non-emergency Medical Transport (VAN), , , , , , , , , , , , , 
0.40000,1235131798,MWV HEALTH CARE ASSOC,PO BOX 2540, ,N CONWAY,NH,038602540,6033560232,Community/Retail Pharmacy, , , , , , , , , , , , , , 
0.40000,1447242375,BEL-AIR ASSOCIATES,29 CENTER ST, ,GOFFSTOWN,NH,030452948,6034974871,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1629060926,THE MEMORIAL HOSPITAL,PO BOX 2540, ,NORTH CONWAY,NH,038602540,6033565472,Family Medicine,Internal Medicine,Cardiovascular Disease,Endocrinology - Diabetes & Metabolism,Hematology & Oncology,Surgery,Urology,Family, , , , , , , 
0.40000,1144213224,TOWN OF BELMONT,PO BOX 837, ,BELMONT,NH,032200837,6032678333,Land Transport, , , , , , , , , , , , , , 
0.40000,1285627935,ELLIOT PROFESSIONAL SERVICES,PO BOX 9659, ,MANCHESTER,NH,031089659,6036634900, , , , , , , , , , , , , , , 
0.40000,1588657142,COMMUNITY ALLIANCE OF HUMAN SERVICES,PO BOX 188, ,NEWPORT,NH,037730188,6038631875,Home Health, , , , , , , , , , , , , , 
0.40000,1104819606,CITY OF BERLIN,168 MAIN ST, ,BERLIN,NH,035702420,6037521272,Home Health, , , , , , , , , , , , , , 
0.40000,1831183268,CONCORD OPHTHALMOLOGIC ASSOC PA,2 PILLSBURY ST STE 100, ,CONCORD,NH,033013502,6032281104,Ophthalmology,Eyewear Supplier (Equipment - not the service), , , , , , , , , , , , , 
0.40000,1912991977,REHABILITATION EQUIPMENT ASSOCIATES,1015 CANDIA RD, ,MANCHESTER,NH,031095207,6036455200,Durable Medical Equipment & Medical Supplies, , , , , , , , , , , , , , 
0.40000,1689668212,SULLIVAN COUNTY COMMISSIONERS,5 NURSING HOME DRIVE, ,UNITY,NH,037437344,6035429511,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1881689354,HUGGINS HOSPITAL,PO BOX 912, ,WOLFEBORO,NH,038940912,6035697585,Obstetrics & Gynecology, , , , , , , , , , , , , , 
0.40000,1013902345,HOWARD J BONENBERGER,17 RIVERSIDE ST,#205,NASHUA,NH,030621373,6038828866,Podiatrist, , , , , , , , , , , , , , 
0.40000,1750376398,SOMERSWORTH CHIROPRACTIC PROFESSIONAL ASSN,339 HIGH ST, ,SOMERSWORTH,NH,038781415,6036922376,Chiropractor, , , , , , , , , , , , , , 
0.40000,1548256118,NEW HAMPSHIRE ODD FELLOWS HOME,200 PLEASANT ST, ,CONCORD,NH,033012505,6032256644,Nursing Facility/Intermediate Care Facility, , , , , , , , , , , , , , 
0.40000,1902892466,COUNTY OF CARROLL,10 COUNTY FARM RD, ,OSSIPEE,NH,038647200,6035397511,Nursing Facility/Intermediate Care Facility,Skilled Nursing Facility, , , , , , , , , , , , , 
0.40000,1518953397,LAKE SUNAPEE HOMECARE AND HOSPICE,PO BOX 2209,107 NEWPORT ROAD,NEW LONDON,NH,032572209,6035264077,Home Health, , , , , , , , , , , , , , 
0.40000,1659368322,FAIRVIEW NURSING HOME INC,203 LOWELL RD, ,HUDSON,NH,030514909,6038825261,Nursing Facility/Intermediate Care Facility, , , , , , , , , , , , , , 
0.40000,1861489437,UPPER CONNECTICUT VALLEY HOSPITAL ASSOCIATION,181 CORLISS LANE, ,COLEBROOK,NH,03576,6032374971,Critical Access, , , , , , , , , , , , , , 
0.40000,1134116718,BELKNAP COUNTY,30 COUNTY DR, ,LACONIA,NH,032462900,6035275410,Nursing Facility/Intermediate Care Facility,Skilled Nursing Facility, , , , , , , , , , , , , 
0.40000,1043207566,ALICE PECK DAY MEMORIAL HOSPITAL-ECU,125 MASCOMA ST, ,LEBANON,NH,037662647,6034483121,Adult Care Home,Nursing Facility/Intermediate Care Facility,Skilled Nursing Facility, , , , , , , , , , , , 
0.40000,1003803495,ALICE PECK DAY MEMORIAL HOSPITAL,10 ALICE PECK DAY DR, ,LEBANON,NH,037662647,6034483121,Critical Access, , , , , , , , , , , , , , 
0.40000,1811984040,CLAREMONT PEDIATRIC SPECIALISTS,9 DUNNING ST, ,CLAREMONT,NH,037432016,6035429505,Pediatrics, , , , , , , , , , , , , , 
0.40000,1871580811,MEMORIAL HOSPITAL,3073 WHITE MTN HWY, ,NORTH CONWAY,NH,038605111,6033565461,Nursing Facility/Intermediate Care Facility, , , , , , , , , , , , , , 
0.40000,1144217258,MERRIMACK ASSISTED LIVING SYSTEMS,70 HAWTHORNE DR, ,BEDFORD,NH,031106912,6036479300,Assisted Living Facility, , , , , , , , , , , , , , 
0.40000,1386631265,ST FRANCIS REHABILITATION AND NURSING CENTER,406 COURT ST, ,LACONIA,NH,032463600,6035240466,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1447247325,ST TERESA REHABILITATION AND NURSING CENTER,519 BRIDGE ST, ,MANCHESTER,NH,031045396,6036682373,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1376530246,MOUNT CARMEL REHABILITATION & NURSING CENTER,235 MYRTLE ST, ,MANCHESTER,NH,031044314,6036273811,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1902893878,EAR NOSE THROAT PHYSICIANS & SURGEONS PA,130 TARRYTOWN RD, ,MANCHESTER,NH,031032713,6036690831,Otolaryngology, , , , , , , , , , , , , , 
0.40000,1548257462,THERAPEUTIC CONNECTIONS IN PHYSICAL THERAPY,146 PALMER ROAD, ,ENFIELD,NH,037484314,6036324150,Physical Therapist, , , , , , , , , , , , , , 
0.40000,1134116981,COUNTY OF STRAFFORD,276 COUNTY FARM RD, ,DOVER,NH,038206003,6037421348,General Practice,Nursing Facility/Intermediate Care Facility, , , , , , , , , , , , , 
0.40000,1376530162,HOLY CROSS HEALTH CENTER INC,357 ISLAND POND RD, ,MANCHESTER,NH,031094811,6036283550,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1649268269,DIABETIC SUPPLIES INTERNATIONAL,PO BOX 629, ,SOUTH SUTTON,NH,032730629,6039385225,Durable Medical Equipment & Medical Supplies, , , , , , , , , , , , , , 
0.40000,1881682474,TAYESE LLC,PO BOX 4136, ,CONCORD,NH,033024136,6039429933,Physical Therapist, , , , , , , , , , , , , , 
0.40000,1548258858,ABBA MEDICAL SUPPLY,72 PORTSMOUTH AVE,SUITE 104,STRATHAM,NH,038852566,6037781698,Durable Medical Equipment & Medical Supplies, , , , , , , , , , , , , , 
0.40000,1144219940,DEBORAH GORDON WACHUSETT PATHOLOGISTS,PO BOX 2200, ,AMHERST,NH,030314200,6036739411,Anatomic Pathology & Clinical Pathology,Clinical Pathology/Laboratory Medicine, , , , , , , , , , , , , 
0.40000,1558350363,MCGREGOR MEMORIAL AMBULANCE INC,47 COLLEGE RD, ,DURHAM,NH,038242620,(603) 862-3674,Land Transport, , , , , , , , , , , , , , 
0.40000,1366431926,PARKLAND PHYSICIAN SERVICES INC,44 BIRCH ST,SUITE 301,DERRY,NH,030382752,6034212427,Surgery,Vascular Surgery, , , , , , , , , , , , , 
0.40000,1881683415,APPLEDORE MEDICAL GROUP II INC,333 BORTHWICK AVE,SUITE 402,PORTSMOUTH,NH,038017128,6035594111,Thoracic Surgery (Cardiothoracic Vascular Surgery), , , , , , , , , , , , , , 
0.40000,1326037839,SUNCOOK FAMILY HEALTH CENTER PA,PO BOX 9001, ,SUNCOOK,NH,032759001,6034857861,Family Medicine, , , , , , , , , , , , , , 
0.40000,1720077860,ADAM P BECK MD PC,75 GILCREAST RD,SUITE 210,LONDONDERRY,NH,030533564,6034210095,Ophthalmology, , , , , , , , , , , , , , 
0.40000,1790775187,JAFFREY-RINDGE MEMORIAL AMBULANCE INC,1 PHOENIX MILL LN UNIT 200, ,PETERBOROUGH,NH,034581445,6039247797,Ambulance, , , , , , , , , , , , , , 
0.40000,1225029267,LINWOOD MEDICAL CENTER,PO BOX 26, ,NORTH WOODSTOCK,NH,03262,8004884351,Ambulance, , , , , , , , , , , , , , 
0.40000,1275524159,TOWN OF GILFORD,47 CHERRY VALLEY RD, ,GILFORD,NH,032496829,6035274758,Land Transport, , , , , , , , , , , , , , 
