0.40000,1720081763,TOWNE & COUNTRY PHARMACY FLORIST & GIFTS INC,PO BOX 364,675 EAST HWY 60,HARDINSBURG,KY,401430364,2707562151,Pharmacist,Oxygen Equipment & Supplies,Pharmacy, , , , , , , , , , , , 
0.40000,1659374692,HEARTLAND ANESTHESIA CONSULTANTS,639 N MULBERRY ST, ,ELIZABETHTOWN,KY,427011931,2707374600,Specialist, , , , , , , , , , , , , , 
0.40000,1942203955,LIFESCAN OF LOUISVILLE LLC,4046 DUTCHMANS LN, ,LOUISVILLE,KY,402074712,5028937145,Radiology, , , , , , , , , , , , , , 
0.40000,1093718116,MITCHELL WICKER JR MD PSC,PO BOX 719, ,HAZARD,KY,417020719,6064391316,Internal Medicine, , , , , , , , , , , , , , 
0.40000,1972506731,COMMONWEALTH OF KENTUCKY,207 STATE AVE, ,GLASGOW,KY,421411400,2706594700,Nursing Facility/Intermediate Care Facility, , , , , , , , , , , , , , 
0.40000,1336142181,BRECKINRIDGE HEALTH INC.,105 CHAMBLISS DR, ,HARDINSBURG,KY,401432575,2707562424,Family Medicine, , , , , , , , , , , , , , 
0.40000,1023011921,PIKEVILLE MEDICAL CENTER INC,PO BOX 2917, ,PIKEVILLE,KY,415022917,6062184570,Case Management,Home Health,Supports Brokerage, , , , , , , , , , , , 
0.40000,1558364380,LOUISVILLE MRI MANAGEMENT LLC,445 E MARKET ST,STE 100,LOUISVILLE,KY,402021112,5025685850,Magnetic Resonance Imaging (MRI), , , , , , , , , , , , , , 
0.40000,1659374510,WEDCO DISTRICT HEALTH DEPT,PO BOX 218,302 ODDVILLE AVE,CYNTHIANA,KY,41031,8592348750,Case Management,Home Health,Public Health or Welfare,Early Intervention Provider Agency, , , , , , , , , , , 
0.40000,1881697464,CLINICAL ASSOCIATES INC,PO BOX 950251, ,LOUISVILLE,KY,402950251,5028979594,Anatomic Pathology & Clinical Pathology,Clinical Medical Laboratory, , , , , , , , , , , , , 
0.40000,1730182445,RIVER CITY ORTHOPAEDIC SURGEONS PSC,9300 STONESTREET RD,STE 100,LOUISVILLE,KY,402722876,5022714150,Magnetic Resonance Imaging (MRI), , , , , , , , , , , , , , 
0.40000,1437152923,GRAYSON COUNTY HOSPITAL FOUNDATION INC,910 WALLACE AVE, ,LEITCHFIELD,KY,427541418,2702599400,Emergency Medicine, , , , , , , , , , , , , , 
0.40000,1235132721,PMC OHIO LLC,1901 CAMPUS PL, ,LOUISVILLE,KY,402992308,5026277000,Pharmacy, , , , , , , , , , , , , , 
0.40000,1023011509,ASHLAND BOYD COUNTY HEALTH DEPARTMENT,PO BOX 4069, ,ASHLAND,KY,411054069,6063299444,Public Health or Welfare, , , , , , , , , , , , , , 
0.40000,1316940885,WEST TOWNE PHARMACY INC,2755 W PARK DR, ,PADUCAH,KY,420019058,2704430909,Community/Retail Pharmacy, , , , , , , , , , , , , , 
0.40000,1891798336,SOUTHALL PHARMACY PLLC,325 W WALNUT ST,STE 500,LEBANON,KY,400331379,2706923111,Pharmacy,Community/Retail Pharmacy,Long Term Care Pharmacy, , , , , , , , , , , , 
0.40000,1508869033,N & R SHAWNEE LLC,329 TOWNEPARK CIR,SUITE 100,LOUISVILLE,KY,402432348,5022549525,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1356344733,PRO-CARE HOME HEALTH LIMITED,PO BOX 109, ,HARTFORD,KY,423470109,2702983112,Case Management,Home Health,Rehabilitation Unit, , , , , , , , , , , , 
0.40000,1174526487,SPECIALTY ORTHOPAEDICS PSC,6400 DUTCHMANS PKWY,STE 215,LOUISVILLE,KY,402053343,5027218288,Orthopaedic Surgery,Hand Surgery,Foot & Ankle Surgery,Durable Medical Equipment & Medical Supplies, , , , , , , , , , , 
0.40000,1235131533,WESTERN KENTUCKY UNIVERSITY,1906 COLLEGE HEIGHTS BLVD #8400, ,BOWLING GREEN,KY,421011041,2707455641,Family Medicine,Internal Medicine,Nurse Practitioner, , , , , , , , , , , , 
0.40000,1114929494,GRAYSON COUNTY HOSPTIAL FOUNDATION INC,910 WALLACE AVE, ,LEITCHFIELD,KY,427541418,2702599400,Speech-Language Assistant,Speech-Language Pathologist,General Acute Care Hospital, , , , , , , , , , , , 
0.40000,1184626459,LOUISVILLE OPTIQUE PLLC,140 W MARKET ST, ,LOUISVILLE,KY,402021332,5025878696,Optometrist, , , , , , , , , , , , , , 
0.40000,1124020334,IVYS MEDICAL SUPPLIES INC,PO BOX 576, ,INEZ,KY,412240576,6062983009,Durable Medical Equipment & Medical Supplies, , , , , , , , , , , , , , 
0.40000,1669474748,ARC KENTUCKY LLC,4004 DUPONT CIR, ,LOUISVILLE,KY,402074819,5028966428,Ambulatory Surgical, , , , , , , , , , , , , , 
0.40000,1912909086,ADVANCED TECHNOLOGY OF KY INC,7570 US HWY 42, ,FLORENCE,KY,410422324,8595784822,Durable Medical Equipment & Medical Supplies,Prosthetic/Orthotic Supplier, , , , , , , , , , , , , 
